#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	56.9730	20673	0.3403	100.0000	20673	3910	3919	0.3387	51	54.47
scaffold_2	68.6665	20517	0.3452	100.0000	20517	4685	4615	0.3551	58	73.56
scaffold_3	76.9307	20258	0.3477	100.0000	20258	5059	5048	0.4208	48	96.31
scaffold_4	73.8596	19700	0.3769	100.0000	19700	4844	4856	0.3921	82	31.36
scaffold_5	63.8574	19392	0.3631	100.0000	19392	4147	4104	0.3780	69	29.33
scaffold_6	65.5310	19387	0.3573	100.0000	19387	4220	4248	0.3741	68	29.65
scaffold_7	47.1098	18617	0.3294	100.0000	18617	2892	2904	0.3584	48	29.03
scaffold_8	44.2939	18223	0.3464	100.0000	18223	2697	2686	0.3775	42	27.12
scaffold_9	54.8403	18000	0.3479	100.0000	18000	3295	3287	0.3733	58	26.93
scaffold_10	74.2984	17555	0.3543	100.0000	17555	4345	4352	0.3801	70	52.42
scaffold_11	50.3157	17544	0.3468	100.0000	17544	2949	2937	0.3596	54	20.92
scaffold_12	50.5945	17407	0.3441	100.0000	17407	2952	2917	0.3865	47	34.37
scaffold_13	50.7115	17130	0.3487	100.0000	17130	2899	2889	0.3656	51	24.87
scaffold_14	54.1755	17056	0.3367	100.0000	17056	3104	3055	0.3678	51	32.84
scaffold_15	70.0460	16947	0.3687	100.0000	16947	3627	3649	0.3931	75	38.41
scaffold_16	95.6266	16838	0.3405	100.0000	16838	5309	5332	0.3899	56	105.05
scaffold_17	165.2535	16699	0.3538	100.0000	16699	9140	9259	0.4004	59	173.16
scaffold_18	50.5119	16596	0.3313	99.9156	16582	2805	2781	0.3482	50	27.66
scaffold_19	42.1188	16582	0.3244	100.0000	16582	2340	2314	0.3449	41	25.36
scaffold_20	83.2239	16533	0.3398	100.0000	16533	4516	4570	0.3942	45	195.22
scaffold_21	39.1653	16410	0.3300	100.0000	16410	2128	2159	0.3576	32	24.87
scaffold_22	91.5703	16217	0.3456	100.0000	16217	4824	4682	0.3716	43	193.88
scaffold_23	97.7377	16122	0.3649	100.0000	16122	5212	5124	0.3831	66	132.30
scaffold_24	38.0167	15953	0.3197	100.0000	15953	2021	2017	0.3440	34	24.11
scaffold_25	61.8343	15712	0.3663	100.0000	15712	3240	3232	0.3836	69	25.34
scaffold_26	37.8002	15659	0.3268	100.0000	15659	1922	1997	0.3606	26	46.43
scaffold_27	50.1496	15642	0.3333	100.0000	15642	2603	2606	0.3676	47	31.75
scaffold_28	51.6811	15523	0.3403	100.0000	15523	2676	2670	0.3616	55	27.23
scaffold_29	70.3852	15367	0.3450	100.0000	15367	3562	3592	0.3738	46	77.49
scaffold_30	43.3457	15243	0.3281	100.0000	15243	2189	2220	0.3594	38	28.95
scaffold_31	47.9354	15233	0.3399	100.0000	15233	2369	2412	0.3611	46	24.57
scaffold_32	96.5334	15100	0.3511	100.0000	15100	4275	4442	0.3664	72	91.58
scaffold_33	312.0274	15089	0.3593	100.0000	15089	15584	15565	0.3924	332	254.01
scaffold_34	44.7593	15070	0.3465	100.0000	15070	2183	2210	0.3823	46	26.80
scaffold_35	83.1924	14983	0.3453	100.0000	14983	4158	4157	0.3744	54	84.29
scaffold_36	72.2796	14949	0.3622	100.0000	14949	3607	3628	0.3824	64	49.16
scaffold_37	123.4150	14947	0.3557	100.0000	14947	5796	5867	0.3958	62	163.66
scaffold_38	56.3534	14870	0.3537	100.0000	14870	2784	2728	0.3780	56	29.07
scaffold_39	45.1722	14661	0.3394	99.9659	14656	2205	2216	0.3569	44	21.77
scaffold_40	45.9957	14536	0.3315	100.0000	14536	2247	2217	0.3567	40	27.33
scaffold_41	42.3006	14343	0.3326	100.0000	14343	2005	1988	0.3492	41	19.00
scaffold_42	54.7543	14276	0.3552	100.0000	14276	2598	2610	0.3838	54	30.44
scaffold_43	99.6265	14232	0.3473	100.0000	14232	4716	4617	0.3736	69	71.34
scaffold_44	45.6701	14213	0.3379	100.0000	14213	2149	2112	0.3568	44	24.72
scaffold_45	44.8993	14099	0.3346	100.0000	14099	2133	2073	0.3521	46	24.35
scaffold_46	38.5314	14091	0.3252	100.0000	14091	1823	1801	0.3483	36	23.44
scaffold_47	57.7128	14085	0.3357	100.0000	14085	2716	2690	0.3616	41	84.68
scaffold_48	66.7864	14043	0.3724	100.0000	14043	3103	3132	0.3847	70	24.79
scaffold_49	58.5649	14032	0.3632	100.0000	14032	2728	2752	0.3879	61	31.06
scaffold_50	57.3171	14013	0.3675	100.0000	14013	2675	2650	0.3792	61	23.21
scaffold_51	46.6720	13984	0.3342	100.0000	13984	2189	2164	0.3771	38	32.11
scaffold_52	51.5781	13972	0.3430	100.0000	13972	2434	2359	0.3660	47	28.74
scaffold_53	71.9183	13948	0.3264	100.0000	13948	3308	3341	0.3656	42	162.34
scaffold_54	81.1740	13923	0.4189	100.0000	13923	3749	3775	0.4365	90	32.91
scaffold_55	57.3738	13914	0.3668	99.7772	13883	2663	2661	0.3947	50	34.45
scaffold_56	40.7195	13873	0.3045	100.0000	13873	1868	1889	0.3331	29	37.39
scaffold_57	47.2786	13782	0.3301	100.0000	13782	2216	2129	0.3447	41	35.37
scaffold_58	238.8882	13780	0.3583	100.0000	13780	11145	10881	0.3270	74	550.97
scaffold_59	33.3226	13777	0.3210	100.0000	13777	1539	1524	0.3460	30	20.81
scaffold_60	38.1949	13609	0.3202	100.0000	13609	1751	1715	0.3385	36	22.88
scaffold_61	44.3987	13517	0.3482	100.0000	13517	2027	1973	0.3746	44	25.02
scaffold_62	59.2494	13347	0.3433	100.0000	13347	2606	2665	0.3751	41	49.69
scaffold_63	52.3682	13345	0.3462	100.0000	13345	2322	2339	0.3745	51	30.09
scaffold_64	55.6825	13318	0.3504	100.0000	13318	2436	2502	0.3709	53	30.69
scaffold_65	96.5665	13270	0.3454	100.0000	13270	4253	4254	0.3689	54	111.09
scaffold_66	34.9658	13260	0.3250	100.0000	13260	1546	1544	0.3543	31	21.37
scaffold_67	61.2201	13220	0.3409	100.0000	13220	2701	2684	0.4192	36	85.06
scaffold_68	58.7422	13161	0.3472	100.0000	13161	2583	2568	0.3801	57	37.26
scaffold_69	44.7654	13101	0.3445	100.0000	13101	1951	1959	0.3703	43	25.64
scaffold_70	48.3449	13028	0.3311	100.0000	13028	2120	2081	0.3610	48	28.79
scaffold_71	41.5756	12995	0.3281	100.0000	12995	1791	1764	0.3536	37	24.64
scaffold_72	48.7603	12974	0.3364	99.9923	12973	2126	2093	0.3706	46	31.26
scaffold_73	48.1658	12969	0.3447	100.0000	12969	2090	2072	0.3749	49	26.89
scaffold_74	47.5402	12935	0.3375	100.0000	12935	2048	2053	0.3650	43	27.00
scaffold_75	110.2205	12928	0.3685	100.0000	12928	4816	4684	0.4055	56	129.38
scaffold_76	398.3788	12908	0.3215	99.9923	12907	15201	15521	0.3185	178	694.87
scaffold_77	45.4988	12843	0.3032	100.0000	12843	1938	1905	0.3351	32	51.19
scaffold_78	41.9190	12784	0.3329	100.0000	12784	1787	1787	0.3494	40	25.73
scaffold_79	142.4392	12665	0.3867	100.0000	12665	5471	5436	0.4169	92	173.20
scaffold_80	49.3252	12640	0.3477	99.9288	12631	2056	2105	0.3699	50	25.41
scaffold_81	33.3163	12632	0.3289	100.0000	12632	1393	1409	0.3628	29	24.06
scaffold_82	58.5139	12606	0.3647	100.0000	12606	2451	2462	0.3917	58	30.55
scaffold_83	52.6758	12540	0.3500	100.0000	12540	2184	2204	0.3705	52	30.91
scaffold_84	113.6994	12534	0.3436	100.0000	12534	4720	4730	0.3749	59	173.62
scaffold_85	36.7237	12512	0.3078	100.0000	12512	1520	1533	0.3278	29	30.25
scaffold_86	49.8964	12494	0.3462	100.0000	12494	2080	2075	0.3591	53	21.19
scaffold_87	42.6850	12443	0.3332	100.0000	12443	1764	1755	0.3575	42	20.66
scaffold_88	47.3632	12411	0.3456	100.0000	12411	1942	1975	0.3629	48	25.20
scaffold_89	32.9568	12395	0.3242	100.0000	12395	1362	1361	0.3481	31	19.95
scaffold_90	630.1515	12395	0.3407	100.0000	12395	24840	25579	0.3608	498	576.87
scaffold_91	49.2906	12369	0.3392	100.0000	12369	2021	2032	0.3653	50	26.31
scaffold_92	66.6567	12339	0.3747	100.0000	12339	2726	2740	0.4079	77	37.01
scaffold_93	52.2526	12224	0.3541	100.0000	12224	2127	2130	0.3794	53	27.37
scaffold_94	45.1755	12210	0.3326	100.0000	12210	1848	1810	0.3483	44	24.11
scaffold_95	103.7219	12205	0.3707	100.0000	12205	4040	3891	0.3999	83	121.03
scaffold_96	40.1194	12187	0.3277	100.0000	12187	1624	1637	0.3661	32	30.07
scaffold_97	37.6007	12183	0.3265	100.0000	12183	1529	1527	0.3531	31	24.20
scaffold_98	80.5563	12178	0.3808	100.0000	12178	3279	3243	0.3969	71	64.09
scaffold_99	229.0602	12169	0.3544	100.0000	12169	9172	9420	0.3704	47	474.68
scaffold_100	40.9599	12140	0.3266	100.0000	12140	1654	1662	0.3580	34	26.94
scaffold_101	41.3045	12036	0.3238	100.0000	12036	1660	1656	0.3529	36	28.12
scaffold_102	65.7800	12027	0.3382	100.0000	12027	2638	2601	0.3653	47	70.13
scaffold_103	108.5403	12018	0.3546	100.0000	12018	4177	4264	0.3563	66	151.64
scaffold_104	37.0953	12016	0.3237	100.0000	12016	1464	1474	0.3449	37	20.76
scaffold_105	71.3910	11992	0.3839	100.0000	11992	2852	2855	0.3948	76	27.25
scaffold_106	41.5155	11948	0.3506	100.0000	11948	1643	1663	0.3769	38	23.94
scaffold_107	242.9807	11910	0.3403	100.0000	11910	9477	9481	0.3546	63	296.38
scaffold_108	58.5647	11885	0.3655	100.0000	11885	2331	2308	0.3968	64	30.97
scaffold_109	42.4803	11883	0.3127	100.0000	11883	1685	1680	0.3421	40	27.13
scaffold_110	151.9640	11880	0.3318	100.0000	11880	6018	5874	0.3359	122	120.31
scaffold_111	40.2634	11805	0.3343	100.0000	11805	1584	1584	0.3535	39	21.97
scaffold_112	59.1288	11780	0.3570	100.0000	11780	2298	2290	0.3811	62	29.27
scaffold_113	41.1131	11687	0.3228	100.0000	11687	1610	1595	0.3423	40	22.46
scaffold_114	42.6570	11634	0.3307	100.0000	11634	1653	1654	0.3491	41	21.85
scaffold_115	34.6424	11628	0.3196	100.0000	11628	1348	1337	0.3348	29	21.58
scaffold_116	68.9320	11611	0.3506	100.0000	11611	2626	2704	0.3632	60	46.20
scaffold_117	53.3682	11601	0.3318	100.0000	11601	1926	1827	0.3432	50	27.53
scaffold_118	40.7210	11599	0.3234	100.0000	11599	1570	1580	0.3516	35	24.38
scaffold_119	39.1010	11525	0.3188	100.0000	11525	1477	1519	0.3480	30	28.51
scaffold_120	58.6927	11524	0.3241	100.0000	11524	1842	1828	0.3421	48	42.15
scaffold_121	40.0311	11524	0.3304	100.0000	11524	1545	1529	0.3496	41	21.71
scaffold_122	45.5935	11506	0.3489	100.0000	11506	1759	1738	0.3753	43	25.48
scaffold_123	62.3066	11477	0.3589	100.0000	11477	2379	2388	0.4034	71	39.78
scaffold_124	38.8950	11476	0.3299	100.0000	11476	1482	1494	0.3776	32	29.56
scaffold_125	44.7554	11438	0.3409	100.0000	11438	1720	1694	0.3752	40	30.36
scaffold_126	81.2210	11436	0.3451	100.0000	11436	3032	3078	0.3662	63	78.46
scaffold_127	93.4666	11418	0.3382	100.0000	11418	3588	3419	0.3571	77	81.58
scaffold_128	48.3156	11388	0.3498	100.0000	11388	1837	1830	0.3720	47	22.76
scaffold_129	44.0192	11383	0.3351	100.0000	11383	1673	1667	0.3515	49	20.70
scaffold_130	44.6704	11380	0.3205	100.0000	11380	1722	1664	0.3305	34	60.87
scaffold_131	165.5235	11364	0.3426	100.0000	11364	5986	6226	0.3624	57	251.33
