#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	128.3491	217454	0.4095	100.0000	217454	89987	90181	0.4188	130	32.35
scaffold_2	88.8643	148259	0.4197	100.0000	148259	42827	42702	0.4297	89	35.15
scaffold_3	94.0657	140963	0.4162	100.0000	140963	42895	42925	0.4206	87	163.72
scaffold_4	89.3676	111040	0.4269	100.0000	111040	32295	32032	0.4348	89	30.68
scaffold_5	89.7415	105981	0.4319	100.0000	105981	31061	31005	0.4404	90	28.80
scaffold_6	84.5141	105522	0.4257	99.9981	105520	29368	29497	0.4381	86	22.64
scaffold_7	85.5632	105426	0.4226	100.0000	105426	29648	29788	0.4319	87	23.49
scaffold_8	91.8536	103693	0.4370	100.0000	103693	31154	31155	0.4484	94	22.07
scaffold_9	91.3773	99706	0.4363	100.0000	99706	29844	29812	0.4460	93	21.06
scaffold_10	83.5106	97482	0.4143	100.0000	97482	26877	26860	0.4233	85	20.45
scaffold_11	83.5644	94680	0.4177	100.0000	94680	25692	25948	0.4294	84	21.20
scaffold_12	113.9834	92737	0.4180	100.0000	92737	33172	34305	0.4229	88	328.33
scaffold_13	86.3197	90639	0.4227	100.0000	90639	25046	25068	0.4330	87	27.52
scaffold_14	90.2290	90024	0.4278	100.0000	90024	26798	26434	0.4350	86	94.52
scaffold_15	86.1874	89873	0.4157	100.0000	89873	24884	25082	0.4273	87	31.38
scaffold_16	84.0528	87116	0.4207	100.0000	87116	24003	24058	0.4298	85	19.66
scaffold_17	102.4165	86701	0.4207	100.0000	86701	26732	26968	0.4229	95	123.06
scaffold_18	84.1035	85854	0.4250	100.0000	85854	23705	23843	0.4359	85	21.82
scaffold_19	84.9782	85172	0.4240	100.0000	85172	23792	23690	0.4345	87	22.63
scaffold_20	85.4694	84378	0.4250	100.0000	84378	23627	23654	0.4348	87	19.68
scaffold_21	86.6562	84249	0.4179	100.0000	84249	24122	24017	0.4251	86	42.60
scaffold_22	82.7255	83161	0.4153	100.0000	83161	22456	22423	0.4258	85	22.28
scaffold_23	86.1798	82457	0.4261	100.0000	82457	23512	23506	0.4347	88	19.76
scaffold_24	83.3165	82079	0.4181	100.0000	82079	22344	22293	0.4311	85	22.38
scaffold_25	87.0657	81584	0.4110	100.0000	81584	22981	22867	0.4179	85	37.22
scaffold_26	87.7828	80546	0.4349	100.0000	80546	22569	22511	0.4461	90	21.98
scaffold_27	64.1058	79269	0.4057	97.4744	77267	10722	10844	0.4138	66	54.89
scaffold_28	81.8301	78418	0.4158	100.0000	78418	21190	21086	0.4246	83	22.05
scaffold_29	88.0983	77651	0.4442	100.0000	77651	22527	22515	0.4526	89	19.12
scaffold_30	95.6360	77226	0.4372	100.0000	77226	23291	23171	0.4498	96	23.78
scaffold_31	84.8427	75676	0.4136	100.0000	75676	20987	20923	0.4220	86	19.40
scaffold_32	98.6861	74831	0.4079	99.9185	74770	24457	23595	0.4141	83	218.59
scaffold_33	82.6256	74774	0.4133	100.0000	74774	20163	20140	0.4236	83	21.43
scaffold_34	88.7530	74034	0.4219	100.0000	74034	21171	21026	0.4311	89	20.58
scaffold_35	81.0584	71155	0.4116	100.0000	71155	18699	18601	0.4209	81	19.71
scaffold_36	82.2986	70701	0.4112	100.0000	70701	19153	19066	0.4189	83	19.38
scaffold_37	84.1724	69886	0.4179	100.0000	69886	19497	19381	0.4278	85	20.71
scaffold_38	84.5893	69277	0.4134	100.0000	69277	19338	19242	0.4216	86	20.79
scaffold_39	87.3469	68999	0.4154	100.0000	68999	19691	19718	0.4249	89	21.83
scaffold_40	82.3257	68605	0.4071	99.9227	68552	18330	18158	0.4156	84	20.44
scaffold_41	87.6707	67503	0.4212	100.0000	67503	19604	19648	0.4324	90	22.93
scaffold_42	82.9010	66597	0.4210	100.0000	66597	18210	18275	0.4319	85	20.76
scaffold_43	80.4858	64912	0.4126	100.0000	64912	17282	17177	0.4236	82	22.17
scaffold_44	94.1818	64839	0.4436	100.0000	64839	20213	19812	0.4499	93	50.34
scaffold_45	85.6670	64409	0.4144	100.0000	64409	17860	18329	0.4279	85	44.77
scaffold_46	80.2395	64225	0.4113	100.0000	64225	16868	16811	0.4222	82	21.06
scaffold_47	84.3220	64092	0.4121	100.0000	64092	17587	17599	0.4221	86	21.85
scaffold_48	83.0526	63860	0.4213	100.0000	63860	17341	17313	0.4309	84	20.01
scaffold_49	84.9044	62986	0.4198	100.0000	62986	17683	17837	0.4302	85	28.12
scaffold_50	85.1806	62865	0.4027	100.0000	62865	17048	17193	0.4122	84	31.32
