#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	74.1988	27617	0.3279	100.0000	27617	6746	6724	0.3446	70	44.29
scaffold_2	54.8770	25681	0.3285	100.0000	25681	4705	4690	0.3475	53	28.14
scaffold_3	75.6763	24236	0.3503	100.0000	24236	6084	6144	0.3844	79	41.72
scaffold_4	47.8978	23289	0.3089	100.0000	23289	3713	3722	0.3310	45	27.23
scaffold_5	71.8114	23190	0.3481	100.0000	23190	5504	5547	0.3695	75	33.72
scaffold_6	53.6217	21863	0.3193	100.0000	21863	3887	3928	0.3426	55	28.93
scaffold_7	75.6799	21420	0.3519	100.0000	21420	5426	5382	0.3721	83	36.14
scaffold_8	62.1237	21299	0.3286	100.0000	21299	4393	4424	0.3499	62	35.81
scaffold_9	108.0917	20629	0.3762	100.0000	20629	7418	7418	0.3874	117	36.08
scaffold_10	78.4951	20458	0.3529	100.0000	20458	5357	5345	0.3724	85	36.25
scaffold_11	52.3048	20114	0.3240	100.0000	20114	3475	3534	0.3535	48	29.07
scaffold_12	49.4652	19985	0.3114	100.0000	19985	3273	3316	0.3306	47	25.97
scaffold_13	71.2397	19930	0.3275	100.0000	19930	4240	4189	0.3490	74	36.83
scaffold_14	86.7293	19673	0.3445	100.0000	19673	5649	5652	0.3895	66	100.45
scaffold_15	75.6278	19665	0.3565	100.0000	19665	4942	4973	0.3665	83	29.83
scaffold_16	98.6273	19217	0.3752	100.0000	19217	6290	6301	0.3861	105	30.74
scaffold_17	74.7249	19155	0.3517	100.0000	19155	4779	4763	0.3743	79	39.99
scaffold_18	60.2813	19073	0.3316	100.0000	19073	3813	3808	0.3610	57	29.47
scaffold_19	103.4652	18709	0.3355	100.0000	18709	6107	6156	0.3655	71	105.06
scaffold_20	66.5929	18369	0.3399	100.0000	18369	4047	4056	0.3712	69	38.27
scaffold_21	51.4622	18158	0.3170	99.9725	18153	3101	3130	0.3406	48	32.04
scaffold_22	48.0615	18096	0.3127	100.0000	18096	2903	2895	0.3352	47	27.21
scaffold_23	65.6412	18043	0.3261	100.0000	18043	3966	3926	0.3475	65	36.20
scaffold_24	55.8684	17727	0.3243	100.0000	17727	3278	3289	0.3474	57	28.30
scaffold_25	180.0947	17664	0.3429	100.0000	17664	7920	7969	0.3875	77	417.05
scaffold_26	62.8171	17565	0.3319	100.0000	17565	3648	3655	0.3639	60	37.14
scaffold_27	82.8044	17471	0.3516	100.0000	17471	4776	4863	0.3713	84	40.17
scaffold_28	69.3708	17413	0.3376	100.0000	17413	3977	3970	0.3559	66	29.60
scaffold_29	62.8136	17386	0.3040	100.0000	17386	3521	3491	0.3256	48	51.93
scaffold_30	137.2375	17221	0.3420	100.0000	17221	7753	7701	0.3717	84	155.39
scaffold_31	58.8708	17220	0.3327	100.0000	17220	3377	3380	0.3524	55	30.10
scaffold_32	43.1605	17168	0.2965	100.0000	17168	2460	2455	0.3198	40	25.82
scaffold_33	82.4510	17088	0.3464	100.0000	17088	4658	4707	0.3713	80	41.57
scaffold_34	53.4356	16954	0.3164	100.0000	16954	3016	3023	0.3294	55	24.96
scaffold_35	62.3349	16514	0.3340	100.0000	16514	3425	3444	0.3626	58	38.46
scaffold_36	63.3428	16460	0.3405	100.0000	16460	3491	3459	0.3639	60	33.25
scaffold_37	64.1569	16309	0.3304	100.0000	16309	3496	3479	0.3551	70	36.13
