#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	87.0150	89490	0.4153	100.0000	89490	25147	25116	0.4233	89	22.09
scaffold_2	84.1659	81126	0.3985	100.0000	81126	21976	21977	0.4074	83	31.06
scaffold_3	83.4125	78286	0.4057	100.0000	78286	21524	21496	0.4181	86	25.39
scaffold_4	88.3512	72438	0.4180	100.0000	72438	20674	20718	0.4255	90	20.64
scaffold_5	84.1335	70725	0.4056	100.0000	70725	19344	19496	0.4145	86	23.61
scaffold_6	88.5610	68996	0.4113	100.0000	68996	19765	19763	0.4192	91	22.00
scaffold_7	85.7635	67842	0.4086	100.0000	67842	19059	18843	0.4180	85	54.59
scaffold_8	83.3963	66316	0.4097	100.0000	66316	18182	18180	0.4190	85	24.15
scaffold_9	80.2922	64515	0.4001	100.0000	64515	16893	16869	0.4097	81	22.62
scaffold_10	90.7441	63671	0.4212	100.0000	63671	19145	19017	0.4329	91	26.29
scaffold_11	86.8782	61640	0.4061	100.0000	61640	17380	17532	0.4193	83	42.81
scaffold_12	82.5004	61537	0.4104	100.0000	61537	16726	16650	0.4201	85	23.84
scaffold_13	83.5071	61277	0.4090	100.0000	61277	16888	16967	0.4217	82	56.70
scaffold_14	84.4238	60328	0.4115	100.0000	60328	16888	16899	0.4203	86	22.45
scaffold_15	88.1240	60245	0.4197	100.0000	60245	17384	17432	0.4281	90	22.04
scaffold_16	86.9284	59226	0.4139	100.0000	59226	16938	16954	0.4220	90	21.79
scaffold_17	81.1010	59054	0.4025	100.0000	59054	15906	15865	0.4109	83	23.96
scaffold_18	94.9363	58837	0.4015	100.0000	58837	17191	16997	0.4096	89	62.36
scaffold_19	89.6147	56761	0.4204	100.0000	56761	16703	16738	0.4319	92	29.93
scaffold_20	87.8083	56249	0.4159	100.0000	56249	16342	16457	0.4237	89	26.36
scaffold_21	83.4833	54674	0.4053	100.0000	54674	15073	15117	0.4153	84	24.13
scaffold_22	85.7514	54554	0.4200	100.0000	54554	15473	15536	0.4314	88	24.44
scaffold_23	84.0053	54052	0.4099	100.0000	54052	14919	14988	0.4198	86	24.25
scaffold_24	111.4893	52979	0.4168	100.0000	52979	19678	19190	0.4241	88	228.10
scaffold_25	96.3614	52038	0.4118	100.0000	52038	15917	16296	0.4267	88	110.05
scaffold_26	88.2568	51940	0.4210	100.0000	51940	15184	15107	0.4336	90	30.47
scaffold_27	82.8043	51522	0.4063	100.0000	51522	14118	14151	0.4162	85	23.86
scaffold_28	81.7944	50879	0.4058	100.0000	50879	13702	13708	0.4151	84	24.18
scaffold_29	92.8214	50774	0.4010	100.0000	50774	13910	13870	0.4099	92	46.77
scaffold_30	106.9978	50729	0.4171	100.0000	50729	17927	18103	0.4245	92	65.83
scaffold_31	89.3402	49272	0.4198	100.0000	49272	14606	14607	0.4304	91	23.08
scaffold_32	84.2766	48672	0.4125	100.0000	48672	13528	13582	0.4218	87	24.69
scaffold_33	84.5233	48605	0.4126	100.0000	48605	13666	13581	0.4219	88	23.80
scaffold_34	81.4728	48108	0.4047	100.0000	48108	12827	12764	0.4141	83	22.83
scaffold_35	89.7279	48072	0.4162	100.0000	48072	13914	13925	0.4260	93	23.51
scaffold_36	86.3279	47847	0.4131	100.0000	47847	13483	13417	0.4226	88	27.51
scaffold_37	88.5847	47311	0.4091	100.0000	47311	13940	13831	0.4195	89	26.97
scaffold_38	87.3068	46505	0.4124	100.0000	46505	13391	13360	0.4198	89	25.69
scaffold_39	87.8008	46421	0.4219	100.0000	46421	13431	13413	0.4313	92	25.07
scaffold_40	92.8098	46272	0.3959	100.0000	46272	14015	13859	0.3986	85	70.00
scaffold_41	85.4016	46215	0.4122	100.0000	46215	12954	13042	0.4236	87	23.74
scaffold_42	82.2712	45646	0.4054	100.0000	45646	12370	12378	0.4176	85	26.01
scaffold_43	87.5521	45341	0.4217	99.9537	45320	13136	13044	0.4306	89	23.20
scaffold_44	90.9271	44960	0.4269	100.0000	44960	13511	13503	0.4339	93	22.20
scaffold_45	92.3319	44663	0.4243	100.0000	44663	13436	13392	0.4324	94	24.14
scaffold_46	83.4560	44513	0.4135	100.0000	44513	12071	12114	0.4223	87	23.16
scaffold_47	85.2178	44406	0.4147	100.0000	44406	12498	12360	0.4241	84	24.85
scaffold_48	83.6961	44017	0.4106	100.0000	44017	12176	12040	0.4235	84	29.53
scaffold_49	79.8219	43580	0.4112	100.0000	43580	11506	11482	0.4213	83	25.72
scaffold_50	84.7751	42954	0.3984	100.0000	42954	11791	11751	0.4065	85	24.09
scaffold_51	80.9953	42936	0.4035	99.9767	42926	11316	11303	0.4130	82	21.90
scaffold_52	90.6082	42842	0.4215	100.0000	42842	12755	12784	0.4297	93	22.30
scaffold_53	83.2109	42676	0.4154	100.0000	42676	11753	11757	0.4242	85	21.62
scaffold_54	90.9495	42673	0.4127	100.0000	42673	12674	12691	0.4154	86	71.50
scaffold_55	80.7598	42396	0.3951	100.0000	42396	11314	11359	0.4026	82	22.77
scaffold_56	85.0720	42283	0.4133	100.0000	42283	11848	11870	0.4219	86	21.44
scaffold_57	90.3306	41957	0.4131	100.0000	41957	12131	12143	0.4204	92	24.83
scaffold_58	79.9523	41808	0.4041	100.0000	41808	11000	10970	0.4118	82	21.41
