#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	82.0256	87746	0.3947	100.0000	87746	23189	23135	0.4052	82	24.60
scaffold_2	89.2625	87282	0.3975	100.0000	87282	25702	25743	0.4015	81	100.62
scaffold_3	76.1422	85813	0.3955	100.0000	85813	21671	21529	0.4050	77	26.11
scaffold_4	77.9592	85794	0.4004	100.0000	85794	21936	21899	0.4121	81	24.58
scaffold_5	79.0982	77375	0.4042	100.0000	77375	20219	20254	0.4143	79	22.82
scaffold_6	80.9458	75275	0.4101	100.0000	75275	19900	19909	0.4200	82	23.45
scaffold_7	78.0606	72796	0.4014	99.9890	72788	18650	18609	0.4132	81	24.40
scaffold_8	77.9890	71082	0.3937	99.9887	71074	18276	18266	0.4042	79	24.00
scaffold_9	79.6399	68030	0.4115	100.0000	68030	17765	17741	0.4209	79	24.03
scaffold_10	81.5259	65368	0.4075	100.0000	65368	17608	17606	0.4168	80	33.88
scaffold_11	81.8724	64650	0.4023	100.0000	64650	17280	17102	0.4107	82	25.93
scaffold_12	80.1404	63627	0.4023	100.0000	63627	16867	16869	0.4118	82	23.27
scaffold_13	86.0981	62268	0.4061	100.0000	62268	17827	17844	0.4172	88	33.72
scaffold_14	77.0264	61859	0.3996	100.0000	61859	15717	15704	0.4104	77	22.93
scaffold_15	76.9429	61476	0.3983	100.0000	61476	15635	15760	0.4097	79	23.79
scaffold_16	77.4110	61219	0.3974	100.0000	61219	15579	15533	0.4062	79	23.05
scaffold_17	78.8177	60570	0.3997	100.0000	60570	15797	15846	0.4101	82	22.69
scaffold_18	81.5577	60012	0.3982	100.0000	60012	15794	15658	0.4087	84	23.95
scaffold_19	81.7812	59859	0.4067	99.9766	59845	16169	16117	0.4191	84	25.84
scaffold_20	75.9295	59278	0.3906	100.0000	59278	14959	15007	0.4005	77	22.87
scaffold_21	75.9950	59265	0.3967	100.0000	59265	14874	14941	0.4058	78	23.02
scaffold_22	82.3739	58196	0.4123	100.0000	58196	15672	15652	0.4210	85	21.38
scaffold_23	83.0771	56950	0.4060	100.0000	56950	15624	15624	0.4151	86	22.27
scaffold_24	77.9529	56201	0.4137	100.0000	56201	14607	14555	0.4253	81	23.94
scaffold_25	79.4023	55506	0.3936	100.0000	55506	14285	14181	0.4040	79	26.18
scaffold_26	78.3031	55242	0.3959	100.0000	55242	14346	14249	0.4040	78	24.79
scaffold_27	80.8330	55021	0.4059	100.0000	55021	14690	14609	0.4144	83	22.28
scaffold_28	77.5384	54010	0.4062	100.0000	54010	13928	13933	0.4187	80	24.40
