#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	38.7422	200638	0.4317	98.3473	197322	21875	21959	0.4333	40	37.54
scaffold_2	67.1985	136202	0.4203	100.0000	136202	29395	29354	0.4267	66	25.85
scaffold_3	76.4471	127498	0.4097	100.0000	127498	30825	30771	0.4082	69	78.58
scaffold_4	71.7239	126811	0.4214	100.0000	126811	27427	27651	0.4242	70	39.93
scaffold_5	75.0044	115918	0.4188	100.0000	115918	27834	27674	0.4192	67	87.22
scaffold_6	68.7320	109668	0.4227	100.0000	109668	24549	24466	0.4247	66	33.46
scaffold_7	67.5044	105214	0.4207	100.0000	105214	22669	22590	0.4230	66	19.07
scaffold_8	66.6963	104257	0.4286	100.0000	104257	22351	22391	0.4320	67	12.58
scaffold_9	71.4059	103080	0.4265	100.0000	103080	23349	23833	0.4395	66	75.88
scaffold_10	74.9743	99133	0.4244	100.0000	99133	23707	24156	0.4250	67	71.87
scaffold_11	67.9353	98442	0.4234	100.0000	98442	21430	21517	0.4252	66	21.09
scaffold_12	68.0402	95123	0.4262	100.0000	95123	21247	21180	0.4281	66	17.51
scaffold_13	65.1355	94486	0.4391	100.0000	94486	20179	20211	0.4400	65	16.09
scaffold_14	77.6256	91089	0.4171	100.0000	91089	23193	22877	0.4316	67	97.25
scaffold_15	71.7299	90961	0.4161	100.0000	90961	21219	21190	0.4152	67	37.88
scaffold_16	66.2486	90847	0.4297	100.0000	90847	19572	19589	0.4318	66	14.20
scaffold_17	66.5353	87290	0.4268	100.0000	87290	18809	18927	0.4299	67	12.48
scaffold_18	62.5562	86853	0.4202	98.5055	85555	17974	17937	0.4232	63	25.88
scaffold_19	66.2249	85785	0.4254	100.0000	85785	18573	18598	0.4282	66	11.42
scaffold_20	93.5907	85711	0.4117	100.0000	85711	25668	25014	0.4172	71	231.56
scaffold_21	65.6381	85643	0.4272	100.0000	85643	18547	18549	0.4294	65	12.17
scaffold_22	75.0360	85248	0.4304	100.0000	85248	20996	21058	0.4290	64	104.11
scaffold_23	68.1129	83773	0.4272	100.0000	83773	18724	18660	0.4275	67	22.02
scaffold_24	66.1272	82568	0.4207	100.0000	82568	17919	17803	0.4231	66	14.56
scaffold_25	68.5133	81797	0.4288	100.0000	81797	17880	17939	0.4305	67	19.02
scaffold_26	70.2190	81675	0.4121	100.0000	81675	18265	18161	0.4136	68	28.55
scaffold_27	73.0556	81636	0.4099	100.0000	81636	18402	18341	0.4101	70	25.92
scaffold_28	68.4106	79376	0.4200	100.0000	79376	17514	17355	0.4219	67	21.19
scaffold_29	66.5050	79259	0.4357	100.0000	79259	16937	16970	0.4368	66	15.33
scaffold_30	68.5144	79021	0.4043	100.0000	79021	17105	17034	0.4065	66	29.39
scaffold_31	64.1965	78760	0.4191	100.0000	78760	16650	16638	0.4219	64	13.33
scaffold_32	69.1063	77876	0.4200	100.0000	77876	16752	16666	0.4221	68	20.60
scaffold_33	66.6932	77109	0.4348	100.0000	77109	16492	16523	0.4376	67	12.59
scaffold_34	62.5996	76943	0.4511	100.0000	76943	15878	15818	0.4530	62	15.24
scaffold_35	66.4395	76566	0.4148	100.0000	76566	16142	16115	0.4183	66	36.06
scaffold_36	65.7329	76432	0.4320	100.0000	76432	16146	16217	0.4357	66	12.97
scaffold_37	65.2239	76206	0.4349	100.0000	76206	16010	15969	0.4362	65	12.48
scaffold_38	74.1107	75248	0.4347	100.0000	75248	18159	18145	0.4289	66	71.09
scaffold_39	66.3927	74549	0.4069	100.0000	74549	16051	15961	0.4101	66	14.18
scaffold_40	65.2659	74438	0.4254	100.0000	74438	15963	15918	0.4272	66	11.46
scaffold_41	63.9087	74178	0.4279	100.0000	74178	15651	15689	0.4284	64	12.51
scaffold_42	68.1679	73798	0.4182	99.9986	73797	16153	16120	0.4196	67	16.82
scaffold_43	66.9714	73496	0.4319	100.0000	73496	15913	15924	0.4336	65	14.43
scaffold_44	72.0681	73151	0.4211	100.0000	73151	16234	16253	0.4236	71	18.44
scaffold_45	70.2915	72439	0.4103	100.0000	72439	16051	15982	0.4119	71	13.13
scaffold_46	69.9733	72425	0.4238	100.0000	72425	15817	15752	0.4262	69	18.19
scaffold_47	69.4946	71916	0.4178	100.0000	71916	15771	15746	0.4183	68	15.61
scaffold_48	74.6734	71415	0.4320	100.0000	71415	16941	16512	0.4288	68	70.06
scaffold_49	65.3561	71151	0.4056	100.0000	71151	15174	15186	0.4084	66	13.98
scaffold_50	67.3437	70593	0.4167	100.0000	70593	15063	15122	0.4186	66	18.32
scaffold_51	73.4590	70575	0.4062	100.0000	70575	16454	16410	0.4062	69	68.82
scaffold_52	66.6226	69773	0.4223	100.0000	69773	15326	15230	0.4246	66	15.21
scaffold_53	67.1276	68968	0.4140	100.0000	68968	14529	14536	0.4184	66	15.39
scaffold_54	77.0445	68770	0.4474	100.0000	68770	17163	17173	0.4403	63	103.52
scaffold_55	62.8717	68399	0.4283	100.0000	68399	14097	13995	0.4299	63	12.30
scaffold_56	67.3733	67803	0.4247	100.0000	67803	15198	15134	0.4241	65	26.41
scaffold_57	64.5157	67584	0.4237	100.0000	67584	14324	14309	0.4281	65	12.67
scaffold_58	68.4687	67402	0.4284	100.0000	67402	15090	15073	0.4287	67	16.73
scaffold_59	67.6868	67188	0.4288	100.0000	67188	14778	14677	0.4324	67	17.72
scaffold_60	64.6379	66971	0.4236	100.0000	66971	14114	14057	0.4273	65	11.97
scaffold_61	64.3702	66930	0.4194	100.0000	66930	14149	14174	0.4222	65	13.00
scaffold_62	68.7056	66193	0.4276	100.0000	66193	14502	14412	0.4279	65	58.72
scaffold_63	66.0058	65909	0.4148	100.0000	65909	14312	14258	0.4175	65	19.96
scaffold_64	67.2768	65674	0.4385	100.0000	65674	14481	14392	0.4374	66	24.62
scaffold_65	67.4345	65663	0.4214	100.0000	65663	14334	14328	0.4235	68	12.07
scaffold_66	70.4903	65102	0.4135	100.0000	65102	13888	14085	0.4149	69	33.60
scaffold_67	64.3743	65053	0.4273	100.0000	65053	13597	13722	0.4313	64	15.70
scaffold_68	66.4193	65012	0.4220	100.0000	65012	14272	14146	0.4234	66	18.77
scaffold_69	68.5061	64900	0.4165	100.0000	64900	14314	14187	0.4167	65	33.16
scaffold_70	78.4460	64521	0.4132	100.0000	64521	16767	16486	0.4121	62	183.70
scaffold_71	66.8713	64421	0.4201	100.0000	64421	13828	13853	0.4214	67	12.63
scaffold_72	65.3427	64201	0.4280	100.0000	64201	13587	13652	0.4314	66	13.78
scaffold_73	77.9632	63836	0.4448	100.0000	63836	15950	16193	0.4295	65	82.51
scaffold_74	64.8798	62796	0.4357	100.0000	62796	13405	13393	0.4386	65	12.16
scaffold_75	65.4674	62662	0.4215	100.0000	62662	13278	13331	0.4246	64	29.78
scaffold_76	94.3317	62545	0.4296	100.0000	62545	17745	17464	0.4363	73	201.58
scaffold_77	65.4498	62535	0.4301	100.0000	62535	13152	13310	0.4321	65	16.09
