#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	76.9916	104550	0.3718	100.0000	104550	26525	26469	0.3872	76	31.10
scaffold_2	76.2226	99827	0.3651	100.0000	99827	24627	24679	0.3793	78	29.75
scaffold_3	73.2980	98454	0.3680	100.0000	98454	24001	24066	0.3844	75	28.39
scaffold_4	73.8001	88748	0.3619	100.0000	88748	21762	21807	0.3780	76	34.01
scaffold_5	77.1619	83109	0.3771	100.0000	83109	21054	21052	0.3924	80	28.92
scaffold_6	73.7010	78189	0.3719	100.0000	78189	19204	19167	0.3868	76	31.02
scaffold_7	78.3667	76900	0.3751	100.0000	76900	19880	19796	0.3895	77	29.03
scaffold_8	75.3865	71255	0.3716	100.0000	71255	17558	17517	0.3885	76	30.44
scaffold_9	75.3911	71148	0.3678	100.0000	71148	17736	17701	0.3835	78	30.09
scaffold_10	78.5169	69290	0.3698	100.0000	69290	18138	18011	0.3805	78	38.06
scaffold_11	71.0835	69147	0.3710	100.0000	69147	16397	16333	0.3864	73	27.14
scaffold_12	71.1088	69089	0.3583	99.9841	69078	16233	16296	0.3734	72	27.97
scaffold_13	77.5171	69040	0.3771	100.0000	69040	17656	17679	0.3949	78	30.40
scaffold_14	76.8912	66015	0.3662	100.0000	66015	16849	16831	0.3768	77	26.09
scaffold_15	80.4718	65788	0.3669	100.0000	65788	20535	16397	0.3942	71	246.70
scaffold_16	75.3446	65566	0.3706	100.0000	65566	16351	16286	0.3835	76	28.02
scaffold_17	73.3855	62682	0.3693	100.0000	62682	15299	15339	0.3874	76	30.32
scaffold_18	75.5102	62606	0.3675	100.0000	62606	15678	15580	0.3796	76	27.17
scaffold_19	77.9602	61578	0.3671	100.0000	61578	15916	15797	0.3783	77	39.83
scaffold_20	76.2935	59395	0.3700	100.0000	59395	15007	14979	0.3888	78	34.34
