#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	71.1486	127181	0.4102	100.0000	127181	29314	29371	0.4175	72	17.24
scaffold_2	73.0604	114571	0.4142	100.0000	114571	27591	27612	0.4234	73	20.29
scaffold_3	70.0996	93724	0.3992	100.0000	93724	21240	21260	0.4072	70	17.18
scaffold_4	124.1023	92942	0.4019	100.0000	92942	37718	37874	0.4106	128	43.73
scaffold_5	72.3716	90780	0.4069	100.0000	90780	21195	21279	0.4137	72	16.36
scaffold_6	72.1450	89218	0.4078	100.0000	89218	21176	21075	0.4179	72	27.43
scaffold_7	79.4963	87540	0.4018	100.0000	87540	22712	22599	0.4121	74	32.63
scaffold_8	69.0744	85322	0.3993	100.0000	85322	18953	18885	0.4083	69	21.26
scaffold_9	91.0710	84641	0.4122	100.0000	84641	19973	19849	0.4183	87	28.41
scaffold_10	72.1721	83395	0.4120	100.0000	83395	19677	19606	0.4225	74	20.00
scaffold_11	73.3927	82558	0.3989	100.0000	82558	19426	19270	0.4079	73	20.03
scaffold_12	72.7659	82470	0.4132	100.0000	82470	19636	19682	0.4210	72	20.00
scaffold_13	74.0947	80585	0.4012	100.0000	80585	19081	18926	0.4088	73	29.51
scaffold_14	73.9099	79613	0.4056	100.0000	79613	19107	19116	0.4097	71	58.60
scaffold_15	71.5965	79370	0.3997	100.0000	79370	18022	18114	0.4050	71	21.76
scaffold_16	70.0042	78626	0.3999	100.0000	78626	17995	18168	0.4074	71	18.48
scaffold_17	69.4446	78057	0.4078	100.0000	78057	17496	17589	0.4157	70	17.52
scaffold_18	72.0540	76971	0.3942	100.0000	76971	17979	17943	0.4015	72	19.85
scaffold_19	73.8198	75393	0.4110	100.0000	75393	18012	18049	0.4181	75	20.02
scaffold_20	85.1488	75297	0.4066	100.0000	75297	20910	20768	0.4116	79	95.07
scaffold_21	72.4399	74309	0.3984	100.0000	74309	17567	17522	0.4051	73	17.59
scaffold_22	71.6691	72783	0.4089	100.0000	72783	16893	16908	0.4171	72	18.24
scaffold_23	72.1548	71449	0.4089	100.0000	71449	16593	16540	0.4164	73	19.45
scaffold_24	72.6454	71312	0.4217	100.0000	71312	17028	17099	0.4289	74	17.52
scaffold_25	71.5217	70597	0.4187	100.0000	70597	16665	16604	0.4300	74	19.01
scaffold_26	185.0602	69578	0.4062	100.0000	69578	42170	42549	0.4494	72	434.68
scaffold_27	72.5263	69180	0.4124	100.0000	69180	16457	16485	0.4184	74	15.88
scaffold_28	68.1052	69169	0.3992	100.0000	69169	15484	15488	0.4080	69	17.89
scaffold_29	69.9149	68117	0.3999	100.0000	68117	15614	15578	0.4080	71	18.29
scaffold_30	77.1257	68106	0.4020	100.0000	68106	17094	17085	0.4117	72	63.52
scaffold_31	70.0913	67760	0.4046	100.0000	67760	14807	14918	0.4154	70	24.09
scaffold_32	73.2672	67750	0.4224	100.0000	67750	16194	16422	0.4302	74	40.45
scaffold_33	70.2713	67179	0.4102	100.0000	67179	15209	15195	0.4169	70	16.80
scaffold_34	71.8933	66941	0.4123	100.0000	66941	15799	15836	0.4194	73	18.39
scaffold_35	76.8151	66631	0.4231	100.0000	66631	16391	16356	0.4308	77	20.24
scaffold_36	73.2538	66426	0.4036	100.0000	66426	15210	15218	0.4129	73	20.39
scaffold_37	73.0441	66360	0.4130	100.0000	66360	16047	16029	0.4215	74	19.26
scaffold_38	74.1795	65781	0.4127	100.0000	65781	15828	15837	0.4233	75	20.01
scaffold_39	72.3358	65476	0.4034	100.0000	65476	15532	15690	0.4135	71	44.28
scaffold_40	76.2825	65239	0.4129	100.0000	65239	16487	16556	0.4249	73	41.01
scaffold_41	73.5059	64571	0.4167	100.0000	64571	15571	15580	0.4246	74	17.31
scaffold_42	71.9739	64011	0.4165	100.0000	64011	15112	15179	0.4240	73	17.66
scaffold_43	73.7238	63420	0.4132	100.0000	63420	14870	14887	0.4206	75	18.00
scaffold_44	75.2578	63314	0.4100	100.0000	63314	15593	15501	0.4155	72	48.24
scaffold_45	75.6435	62245	0.4119	100.0000	62245	14761	14761	0.4202	76	19.39
scaffold_46	72.4236	62214	0.4081	100.0000	62214	14882	14763	0.4180	72	25.20
scaffold_47	71.3884	61893	0.3978	100.0000	61893	13835	13879	0.4048	72	21.00
scaffold_48	73.0349	61497	0.4076	100.0000	61497	14436	14393	0.4167	74	18.73
scaffold_49	76.1720	61410	0.4058	100.0000	61410	15116	14962	0.4216	72	93.83
scaffold_50	71.4884	61136	0.4010	100.0000	61136	14237	14213	0.4098	71	20.41
scaffold_51	77.5226	60735	0.4126	100.0000	60735	15442	15551	0.4146	73	72.66
scaffold_52	72.8481	60168	0.4071	100.0000	60168	14036	13955	0.4142	74	18.37
scaffold_53	74.6070	59919	0.4151	100.0000	59919	14622	14540	0.4230	74	27.47
scaffold_54	71.6681	59689	0.3960	100.0000	59689	13535	13538	0.4049	71	28.80
scaffold_55	71.7823	58147	0.4049	100.0000	58147	13562	13598	0.4122	73	17.78
scaffold_56	73.5901	58135	0.4081	100.0000	58135	13828	13819	0.4173	74	18.86
scaffold_57	77.2899	57835	0.4176	100.0000	57835	14716	14497	0.4264	75	31.36
scaffold_58	69.8722	57663	0.3978	100.0000	57663	13029	13122	0.4047	71	18.61
scaffold_59	76.9682	57138	0.4108	100.0000	57138	14098	14032	0.4155	77	18.63
scaffold_60	69.1220	57123	0.3934	100.0000	57123	12538	12530	0.4018	69	19.12
scaffold_61	72.1319	57076	0.4118	100.0000	57076	13565	13539	0.4200	73	18.59
scaffold_62	69.7786	56642	0.4076	100.0000	56642	12938	13002	0.4148	71	18.17
scaffold_63	69.2585	56602	0.4138	100.0000	56602	12828	12846	0.4213	70	17.35
scaffold_64	71.1667	55430	0.4092	100.0000	55430	12964	13035	0.4161	72	17.38
scaffold_65	71.5605	55347	0.3995	100.0000	55347	12664	12612	0.4068	72	18.26
scaffold_66	72.3347	55318	0.4179	100.0000	55318	13184	13193	0.4247	73	16.27
scaffold_67	70.1885	55315	0.4070	100.0000	55315	12634	12597	0.4161	72	20.35
scaffold_68	71.4302	55117	0.4112	100.0000	55117	12780	12855	0.4195	73	18.32
scaffold_69	75.8778	54975	0.4026	100.0000	54975	13073	13251	0.4103	74	28.20
scaffold_70	112.0180	54852	0.4137	100.0000	54852	20389	20361	0.4352	74	133.65
scaffold_71	73.2755	54808	0.4123	100.0000	54808	13019	13088	0.4185	73	17.96
scaffold_72	68.7842	54436	0.3994	100.0000	54436	12007	11953	0.4072	69	20.01
scaffold_73	105.3222	54197	0.4041	100.0000	54197	18534	18655	0.4125	98	48.49
scaffold_74	70.3402	54149	0.4007	100.0000	54149	12412	12525	0.4071	71	16.81
scaffold_75	80.4634	53179	0.4152	100.0000	53179	13359	13275	0.4263	77	36.73
scaffold_76	71.8406	52924	0.4019	100.0000	52924	12160	12267	0.4109	73	20.48
scaffold_77	67.5683	52614	0.3974	100.0000	52614	11771	11744	0.4057	68	18.68
scaffold_78	69.4180	52390	0.4000	99.9236	52350	12012	11987	0.4068	70	16.78
scaffold_79	66.9524	52283	0.3935	100.0000	52283	11407	11453	0.4024	68	18.93
scaffold_80	71.9003	52022	0.4124	100.0000	52022	12022	11882	0.4211	74	18.35
scaffold_81	73.8331	51977	0.4057	100.0000	51977	12050	12117	0.4131	75	18.07
scaffold_82	67.9412	51824	0.3987	100.0000	51824	11566	11556	0.4060	67	16.69
scaffold_83	73.1422	51508	0.4021	100.0000	51508	12047	12060	0.4091	74	18.51
scaffold_84	74.8225	51461	0.3952	100.0000	51461	11926	11941	0.4024	75	22.20
scaffold_85	82.6820	51223	0.4220	100.0000	51223	14011	13622	0.4295	77	75.18
scaffold_86	74.2066	51210	0.4092	100.0000	51210	12452	12438	0.4185	72	24.97
scaffold_87	70.8494	50594	0.4021	100.0000	50594	11836	11801	0.4097	71	17.80
scaffold_88	69.4544	50553	0.4148	100.0000	50553	11402	11388	0.4234	71	19.56
scaffold_89	70.7975	50473	0.3961	100.0000	50473	11425	11405	0.4046	71	20.68
scaffold_90	67.5752	50358	0.3970	100.0000	50358	11226	11228	0.4029	68	15.55
scaffold_91	68.5474	50116	0.3997	100.0000	50116	11193	11200	0.4084	69	18.60
scaffold_92	66.7214	50097	0.3960	100.0000	50097	10908	10899	0.4060	67	19.48
scaffold_93	68.1098	50081	0.4013	100.0000	50081	11266	11283	0.4088	68	17.02
scaffold_94	71.4422	49802	0.4003	100.0000	49802	11456	11482	0.4076	73	16.90
scaffold_95	73.4843	49797	0.4030	100.0000	49797	11739	11722	0.4104	74	16.65
scaffold_96	70.8346	49505	0.4115	100.0000	49505	11396	11364	0.4181	71	21.51
scaffold_97	71.0463	49168	0.4006	100.0000	49168	11219	11190	0.4066	72	18.68
scaffold_98	70.6739	49002	0.4084	100.0000	49002	11244	11162	0.4157	72	17.07
scaffold_99	70.4187	48763	0.4072	100.0000	48763	11376	11402	0.4131	70	15.97
scaffold_100	71.3710	48186	0.4154	99.8838	48130	11237	11103	0.4275	73	19.57
scaffold_101	74.9562	48181	0.4139	100.0000	48181	11865	11917	0.4221	76	18.95
scaffold_102	70.8239	48146	0.4115	100.0000	48146	11174	11101	0.4206	71	20.24
scaffold_103	70.4389	48098	0.3951	100.0000	48098	10723	10766	0.4038	70	18.27
scaffold_104	72.5322	47989	0.4149	100.0000	47989	11453	11430	0.4211	73	17.56
scaffold_105	69.5214	47837	0.4023	100.0000	47837	10738	10785	0.4120	68	22.21
scaffold_106	68.5377	47808	0.3983	100.0000	47808	10907	10957	0.4080	69	19.75
scaffold_107	67.2516	47787	0.3963	100.0000	47787	10413	10343	0.4031	67	18.03
scaffold_108	70.3365	47780	0.4121	100.0000	47780	11117	11135	0.4219	72	20.01
scaffold_109	73.8715	47719	0.4266	100.0000	47719	11360	11313	0.4348	74	17.59
scaffold_110	71.2286	47525	0.4066	100.0000	47525	10997	11181	0.4149	72	25.77
scaffold_111	70.8987	46670	0.4159	100.0000	46670	10770	10736	0.4255	71	19.63
scaffold_112	71.2519	46518	0.4060	100.0000	46518	10646	10629	0.4145	72	18.93
scaffold_113	69.8056	46513	0.4132	100.0000	46513	10609	10575	0.4209	71	17.01
scaffold_114	68.9219	46452	0.4053	99.9935	46449	10396	10372	0.4139	69	17.30
scaffold_115	82.1787	46316	0.4154	100.0000	46316	12267	12371	0.4172	77	42.54
scaffold_116	70.2383	46121	0.4006	100.0000	46121	10773	10747	0.4075	72	18.69
scaffold_117	72.4064	46036	0.4082	100.0000	46036	10633	10626	0.4159	74	18.39
scaffold_118	70.6110	45925	0.3978	100.0000	45925	10361	10428	0.4071	70	20.77
scaffold_119	69.6830	45909	0.3970	100.0000	45909	10571	10494	0.4065	70	22.82
scaffold_120	71.2997	45902	0.4152	100.0000	45902	10898	10890	0.4191	73	16.46
scaffold_121	72.1427	45776	0.4098	100.0000	45776	10731	10797	0.4184	72	20.01
scaffold_122	73.8563	45678	0.4224	100.0000	45678	10938	11029	0.4315	75	18.05
scaffold_123	73.1092	45069	0.4106	100.0000	45069	10857	10923	0.4162	73	16.12
scaffold_124	70.1503	45057	0.4000	100.0000	45057	10361	10392	0.4083	71	21.02
scaffold_125	66.3213	45028	0.4059	100.0000	45028	9624	9637	0.4138	67	16.75
scaffold_126	68.1601	44934	0.4027	100.0000	44934	10075	10130	0.4104	68	17.59
scaffold_127	70.0990	44575	0.4204	100.0000	44575	10266	10302	0.4296	72	19.71
scaffold_128	70.9754	44524	0.4240	100.0000	44524	10339	10394	0.4321	71	16.31
scaffold_129	72.8118	44491	0.4144	100.0000	44491	10566	10563	0.4214	73	20.29
scaffold_130	70.6409	44377	0.4071	100.0000	44377	10471	10428	0.4137	71	17.37
scaffold_131	77.6567	43948	0.4133	100.0000	43948	11301	11318	0.4246	73	66.47
scaffold_132	69.9222	43842	0.4052	100.0000	43842	10006	10115	0.4135	69	18.57
scaffold_133	69.2605	43683	0.4088	100.0000	43683	9996	9953	0.4168	70	17.08
scaffold_134	71.8031	43613	0.4129	100.0000	43613	10336	10305	0.4225	73	18.41
scaffold_135	70.3057	43588	0.4042	100.0000	43588	9836	9840	0.4130	71	18.46
scaffold_136	70.7113	43450	0.3892	100.0000	43450	9795	9730	0.3967	70	19.54
scaffold_137	76.7042	43424	0.4166	100.0000	43424	10369	10300	0.4246	77	17.60
scaffold_138	69.2857	43380	0.4034	100.0000	43380	9921	9912	0.4115	69	18.02
scaffold_139	69.5420	43234	0.4001	100.0000	43234	9888	9865	0.4103	70	21.52
scaffold_140	135.2259	42966	0.4007	100.0000	42966	19256	19338	0.4105	136	38.45
scaffold_141	67.7936	42795	0.4029	100.0000	42795	9625	9717	0.4157	68	25.86
scaffold_142	74.7088	42740	0.4106	100.0000	42740	10581	10528	0.4217	76	21.36
scaffold_143	75.6708	42616	0.4071	100.0000	42616	10661	10595	0.4129	71	56.01
scaffold_144	66.2284	42569	0.4053	100.0000	42569	9188	9209	0.4149	68	19.14
scaffold_145	76.7554	42556	0.4081	100.0000	42556	10386	10414	0.4210	74	40.84
scaffold_146	68.0488	42342	0.4015	100.0000	42342	9498	9491	0.4114	71	20.04
scaffold_147	69.9900	42316	0.4155	100.0000	42316	9854	9816	0.4256	72	19.99
scaffold_148	71.8356	42280	0.4132	100.0000	42280	10011	9929	0.4226	73	18.56
scaffold_149	68.0510	42180	0.4017	100.0000	42180	9397	9456	0.4103	68	17.37
scaffold_150	72.4744	42072	0.4292	100.0000	42072	9960	9816	0.4377	75	17.44
scaffold_151	71.5987	41955	0.4064	100.0000	41955	9863	9884	0.4170	71	31.60
scaffold_152	345.8468	41856	0.4080	100.0000	41856	48376	46372	0.4393	75	1569.82
scaffold_153	69.4684	41509	0.4025	100.0000	41509	9423	9466	0.4093	70	18.41
scaffold_154	72.5587	41414	0.3995	100.0000	41414	9017	8973	0.4081	74	18.78
scaffold_155	69.9050	41333	0.3996	100.0000	41333	9464	9541	0.4078	71	18.64
scaffold_156	77.3987	41252	0.4099	100.0000	41252	10401	10436	0.4179	73	50.98
scaffold_157	79.3963	41240	0.4077	100.0000	41240	10575	10632	0.4127	77	40.80
scaffold_158	69.4256	41170	0.4095	99.9368	41144	9493	9399	0.4200	71	20.23
scaffold_159	69.0471	41163	0.4032	100.0000	41163	9239	9255	0.4124	70	19.11
scaffold_160	70.8816	41036	0.4058	100.0000	41036	9217	9211	0.4148	71	17.24
scaffold_161	71.8176	40976	0.3992	100.0000	40976	9413	9395	0.4046	73	18.43
scaffold_162	68.4263	40744	0.4069	100.0000	40744	9296	9290	0.4111	69	15.50
scaffold_163	70.7745	40730	0.4109	100.0000	40730	9433	9396	0.4186	72	18.60
scaffold_164	69.8742	40709	0.3901	99.7666	40614	9303	9258	0.3971	70	17.24
scaffold_165	68.6100	40708	0.3966	100.0000	40708	9192	9288	0.4030	69	16.33
scaffold_166	68.5564	40613	0.4064	100.0000	40613	8974	8998	0.4164	71	18.76
scaffold_167	71.1177	40501	0.4177	100.0000	40501	9523	9564	0.4263	73	17.37
scaffold_168	70.6195	40475	0.4136	100.0000	40475	9448	9483	0.4235	72	18.68
scaffold_169	67.0984	40116	0.4066	100.0000	40116	8889	8935	0.4166	70	17.73
scaffold_170	69.4805	40038	0.4114	100.0000	40038	9256	9200	0.4176	70	16.26
scaffold_171	68.7031	39958	0.3908	100.0000	39958	9026	9056	0.3996	67	29.95
scaffold_172	144.9428	39797	0.4109	100.0000	39797	18540	18697	0.4161	142	39.10
scaffold_173	70.4415	39683	0.4175	100.0000	39683	9202	9230	0.4259	71	16.52
scaffold_174	62.7358	39662	0.3943	100.0000	39662	8212	8209	0.4030	63	18.21
scaffold_175	66.1044	39657	0.4020	100.0000	39657	8604	8563	0.4105	66	19.23
scaffold_176	72.6657	39604	0.4220	100.0000	39604	9347	9488	0.4315	73	20.27
scaffold_177	70.7428	39583	0.4024	100.0000	39583	9137	9177	0.4097	72	17.00
scaffold_178	68.7237	39537	0.4016	100.0000	39537	8797	8780	0.4119	69	20.50
scaffold_179	80.7204	39530	0.3998	100.0000	39530	10733	10333	0.4087	72	120.53
scaffold_180	65.8669	39394	0.4026	99.9949	39392	8559	8624	0.4146	67	19.87
scaffold_181	72.6947	39385	0.4101	100.0000	39385	9357	9336	0.4187	75	17.58
scaffold_182	76.3187	39367	0.3924	100.0000	39367	9902	9855	0.3954	67	70.37
scaffold_183	70.0435	39312	0.4164	100.0000	39312	9068	9166	0.4266	72	19.99
scaffold_184	93.4815	39091	0.4339	100.0000	39091	11836	11788	0.4401	93	32.99
scaffold_185	75.8411	39074	0.4155	100.0000	39074	9306	9283	0.4248	77	20.77
scaffold_186	69.2749	38960	0.4081	100.0000	38960	8947	8906	0.4151	71	16.86
scaffold_187	72.7145	38893	0.4148	100.0000	38893	9325	9387	0.4237	74	17.96
scaffold_188	70.1018	38872	0.3971	100.0000	38872	8658	8690	0.4060	70	22.66
scaffold_189	72.9872	38702	0.4186	100.0000	38702	9227	9244	0.4252	74	18.02
scaffold_190	68.8771	38588	0.3988	100.0000	38588	8835	8891	0.4084	69	18.95
scaffold_191	66.9387	38333	0.3965	100.0000	38333	8389	8421	0.4060	68	20.47
scaffold_192	73.1144	38266	0.4149	100.0000	38266	9260	9206	0.4269	76	22.42
scaffold_193	71.7381	38266	0.4089	100.0000	38266	8897	9011	0.4186	73	22.25
scaffold_194	73.3814	38223	0.4110	100.0000	38223	9095	9061	0.4186	73	16.84
scaffold_195	73.7153	38196	0.4170	100.0000	38196	9353	9283	0.4233	74	15.50
scaffold_196	72.3679	38192	0.4092	100.0000	38192	9195	9085	0.4162	71	22.11
scaffold_197	141.7012	38186	0.4073	100.0000	38186	17832	17777	0.4169	144	38.49
scaffold_198	69.9793	37630	0.4084	100.0000	37630	8757	8769	0.4166	72	18.07
scaffold_199	73.6891	37261	0.4082	100.0000	37261	9061	8996	0.4159	74	17.69
scaffold_200	81.0788	36976	0.4184	100.0000	36976	9827	9892	0.4309	74	53.69
scaffold_201	75.7377	36452	0.4198	100.0000	36452	9121	8968	0.4305	72	46.01
scaffold_202	66.4680	36447	0.3997	100.0000	36447	7966	7896	0.4102	68	20.58
scaffold_203	67.7054	36433	0.3993	100.0000	36433	8242	8205	0.4074	69	18.63
scaffold_204	68.5793	36322	0.3990	100.0000	36322	8156	8063	0.4053	68	17.07
scaffold_205	70.0052	36286	0.4175	100.0000	36286	8272	8248	0.4275	71	17.42
scaffold_206	74.2973	36255	0.4084	100.0000	36255	8535	8559	0.4155	75	15.86
scaffold_207	67.9916	36121	0.4105	100.0000	36121	8012	8011	0.4212	69	20.20
scaffold_208	80.5904	35914	0.3976	100.0000	35914	9416	9373	0.4089	70	124.70
scaffold_209	70.0515	35901	0.4230	100.0000	35901	8287	8380	0.4312	70	17.17
scaffold_210	71.1034	35853	0.3958	100.0000	35853	8032	8009	0.4000	71	17.94
scaffold_211	72.7272	35773	0.4173	100.0000	35773	8400	8418	0.4239	74	18.04
scaffold_212	76.0934	35721	0.4021	100.0000	35721	8768	8897	0.4071	75	32.25
scaffold_213	76.4006	35679	0.4171	100.0000	35679	8977	8973	0.4226	74	24.96
scaffold_214	68.0619	35671	0.3938	100.0000	35671	8001	8048	0.4007	70	18.22
scaffold_215	68.5370	35580	0.4178	100.0000	35580	8084	8132	0.4271	70	17.33
scaffold_216	68.6074	35565	0.4021	100.0000	35565	7937	7968	0.4090	71	16.42
scaffold_217	65.4476	35558	0.4040	100.0000	35558	7682	7709	0.4112	67	18.61
scaffold_218	67.3847	35492	0.3932	100.0000	35492	7778	7747	0.4007	65	23.46
scaffold_219	67.7864	35335	0.4016	100.0000	35335	7851	7888	0.4098	68	18.85
scaffold_220	106.1312	35305	0.3979	100.0000	35305	12013	12010	0.3882	74	161.31
scaffold_221	71.7196	35292	0.4149	100.0000	35292	8434	8414	0.4234	74	17.51
scaffold_222	67.2490	35286	0.4005	100.0000	35286	7881	7871	0.4098	67	18.14
scaffold_223	70.6840	35245	0.4059	100.0000	35245	8105	8064	0.4143	69	23.74
scaffold_224	69.7197	35189	0.4231	100.0000	35189	8135	8100	0.4295	71	16.10
scaffold_225	71.2585	35107	0.4158	100.0000	35107	8161	8303	0.4238	73	17.54
scaffold_226	67.2261	35063	0.4074	100.0000	35063	7854	7875	0.4141	68	16.41
scaffold_227	72.6265	34811	0.4172	100.0000	34811	8373	8252	0.4228	72	16.69
scaffold_228	68.8316	34811	0.4111	100.0000	34811	7958	7961	0.4186	70	16.97
scaffold_229	73.3544	34787	0.4030	100.0000	34787	8124	8054	0.4095	75	19.08
scaffold_230	68.9503	34765	0.3996	100.0000	34765	7937	7951	0.4081	70	18.97
scaffold_231	72.2657	34749	0.4179	100.0000	34749	8227	8219	0.4250	74	18.17
scaffold_232	70.4386	34627	0.3956	100.0000	34627	7567	7533	0.4052	71	24.89
scaffold_233	71.6961	34601	0.4101	100.0000	34601	8162	8201	0.4179	73	17.35
scaffold_234	85.8862	34572	0.3998	100.0000	34572	9225	9577	0.3936	70	132.99
scaffold_235	67.1045	34512	0.3895	100.0000	34512	7694	7721	0.3980	67	18.66
scaffold_236	71.4713	34468	0.4101	100.0000	34468	7932	7976	0.4177	73	16.64
scaffold_237	68.6900	34386	0.3976	100.0000	34386	7766	7840	0.4053	69	18.28
scaffold_238	70.1699	34195	0.4015	100.0000	34195	7845	7815	0.4110	73	19.82
scaffold_239	72.0739	34117	0.4109	99.9355	34095	7898	7876	0.4197	73	18.26
scaffold_240	67.3107	34038	0.3983	100.0000	34038	7480	7536	0.4081	68	18.70
scaffold_241	76.3988	33999	0.4213	100.0000	33999	8575	8558	0.4297	77	20.49
scaffold_242	67.3262	33910	0.3963	100.0000	33910	7354	7365	0.4042	67	17.60
scaffold_243	79.5421	33862	0.4038	100.0000	33862	8889	8900	0.4141	79	22.62
scaffold_244	69.2421	33786	0.4172	100.0000	33786	7764	7801	0.4285	71	18.71
scaffold_245	70.7324	33770	0.4097	100.0000	33770	7838	7841	0.4160	71	17.42
scaffold_246	68.8776	33768	0.4072	100.0000	33768	7680	7682	0.4162	69	19.21
scaffold_247	69.0345	33703	0.4066	100.0000	33703	7671	7676	0.4134	69	16.21
scaffold_248	67.1137	33627	0.4176	100.0000	33627	7465	7496	0.4257	70	20.12
scaffold_249	68.8236	33574	0.4003	100.0000	33574	7589	7627	0.4085	69	18.32
scaffold_250	65.0067	33538	0.3924	100.0000	33538	7223	7260	0.4006	67	18.36
scaffold_251	73.6716	33476	0.4040	100.0000	33476	8058	8052	0.4120	71	52.19
scaffold_252	70.9439	33399	0.3993	100.0000	33399	7898	7860	0.4063	69	21.62
scaffold_253	66.2973	33287	0.4012	100.0000	33287	7196	7203	0.4106	68	17.26
scaffold_254	81.3484	33233	0.4159	100.0000	33233	8742	8881	0.4159	74	76.49
scaffold_255	89.4133	33205	0.3941	100.0000	33205	8582	8808	0.3967	80	86.57
scaffold_256	67.9074	33123	0.3958	100.0000	33123	7431	7420	0.4045	68	19.97
scaffold_257	69.7816	33121	0.3997	100.0000	33121	7384	7386	0.4056	70	17.08
scaffold_258	71.0046	33029	0.4052	100.0000	33029	7759	7723	0.4111	72	16.51
scaffold_259	69.0539	33007	0.3999	100.0000	33007	7255	7273	0.4107	70	19.12
scaffold_260	125.2876	32874	0.4097	100.0000	32874	13375	13723	0.4320	74	597.50
scaffold_261	68.2121	32856	0.3969	100.0000	32856	7485	7427	0.4041	69	17.80
scaffold_262	67.9842	32731	0.4058	100.0000	32731	7243	7253	0.4152	70	18.85
scaffold_263	71.5457	32668	0.4041	100.0000	32668	7414	7389	0.4146	73	19.22
scaffold_264	66.2191	32551	0.4005	100.0000	32551	7040	7020	0.4100	66	19.32
scaffold_265	70.1178	32532	0.4079	100.0000	32532	7469	7443	0.4155	72	18.66
scaffold_266	68.8579	32530	0.4034	100.0000	32530	7309	7348	0.4140	70	19.09
scaffold_267	66.7138	32527	0.3907	100.0000	32527	7252	7222	0.3991	68	21.31
scaffold_268	71.6563	32458	0.4264	100.0000	32458	7718	7791	0.4334	72	20.08
scaffold_269	68.6493	32263	0.4198	100.0000	32263	7350	7294	0.4285	69	19.12
scaffold_270	68.2139	32190	0.3953	100.0000	32190	7174	7219	0.4020	68	15.39
scaffold_271	90.7703	32180	0.4161	100.0000	32180	7845	7832	0.4259	92	26.57
scaffold_272	70.8802	32008	0.3980	100.0000	32008	7448	7367	0.4043	71	29.54
scaffold_273	70.4609	31964	0.4026	100.0000	31964	7150	7112	0.4119	72	20.00
scaffold_274	70.1700	31950	0.4121	100.0000	31950	7366	7278	0.4228	71	23.45
