#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	56.8060	73398	0.3646	100.0000	73398	13815	13777	0.3897	54	26.40
scaffold_2	69.5468	72616	0.3818	100.0000	72616	16655	16612	0.3939	69	24.63
scaffold_3	61.5778	70315	0.3614	100.0000	70315	14193	14047	0.3782	61	24.69
scaffold_4	60.5864	69119	0.3640	100.0000	69119	13878	13849	0.3760	58	32.22
scaffold_5	64.1075	66982	0.3661	100.0000	66982	13765	13730	0.3813	63	24.16
scaffold_6	62.9344	64922	0.3689	100.0000	64922	13490	13435	0.3805	63	21.53
scaffold_7	67.8236	60524	0.3798	100.0000	60524	13591	13626	0.3973	65	36.99
scaffold_8	58.1722	59972	0.3609	100.0000	59972	11536	11557	0.3740	59	21.58
scaffold_9	62.9548	58117	0.3736	100.0000	58117	12117	12015	0.3910	63	32.98
scaffold_10	62.7186	55537	0.3691	100.0000	55537	11538	11599	0.3840	62	23.99
scaffold_11	61.6138	55152	0.3654	99.9003	55097	11126	11132	0.3781	61	26.68
scaffold_12	58.5466	55143	0.3645	100.0000	55143	10305	10399	0.3790	58	21.51
scaffold_13	63.0707	54687	0.3759	100.0000	54687	11519	11444	0.3946	65	26.27
scaffold_14	64.2899	54249	0.3797	100.0000	54249	11516	11463	0.3982	63	24.84
scaffold_15	78.4958	53445	0.3701	100.0000	53445	14314	13477	0.3724	62	216.10
scaffold_16	63.6094	52786	0.3672	100.0000	52786	11061	11174	0.3769	63	22.07
scaffold_17	60.6715	52445	0.3672	100.0000	52445	10525	10479	0.3783	60	22.40
scaffold_18	62.0070	52314	0.3722	100.0000	52314	10698	10694	0.3905	60	25.19
scaffold_19	62.4144	52204	0.3718	100.0000	52204	10775	10815	0.3871	62	22.87
scaffold_20	63.0408	51712	0.3715	100.0000	51712	10659	10902	0.3878	60	31.50
scaffold_21	57.6352	50950	0.3627	100.0000	50950	9560	9543	0.3757	58	21.82
scaffold_22	61.3574	50335	0.3764	100.0000	50335	10330	10265	0.3963	60	25.14
scaffold_23	59.6274	50287	0.3652	100.0000	50287	9906	9962	0.3776	60	20.59
scaffold_24	59.0949	49774	0.3655	100.0000	49774	9712	9691	0.3819	59	24.71
scaffold_25	62.6491	49459	0.3756	100.0000	49459	10278	10362	0.3887	64	22.79
scaffold_26	61.9875	48796	0.3659	100.0000	48796	9887	9949	0.3820	59	27.09
scaffold_27	63.4460	48684	0.3766	100.0000	48684	10162	10202	0.3920	63	22.57
scaffold_28	68.7743	48122	0.3663	100.0000	48122	10901	10711	0.3795	63	66.13
scaffold_29	58.7355	47044	0.3659	100.0000	47044	9199	9206	0.3792	58	22.33
scaffold_30	61.0052	46752	0.3709	100.0000	46752	9401	9398	0.3879	60	24.18
scaffold_31	55.1957	46208	0.3658	100.0000	46208	8414	8441	0.3845	53	22.24
scaffold_32	64.6922	45785	0.3801	100.0000	45785	9819	9824	0.3975	64	24.34
scaffold_33	60.7078	45745	0.3721	100.0000	45745	9238	9221	0.3875	60	22.26
scaffold_34	60.3091	45650	0.3668	100.0000	45650	9050	9020	0.3836	59	26.86
scaffold_35	62.2799	45642	0.3712	100.0000	45642	9355	9418	0.3859	62	23.32
scaffold_36	61.4119	45464	0.3677	100.0000	45464	9304	9316	0.3813	62	23.98
scaffold_37	59.9343	45405	0.3687	100.0000	45405	8958	9006	0.3798	60	19.60
scaffold_38	59.8892	44367	0.3677	100.0000	44367	8843	8752	0.3816	60	21.69
scaffold_39	58.8091	44209	0.3663	100.0000	44209	8590	8626	0.3828	58	23.84
scaffold_40	66.7252	44138	0.3662	100.0000	44138	9731	9678	0.3794	66	40.34
scaffold_41	57.9199	44015	0.3621	100.0000	44015	8467	8426	0.3757	58	21.69
scaffold_42	66.1374	43605	0.3787	100.0000	43605	9557	9574	0.3989	66	25.62
scaffold_43	60.0916	43323	0.3689	100.0000	43323	8610	8585	0.3835	60	21.77
scaffold_44	61.4614	43223	0.3731	100.0000	43223	8654	8709	0.3883	63	22.38
scaffold_45	61.4385	43040	0.3693	100.0000	43040	8782	8763	0.3812	61	24.10
scaffold_46	61.7896	42771	0.3676	100.0000	42771	8735	8772	0.3864	60	29.23
scaffold_47	63.8101	42640	0.3778	100.0000	42640	8910	8916	0.3960	63	23.97
scaffold_48	60.3528	42073	0.3722	100.0000	42073	8475	8456	0.3893	61	23.85
scaffold_49	60.3226	41887	0.3675	100.0000	41887	8410	8381	0.3839	60	24.48
scaffold_50	62.1459	41881	0.3599	100.0000	41881	8540	8562	0.3781	60	36.12
scaffold_51	58.4556	41865	0.3567	100.0000	41865	8149	8114	0.3684	60	21.48
scaffold_52	60.3440	41855	0.3744	100.0000	41855	8419	8377	0.3963	59	27.78
scaffold_53	58.8136	41612	0.3692	100.0000	41612	8162	8158	0.3855	60	22.13
scaffold_54	130.3104	41422	0.3747	100.0000	41422	16782	16891	0.3881	72	320.55
scaffold_55	63.0312	40906	0.3737	100.0000	40906	8300	8298	0.3932	64	28.92
scaffold_56	58.1084	40795	0.3701	100.0000	40795	7901	7857	0.3886	57	27.59
scaffold_57	57.6938	40505	0.3596	100.0000	40505	7728	7796	0.3705	58	21.52
