#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	91.5221	104274	0.3793	100.0000	104274	31280	31430	0.3959	95	34.09
scaffold_2	93.5655	93504	0.3816	100.0000	93504	28881	28953	0.3961	95	33.33
scaffold_3	92.0247	87211	0.3697	100.0000	87211	26400	26292	0.3840	94	35.02
scaffold_4	95.1220	85814	0.3824	100.0000	85814	27195	27194	0.3951	97	31.71
scaffold_5	90.7803	83726	0.3783	100.0000	83726	25096	25137	0.3966	93	35.34
scaffold_6	83.2355	83446	0.3637	100.0000	83446	22976	23012	0.3775	84	31.16
scaffold_7	89.8450	78793	0.3731	100.0000	78793	23617	23324	0.3925	88	51.64
scaffold_8	89.5712	76489	0.3749	100.0000	76489	22675	22777	0.3913	93	35.00
scaffold_9	106.3324	74861	0.3722	100.0000	74861	26383	26212	0.3841	97	128.55
scaffold_10	92.4393	74004	0.3826	100.0000	74004	22768	22771	0.3970	96	32.41
scaffold_11	87.3200	73597	0.3696	100.0000	73597	21341	21335	0.3821	88	31.52
scaffold_12	92.0120	73014	0.3724	100.0000	73014	22007	22133	0.3889	95	35.07
scaffold_13	94.4063	70006	0.3704	100.0000	70006	22105	21971	0.3837	96	35.38
scaffold_14	88.5548	69857	0.3704	100.0000	69857	20251	20266	0.3852	90	31.55
scaffold_15	96.3690	69485	0.3768	99.9338	69439	21935	21882	0.3900	99	32.09
scaffold_16	94.3850	68162	0.3872	100.0000	68162	21267	21358	0.4011	97	33.32
scaffold_17	89.8386	67132	0.3744	100.0000	67132	20104	20091	0.3866	91	28.88
scaffold_18	94.6940	66671	0.3796	100.0000	66671	20944	20893	0.3939	95	34.02
scaffold_19	94.2035	66145	0.3775	100.0000	66145	20648	20641	0.3885	99	30.13
scaffold_20	94.2140	66121	0.3757	100.0000	66121	20572	20657	0.3890	93	50.41
scaffold_21	96.2266	65413	0.3777	100.0000	65413	20737	20712	0.3899	97	30.85
scaffold_22	97.8075	64123	0.3817	100.0000	64123	20816	20742	0.3942	103	31.56
scaffold_23	89.6825	62654	0.3701	100.0000	62654	18551	18601	0.3793	92	27.71
scaffold_24	92.5867	62394	0.3853	100.0000	62394	19090	19156	0.4042	95	35.92
scaffold_25	95.3773	62280	0.3831	100.0000	62280	19659	19626	0.3982	99	34.01
scaffold_26	93.2997	62020	0.3794	100.0000	62020	19196	19225	0.3926	94	31.88
scaffold_27	88.7000	61419	0.3688	100.0000	61419	17902	17905	0.3831	88	31.32
scaffold_28	95.1779	61353	0.3824	100.0000	61353	19424	19396	0.3965	101	33.92
scaffold_29	97.4869	60933	0.3799	100.0000	60933	19768	19658	0.3909	96	34.83
