#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	101.0054	131797	0.4380	100.0000	131797	42474	42404	0.4422	95	145.88
scaffold_2	90.9946	121510	0.4328	100.0000	121510	36537	36545	0.4409	91	35.66
scaffold_3	91.4779	114178	0.4460	100.0000	114178	33371	33464	0.4568	94	25.05
scaffold_4	99.9696	111074	0.4319	100.0000	111074	36079	35949	0.4379	92	105.65
scaffold_5	87.4292	109762	0.4254	100.0000	109762	31150	31446	0.4365	86	41.58
scaffold_6	89.5122	106995	0.4188	100.0000	106995	31101	31103	0.4279	90	23.61
scaffold_7	90.8708	106080	0.4375	100.0000	106080	31729	31793	0.4475	91	22.10
scaffold_8	90.6391	102741	0.4320	100.0000	102741	30536	30399	0.4413	93	23.20
scaffold_9	91.9425	100053	0.4290	100.0000	100053	30207	30280	0.4376	93	22.07
scaffold_10	89.6004	99558	0.4215	100.0000	99558	29275	29430	0.4303	92	23.50
scaffold_11	89.8824	97269	0.4317	100.0000	97269	28517	28621	0.4396	91	22.65
scaffold_12	93.7507	96636	0.4549	100.0000	96636	29589	29638	0.4636	94	23.12
scaffold_13	90.8363	95891	0.4254	100.0000	95891	28347	28440	0.4346	92	22.59
scaffold_14	91.7211	94202	0.4358	100.0000	94202	27732	27705	0.4465	93	22.40
scaffold_15	91.7123	91897	0.4360	100.0000	91897	27419	27297	0.4463	92	38.07
scaffold_16	91.4060	89697	0.4260	100.0000	89697	27054	27119	0.4339	93	21.60
scaffold_17	174.5998	89527	0.4327	100.0000	89527	51749	51740	0.4439	94	372.82
scaffold_18	91.3570	85884	0.4265	100.0000	85884	25981	25649	0.4360	87	103.58
scaffold_19	92.1159	84461	0.4274	100.0000	84461	24933	24888	0.4378	93	23.46
scaffold_20	88.1133	81935	0.4370	100.0000	81935	23959	23999	0.4477	89	25.48
scaffold_21	91.1282	81934	0.4427	100.0000	81934	24302	24415	0.4523	92	21.66
scaffold_22	106.9637	81686	0.4322	100.0000	81686	27773	27750	0.4426	98	93.13
scaffold_23	91.1460	80437	0.4300	100.0000	80437	24070	24117	0.4368	93	20.47
scaffold_24	90.1212	79540	0.4501	100.0000	79540	23851	23786	0.4635	91	24.31
scaffold_25	89.3845	76947	0.4454	100.0000	76947	22624	22577	0.4547	92	22.72
scaffold_26	87.6542	76659	0.4295	100.0000	76659	22375	22173	0.4384	88	26.83
scaffold_27	96.8310	76180	0.4271	100.0000	76180	24362	24132	0.4410	90	66.88
scaffold_28	87.3989	75543	0.4407	100.0000	75543	21995	21973	0.4541	90	25.63
scaffold_29	91.8045	74009	0.4327	100.0000	74009	22166	22050	0.4435	92	23.70
scaffold_30	86.7011	73660	0.4370	100.0000	73660	20868	20898	0.4478	88	22.83
scaffold_31	90.3675	73559	0.4269	100.0000	73559	22006	22051	0.4346	91	21.64
scaffold_32	92.0087	73446	0.4279	100.0000	73446	21613	21555	0.4416	92	27.08
scaffold_33	88.1931	72259	0.4405	100.0000	72259	20337	20310	0.4523	91	21.75
scaffold_34	90.5204	72230	0.4483	100.0000	72230	21371	21401	0.4594	91	24.03
scaffold_35	88.3117	71934	0.4238	100.0000	71934	21083	21163	0.4327	89	21.83
scaffold_36	83.3416	71471	0.4120	100.0000	71471	19764	19702	0.4218	84	24.03
scaffold_37	90.5846	70636	0.4270	100.0000	70636	21276	21085	0.4354	91	24.27
scaffold_38	90.9334	70618	0.4442	100.0000	70618	21280	21338	0.4538	91	21.18
scaffold_39	82.8089	70615	0.4124	100.0000	70615	19356	19323	0.4213	84	22.42
scaffold_40	87.0432	70455	0.4268	100.0000	70455	20369	20260	0.4377	89	23.77
scaffold_41	107.9130	70266	0.4242	100.0000	70266	24348	24296	0.4336	90	211.12
scaffold_42	176.7608	70067	0.4476	100.0000	70067	38557	38755	0.4826	102	274.65
scaffold_43	88.8841	70055	0.4422	100.0000	70055	20199	20183	0.4533	91	23.70
scaffold_44	87.4366	69755	0.4324	100.0000	69755	20222	20190	0.4414	88	28.78
scaffold_45	104.2139	69675	0.4389	100.0000	69675	23680	23531	0.4574	94	80.09
scaffold_46	91.2838	69510	0.4333	100.0000	69510	20900	20952	0.4448	92	22.30
scaffold_47	85.6418	68795	0.4002	100.0000	68795	19251	19264	0.4097	85	29.12
scaffold_48	86.6334	68759	0.4249	99.9985	68758	19517	19492	0.4351	88	22.37
scaffold_49	90.0936	68563	0.4439	100.0000	68563	20362	20441	0.4549	91	25.28
scaffold_50	88.6631	67942	0.4478	100.0000	67942	19609	19627	0.4606	91	23.85
scaffold_51	93.6418	67667	0.4390	100.0000	67667	21015	20948	0.4451	94	18.84
scaffold_52	87.7320	67490	0.4367	100.0000	67490	19568	19743	0.4453	88	28.30
scaffold_53	91.3130	67450	0.4597	100.0000	67450	20250	20331	0.4733	93	26.09
scaffold_54	92.3613	67304	0.4559	100.0000	67304	20223	20124	0.4670	91	48.31
scaffold_55	96.7699	67287	0.4393	100.0000	67287	18690	18783	0.4536	97	25.78
scaffold_56	89.1531	67125	0.4268	100.0000	67125	19452	19554	0.4382	89	34.23
scaffold_57	90.2066	66960	0.4342	100.0000	66960	19950	20007	0.4429	91	20.97
scaffold_58	89.4584	66932	0.4270	100.0000	66932	19748	19813	0.4358	89	30.29
scaffold_59	91.6821	66679	0.4463	100.0000	66679	20038	20027	0.4552	93	25.22
scaffold_60	92.6007	66261	0.4225	100.0000	66261	19399	19434	0.4314	94	22.99
scaffold_61	93.2592	66183	0.4429	100.0000	66183	20203	20190	0.4510	95	21.52
scaffold_62	96.6821	66026	0.4406	100.0000	66026	20528	20547	0.4486	96	31.85
scaffold_63	87.7260	65514	0.4559	99.8825	65437	18979	18988	0.4698	91	25.21
scaffold_64	88.9843	64915	0.4186	100.0000	64915	18879	18862	0.4245	90	22.09
scaffold_65	85.3307	64761	0.4262	100.0000	64761	18161	18129	0.4366	86	22.31
scaffold_66	89.9640	64233	0.4343	100.0000	64233	18966	19007	0.4438	91	21.10
scaffold_67	90.5849	63840	0.4335	100.0000	63840	19056	19024	0.4422	91	27.16
scaffold_68	82.4918	63624	0.4225	100.0000	63624	17432	17494	0.4344	84	23.98
scaffold_69	96.3439	63469	0.4283	100.0000	63469	20383	20086	0.4369	91	82.87
scaffold_70	88.4001	62707	0.4354	100.0000	62707	17888	17872	0.4484	86	35.59
scaffold_71	93.5088	62535	0.4536	100.0000	62535	19242	19255	0.4596	95	18.88
