#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	83.4784	336947	0.4228	100.0000	336947	89682	89800	0.4299	83	20.18
scaffold_2	81.5378	224032	0.4204	100.0000	224032	60388	60490	0.4270	82	17.80
scaffold_3	81.3916	210404	0.4249	100.0000	210404	55916	55829	0.4315	83	17.25
scaffold_4	81.1593	184612	0.4282	100.0000	184612	49571	49373	0.4343	82	16.71
scaffold_5	81.8969	179475	0.4147	100.0000	179475	48764	48524	0.4206	83	16.61
scaffold_6	81.7752	172155	0.4352	100.0000	172155	46406	46561	0.4418	82	24.47
scaffold_7	90.3755	171322	0.4268	100.0000	171322	50999	51199	0.4268	83	149.84
scaffold_8	83.5775	164367	0.4145	100.0000	164367	44456	44727	0.4208	84	20.76
scaffold_9	80.3567	161174	0.4190	100.0000	161174	42520	42569	0.4259	81	18.04
scaffold_10	82.5033	160040	0.4272	100.0000	160040	43686	43546	0.4332	83	20.28
scaffold_11	81.5434	150603	0.4269	99.9980	150600	40472	40495	0.4326	83	16.22
scaffold_12	81.2091	150509	0.4269	100.0000	150509	39780	39932	0.4335	82	16.01
scaffold_13	82.8442	148441	0.4150	99.9495	148366	40177	40284	0.4213	84	17.70
scaffold_14	80.9737	142110	0.4191	100.0000	142110	37893	37943	0.4237	82	26.58
scaffold_15	78.4731	140907	0.4085	100.0000	140907	36588	36611	0.4160	79	18.39
scaffold_16	84.3591	139059	0.4338	100.0000	139059	38029	38052	0.4394	84	20.91
scaffold_17	80.2992	137110	0.4085	100.0000	137110	36407	36426	0.4157	82	17.93
scaffold_18	82.6899	127639	0.4302	100.0000	127639	35132	34978	0.4362	84	17.44
scaffold_19	90.8319	124636	0.4451	100.0000	124636	34970	35161	0.4508	90	21.05
scaffold_20	84.0070	123686	0.4251	100.0000	123686	33933	33872	0.4315	85	16.38
scaffold_21	76.6188	123093	0.4189	100.0000	123093	30929	30901	0.4258	77	17.10
scaffold_22	81.3209	119451	0.4049	100.0000	119451	31385	31346	0.4102	82	18.78
scaffold_23	82.6108	118027	0.4276	99.9670	117988	32007	31940	0.4329	84	15.36
scaffold_24	76.7092	117293	0.4305	100.0000	117293	29644	29664	0.4372	78	17.42
scaffold_25	81.9358	116199	0.4278	100.0000	116199	31442	31498	0.4335	83	16.18
scaffold_26	80.1833	114890	0.4204	100.0000	114890	30301	30265	0.4267	81	16.65
scaffold_27	78.8763	114050	0.4290	100.0000	114050	28899	28816	0.4361	80	17.59
scaffold_28	83.5321	113715	0.4390	100.0000	113715	31023	31018	0.4444	85	15.91
scaffold_29	78.3498	113651	0.4167	100.0000	113651	29558	29550	0.4228	79	16.49
scaffold_30	83.5366	112258	0.4409	100.0000	112258	30977	31148	0.4473	84	18.95
scaffold_31	81.8895	111469	0.4290	100.0000	111469	29826	29938	0.4350	84	16.36
scaffold_32	84.6251	111403	0.4290	100.0000	111403	31177	31184	0.4346	86	17.44
scaffold_33	77.3629	111200	0.4050	100.0000	111200	28291	28168	0.4126	78	18.45
scaffold_34	81.7512	109283	0.4128	100.0000	109283	29180	29261	0.4202	83	19.47
scaffold_35	81.7126	109108	0.4193	100.0000	109108	29465	29478	0.4259	83	17.89
scaffold_36	86.8656	105855	0.4355	100.0000	105855	29772	29739	0.4427	86	32.94
scaffold_37	82.2962	103834	0.4320	100.0000	103834	28034	27882	0.4388	83	18.05
