#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	58.3072	131488	0.3669	100.0000	131488	25301	25367	0.3753	58	22.06
scaffold_2	61.7229	116506	0.3631	100.0000	116506	24054	23261	0.3779	58	88.56
scaffold_3	60.1686	112148	0.3640	100.0000	112148	22455	22413	0.3695	61	16.47
scaffold_4	59.0334	111027	0.3673	100.0000	111027	21642	21663	0.3749	60	16.97
scaffold_5	57.6432	110652	0.3662	100.0000	110652	20790	20778	0.3743	58	16.75
scaffold_6	55.9915	93602	0.3629	100.0000	93602	17376	17358	0.3707	57	16.18
scaffold_7	60.9308	93460	0.3746	100.0000	93460	18737	18759	0.3810	62	16.53
scaffold_8	61.4913	92985	0.3855	100.0000	92985	18793	18713	0.3951	64	17.73
scaffold_9	57.6855	92947	0.3630	99.9935	92941	17740	17711	0.3707	58	16.42
scaffold_10	57.8381	92785	0.3662	100.0000	92785	17386	17492	0.3743	59	17.16
scaffold_11	59.5596	92424	0.3654	100.0000	92424	18010	18049	0.3738	59	29.98
scaffold_12	60.2665	86641	0.3719	100.0000	86641	17142	17203	0.3797	61	17.14
scaffold_13	56.5806	86427	0.3676	100.0000	86427	16271	16330	0.3726	58	15.53
scaffold_14	66.0387	82518	0.3736	100.0000	82518	18045	18123	0.3849	61	37.47
scaffold_15	56.9876	78725	0.3687	100.0000	78725	14868	14897	0.3768	58	17.09
scaffold_16	59.5638	78517	0.3695	100.0000	78517	15582	15516	0.3765	61	18.14
scaffold_17	69.5332	78139	0.3649	100.0000	78139	17925	18111	0.3787	58	128.27
scaffold_18	57.5084	76950	0.3628	100.0000	76950	14710	14718	0.3694	59	15.51
scaffold_19	58.8668	75980	0.3676	100.0000	75980	14902	14812	0.3747	59	16.07
scaffold_20	61.0788	75868	0.3712	100.0000	75868	15431	15345	0.3778	60	32.47
scaffold_21	62.0592	74775	0.3675	100.0000	74775	15222	15089	0.3737	60	39.07
scaffold_22	59.4007	73160	0.3673	100.0000	73160	14426	14377	0.3745	61	17.46
scaffold_23	60.1488	71535	0.3727	100.0000	71535	14217	14189	0.3795	61	16.91
