#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	50.7714	395772	0.3942	100.0000	395772	65706	65665	0.3990	50	15.05
scaffold_2	50.6807	317000	0.4031	99.8174	316421	52284	52230	0.4084	50	21.02
scaffold_3	53.2160	243315	0.4067	100.0000	243315	42010	41957	0.4101	52	18.76
scaffold_4	50.9876	232368	0.3990	100.0000	232368	38774	38776	0.4038	50	15.24
scaffold_5	50.7422	227994	0.3988	100.0000	227994	38261	38177	0.4025	51	10.70
scaffold_6	51.0229	213283	0.3927	100.0000	213283	35501	35305	0.3970	51	11.30
scaffold_7	50.7061	211668	0.3967	100.0000	211668	35395	35507	0.4014	50	13.50
scaffold_8	54.5077	206069	0.4084	100.0000	206069	36317	36310	0.4109	52	32.20
scaffold_9	50.0920	195242	0.4034	100.0000	195242	32007	32033	0.4068	50	11.51
scaffold_10	50.0486	194666	0.4037	100.0000	194666	32047	32060	0.4082	50	13.98
scaffold_11	50.8032	187824	0.3994	100.0000	187824	31265	31384	0.4028	50	15.15
scaffold_12	50.0654	187499	0.3947	99.9883	187477	30830	30862	0.3989	50	12.58
scaffold_13	50.3933	185294	0.4153	100.0000	185294	30312	30414	0.4198	51	11.54
scaffold_14	51.4203	182709	0.4093	100.0000	182709	30761	30773	0.4133	52	11.03
scaffold_15	51.1517	178729	0.4182	100.0000	178729	29907	29913	0.4223	51	14.63
scaffold_16	52.4560	178280	0.4046	100.0000	178280	30179	29930	0.4085	52	14.23
scaffold_17	50.9039	171157	0.4003	100.0000	171157	28372	28331	0.4054	51	11.58
scaffold_18	51.2767	169785	0.3987	100.0000	169785	28291	28315	0.4032	51	11.14
scaffold_19	51.3099	166082	0.4025	99.9958	166075	27639	27605	0.4073	52	11.38
scaffold_20	51.3884	160660	0.3969	100.0000	160660	27027	26812	0.4007	50	18.00
scaffold_21	51.7633	160348	0.3950	100.0000	160348	27273	27402	0.3992	52	12.01
scaffold_22	50.9858	147678	0.3937	100.0000	147678	24641	24685	0.3987	50	15.20
scaffold_23	51.5758	144958	0.4031	100.0000	144958	24331	24281	0.4075	52	11.14
scaffold_24	53.7352	138727	0.4106	100.0000	138727	23951	24181	0.4131	52	24.25
scaffold_25	52.5103	135605	0.3933	100.0000	135605	23063	23260	0.3976	52	11.16
scaffold_26	49.9959	132202	0.4137	100.0000	132202	21881	21824	0.4179	50	14.00
scaffold_27	49.3160	131751	0.3942	100.0000	131751	21012	21045	0.3986	49	11.20
scaffold_28	51.4230	130335	0.4200	100.0000	130335	21555	21489	0.4244	51	12.90
scaffold_29	51.5822	129238	0.4072	100.0000	129238	21951	21915	0.4135	51	16.32
scaffold_30	51.3478	128626	0.4064	100.0000	128626	21807	21683	0.4130	50	21.57
scaffold_31	51.2654	127906	0.3977	100.0000	127906	21575	21608	0.4006	50	24.63
scaffold_32	52.4231	127775	0.4026	100.0000	127775	21881	21899	0.4068	52	13.40
scaffold_33	51.4072	127632	0.4008	100.0000	127632	21365	21366	0.4064	51	13.51
scaffold_34	50.5854	127119	0.4047	100.0000	127119	21204	21059	0.4096	51	11.31
scaffold_35	52.9578	126232	0.4110	100.0000	126232	21519	21558	0.4145	53	11.87
scaffold_36	51.5110	125474	0.3939	100.0000	125474	21008	20984	0.3991	51	11.80
scaffold_37	51.0981	124011	0.3982	100.0000	124011	20784	20816	0.4027	51	11.15
scaffold_38	50.0032	122208	0.4018	100.0000	122208	19951	19999	0.4065	49	12.61
