#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	91.6963	42495	0.3284	100.0000	42495	12837	13005	0.3521	87	50.13
scaffold_2	105.5594	37591	0.3388	100.0000	37591	13147	13154	0.3597	101	52.40
scaffold_3	89.0573	36536	0.3258	100.0000	36536	10784	10801	0.3423	87	48.55
scaffold_4	101.3097	36072	0.3349	100.0000	36072	12135	12152	0.3569	103	50.06
scaffold_5	100.4277	35896	0.3187	100.0000	35896	11478	11637	0.3439	75	106.25
scaffold_6	78.3101	35554	0.2990	100.0000	35554	8791	8293	0.3121	67	70.60
scaffold_7	140.6130	35490	0.3523	100.0000	35490	16516	16553	0.3729	160	66.79
scaffold_8	91.7912	35362	0.3166	100.0000	35362	10795	10811	0.3354	92	50.53
scaffold_9	129.4232	35208	0.3460	100.0000	35208	15100	15183	0.3644	124	97.30
scaffold_10	128.7157	34598	0.3366	100.0000	34598	14517	14425	0.3525	139	61.43
scaffold_11	125.7845	34437	0.3323	100.0000	34437	14327	14047	0.3602	111	127.04
scaffold_12	94.9186	34130	0.3273	100.0000	34130	10788	10805	0.3443	96	46.86
scaffold_13	107.3341	33505	0.3330	100.0000	33505	11943	12053	0.3503	108	52.17
scaffold_14	95.3603	33113	0.3280	99.7131	33018	10444	10436	0.3521	89	55.09
scaffold_15	89.7905	33105	0.3155	100.0000	33105	9859	9933	0.3326	85	58.41
scaffold_16	101.6376	33071	0.3377	100.0000	33071	11054	11052	0.3555	104	50.41
scaffold_17	93.6698	32673	0.3203	100.0000	32673	10093	10152	0.3447	89	55.32
scaffold_18	76.0737	31475	0.3197	100.0000	31475	7991	7962	0.3440	69	47.63
scaffold_19	121.5254	31446	0.3544	100.0000	31446	12743	12643	0.3876	130	88.81
scaffold_20	105.5976	31229	0.3385	100.0000	31229	10987	10951	0.3559	103	53.86
scaffold_21	91.4128	31130	0.3190	100.0000	31130	9352	9347	0.3436	87	51.77
scaffold_22	94.2706	30704	0.3208	100.0000	30704	9520	9580	0.3379	93	49.73
scaffold_23	99.7249	29785	0.3276	100.0000	29785	9870	9805	0.3416	100	50.09
scaffold_24	98.7039	29509	0.3257	100.0000	29509	9600	9579	0.3475	94	55.22
scaffold_25	106.3272	29374	0.3338	100.0000	29374	10323	10298	0.3502	109	48.84
scaffold_26	116.6274	29268	0.3338	100.0000	29268	10284	10362	0.3558	104	72.20
scaffold_27	100.4821	29152	0.3414	100.0000	29152	9758	9781	0.3607	97	50.54
scaffold_28	108.9062	29084	0.3272	100.0000	29084	10538	10576	0.3418	105	52.83
scaffold_29	421.3328	28897	0.3152	100.0000	28897	36033	37269	0.3590	103	648.28
scaffold_30	88.1775	28897	0.3174	100.0000	28897	8424	8431	0.3408	83	51.92
scaffold_31	88.3929	28830	0.3197	100.0000	28830	8500	8486	0.3381	87	44.35
scaffold_32	88.1115	28732	0.3319	100.0000	28732	8425	8448	0.3525	85	46.13
scaffold_33	89.7777	28659	0.3221	100.0000	28659	8482	8461	0.3406	87	45.93
scaffold_34	99.3637	28530	0.3306	100.0000	28530	9454	9418	0.3481	103	49.24
scaffold_35	102.5665	28453	0.3220	100.0000	28453	9395	9811	0.3313	90	114.58
scaffold_36	112.2814	28023	0.3329	100.0000	28023	10454	10476	0.3525	112	56.47
scaffold_37	97.7981	27862	0.3334	100.0000	27862	9000	9110	0.3617	93	57.41
scaffold_38	77.6263	27850	0.3065	100.0000	27850	7004	7064	0.3210	74	41.55
scaffold_39	92.2629	27400	0.3323	99.9635	27390	8468	8389	0.3620	85	58.60
scaffold_40	88.5057	27350	0.3241	100.0000	27350	7963	8018	0.3512	80	54.69
scaffold_41	111.4101	27289	0.3434	100.0000	27289	10002	10013	0.3651	110	58.13
scaffold_42	89.7917	27232	0.3258	100.0000	27232	8183	8126	0.3435	87	47.52
scaffold_43	88.5029	27222	0.3199	100.0000	27222	8034	8006	0.3421	79	51.02
scaffold_44	89.0593	26712	0.3215	100.0000	26712	7943	7884	0.3483	82	55.13
scaffold_45	96.5115	26551	0.3258	100.0000	26551	8523	8484	0.3477	98	54.76
scaffold_46	83.0309	26323	0.3134	100.0000	26323	7337	7222	0.3336	79	45.31
scaffold_47	103.1549	26111	0.3297	100.0000	26111	8769	8716	0.3466	107	48.45
scaffold_48	94.2554	26098	0.3215	100.0000	26098	8169	8208	0.3368	92	45.67
scaffold_49	71.6238	25757	0.3118	100.0000	25757	6162	6132	0.3389	59	44.99
scaffold_50	75.3236	25730	0.3140	100.0000	25730	6345	6317	0.3335	73	41.51
scaffold_51	98.6477	25430	0.3321	100.0000	25430	8299	8254	0.3597	93	54.75
scaffold_52	101.6566	25274	0.3290	100.0000	25274	8487	8520	0.3541	103	57.18
scaffold_53	90.0239	25219	0.3231	100.0000	25219	7501	7501	0.3482	86	50.46
scaffold_54	91.6653	25209	0.3305	100.0000	25209	7676	7682	0.3516	90	48.12
scaffold_55	97.0302	25195	0.3255	100.0000	25195	7941	8021	0.3500	91	52.07
scaffold_56	98.8953	25058	0.3323	100.0000	25058	8264	8254	0.3477	102	44.35
scaffold_57	99.7060	24994	0.3379	100.0000	24994	8169	8188	0.3578	90	55.94
scaffold_58	100.3581	24847	0.3375	100.0000	24847	8214	8240	0.3581	102	55.57
scaffold_59	115.3297	24700	0.3514	100.0000	24700	9486	9509	0.3709	116	55.50
scaffold_60	83.6141	24565	0.3240	100.0000	24565	6770	6787	0.3491	77	48.38
scaffold_61	134.5520	24538	0.3223	100.0000	24538	11131	10391	0.3330	103	204.86
scaffold_62	91.1948	24354	0.3179	100.0000	24354	7411	7394	0.3402	83	50.52
scaffold_63	81.4524	24327	0.3171	100.0000	24327	6445	6438	0.3374	75	48.24
scaffold_64	95.2139	24313	0.3267	100.0000	24313	7614	7561	0.3466	93	49.71
scaffold_65	108.8964	23919	0.3374	100.0000	23919	8673	8680	0.3621	113	60.29
scaffold_66	85.1255	23794	0.3091	100.0000	23794	6746	6782	0.3256	82	46.52
