#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	35.4345	20920	0.3102	100.0000	20920	2451	2459	0.3220	34	16.34
scaffold_2	45.8970	20182	0.3538	100.0000	20182	3086	3098	0.3800	48	25.01
scaffold_3	38.8091	18325	0.3318	100.0000	18325	2359	2347	0.3518	38	21.72
scaffold_4	45.3719	16953	0.3542	100.0000	16953	2567	2558	0.3648	46	18.75
scaffold_5	39.4311	16630	0.3335	100.0000	16630	2178	2191	0.3463	40	17.20
scaffold_6	63.7183	16554	0.3702	100.0000	16554	3510	3528	0.3734	65	16.12
scaffold_7	44.6312	16420	0.3426	100.0000	16420	2439	2449	0.3567	47	19.55
scaffold_8	48.3156	15807	0.3476	100.0000	15807	2546	2542	0.3618	50	22.19
scaffold_9	45.7873	15596	0.3373	100.0000	15596	2376	2372	0.3478	49	18.97
scaffold_10	52.6632	15486	0.3687	100.0000	15486	2708	2732	0.3729	56	16.11
scaffold_11	46.9140	15331	0.3353	100.0000	15331	2408	2386	0.3460	48	18.78
scaffold_12	43.7627	15290	0.3371	100.0000	15290	2228	2231	0.3564	43	22.82
scaffold_13	34.2479	14973	0.3106	100.0000	14973	1705	1713	0.3310	34	19.20
scaffold_14	43.6125	14953	0.3505	100.0000	14953	2184	2159	0.3687	45	20.35
scaffold_15	43.9034	14582	0.3340	100.0000	14582	2121	2116	0.3467	48	18.40
scaffold_16	52.1359	14478	0.3527	99.9862	14476	2520	2507	0.3609	54	20.03
scaffold_17	47.7079	14295	0.3586	100.0000	14295	2245	2218	0.3774	50	20.03
scaffold_18	39.5429	14168	0.3383	100.0000	14168	1860	1872	0.3523	40	20.46
scaffold_19	44.1276	14083	0.3302	100.0000	14083	2051	2066	0.3435	46	17.89
scaffold_20	71.1428	13910	0.3866	100.0000	13910	3253	3284	0.3932	77	21.55
scaffold_21	49.1598	13764	0.3470	100.0000	13764	2265	2244	0.3577	50	19.16
scaffold_22	42.1672	13721	0.3191	100.0000	13721	1746	1754	0.3261	42	18.63
scaffold_23	56.9841	13489	0.3792	100.0000	13489	2565	2566	0.3892	59	16.30
scaffold_24	52.6215	13391	0.3528	100.0000	13391	2323	2330	0.3740	52	33.41
scaffold_25	37.9442	13304	0.3128	100.0000	13304	1690	1676	0.3346	39	22.79
scaffold_26	35.8492	13217	0.3254	100.0000	13217	1561	1574	0.3397	35	16.85
scaffold_27	32.8288	13180	0.3186	100.0000	13180	1443	1440	0.3344	34	16.44
scaffold_28	39.3721	13118	0.3385	100.0000	13118	1689	1707	0.3474	41	15.72
scaffold_29	39.6606	13049	0.3365	99.9540	13043	1723	1716	0.3596	36	24.01
scaffold_30	31.9412	13001	0.3145	100.0000	13001	1390	1366	0.3301	29	17.43
scaffold_31	36.9211	12997	0.3224	99.9923	12996	1595	1607	0.3366	37	18.14
scaffold_32	62.6704	12935	0.3698	100.0000	12935	2719	2684	0.3768	65	16.56
scaffold_33	47.9536	12919	0.3446	100.0000	12919	2070	2059	0.3516	48	20.42
scaffold_34	56.4808	12680	0.3813	100.0000	12680	2366	2410	0.3920	59	18.16
scaffold_35	43.2518	12599	0.3409	100.0000	12599	1813	1822	0.3527	45	18.04
scaffold_36	35.2645	12385	0.3262	100.0000	12385	1468	1439	0.3433	34	18.76
scaffold_37	46.9466	12364	0.3746	100.0000	12364	1926	1947	0.3940	49	20.17
scaffold_38	37.9072	12326	0.3220	100.0000	12326	1566	1554	0.3315	39	15.17
scaffold_39	40.3269	12247	0.3297	100.0000	12247	1653	1641	0.3393	42	18.79
scaffold_40	44.6314	12234	0.3681	100.0000	12234	1815	1827	0.3760	46	17.31
scaffold_41	43.1613	12213	0.3382	100.0000	12213	1759	1756	0.3547	43	21.72
scaffold_42	53.0875	12212	0.3526	100.0000	12212	2117	2178	0.3727	49	34.14
scaffold_43	51.4403	12211	0.3568	100.0000	12211	2072	2101	0.3600	49	20.16
scaffold_44	52.0312	12166	0.3644	100.0000	12166	2119	2098	0.3854	56	24.69
scaffold_45	31.4047	12135	0.3145	100.0000	12135	1291	1246	0.3272	30	16.53
scaffold_46	33.5690	12124	0.3175	100.0000	12124	1350	1364	0.3382	33	20.31
scaffold_47	46.8476	12046	0.3639	100.0000	12046	1859	1904	0.3801	48	22.61
scaffold_48	45.8060	12023	0.3384	100.0000	12023	1828	1831	0.3544	47	20.44
scaffold_49	32.0828	12016	0.3096	100.0000	12016	1289	1283	0.3314	28	19.25
scaffold_50	36.3653	11919	0.3174	100.0000	11919	1436	1451	0.3285	35	16.40
scaffold_51	49.4248	11886	0.3572	100.0000	11886	1961	1937	0.3693	50	17.17
scaffold_52	32.2421	11881	0.3097	100.0000	11881	1278	1277	0.3262	32	15.57
scaffold_53	49.6159	11845	0.3316	100.0000	11845	1962	1957	0.3425	51	20.97
scaffold_54	58.6171	11833	0.3843	99.9746	11830	2304	2318	0.3932	60	21.75
