#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	52.3002	54249	0.3533	100.0000	54249	9132	9139	0.3671	53	20.86
scaffold_2	56.2026	48489	0.3581	100.0000	48489	9055	8996	0.3710	57	20.99
scaffold_3	52.6570	46054	0.3546	100.0000	46054	7990	7987	0.3652	52	18.17
scaffold_4	54.3716	45962	0.3550	100.0000	45962	8342	8295	0.3681	56	19.13
scaffold_5	57.6549	45889	0.3578	100.0000	45889	8706	8736	0.3697	60	19.28
scaffold_6	54.1193	43440	0.3512	100.0000	43440	7785	7775	0.3645	54	21.57
scaffold_7	72.4865	42939	0.3493	100.0000	42939	10034	10022	0.3731	53	126.16
scaffold_8	55.3079	42552	0.3462	100.0000	42552	7501	7450	0.3622	54	22.98
scaffold_9	67.3823	42191	0.3480	100.0000	42191	9069	9500	0.3995	55	114.60
scaffold_10	59.5006	42148	0.3531	100.0000	42148	8043	8064	0.3668	62	20.75
scaffold_11	56.4841	42058	0.3483	100.0000	42058	7789	7668	0.3629	52	55.58
scaffold_12	52.6196	41815	0.3535	100.0000	41815	7140	7099	0.3692	53	21.06
scaffold_13	55.6117	41249	0.3568	100.0000	41249	7584	7589	0.3735	57	21.97
scaffold_14	58.5982	40745	0.3605	100.0000	40745	7775	7811	0.3745	59	20.89
scaffold_15	54.2000	40465	0.3529	100.0000	40465	7302	7308	0.3653	56	19.74
scaffold_16	35.4575	40253	0.3608	97.5878	39282	3816	3849	0.3738	21	30.98
scaffold_17	59.7884	39425	0.3521	100.0000	39425	7828	7783	0.3656	58	31.16
scaffold_18	62.6684	39318	0.3585	100.0000	39318	7733	7752	0.3706	62	21.49
scaffold_19	57.4784	39307	0.3549	100.0000	39307	7443	7442	0.3675	60	21.29
scaffold_20	67.2515	39233	0.3511	100.0000	39233	8367	8894	0.3811	55	99.51
scaffold_21	52.1891	38919	0.3472	100.0000	38919	6723	6651	0.3608	50	25.31
scaffold_22	47.2806	38878	0.3532	97.9989	38100	3781	3846	0.3632	34	32.46
scaffold_23	57.7730	38864	0.3542	100.0000	38864	7194	7131	0.3717	58	34.56
scaffold_24	56.1023	37857	0.3522	100.0000	37857	6963	6937	0.3645	57	21.79
scaffold_25	49.6300	37849	0.3471	100.0000	37849	6135	6154	0.3639	50	21.10
scaffold_26	69.7485	37816	0.3625	100.0000	37816	8395	8413	0.3706	70	27.87
scaffold_27	58.4502	37586	0.3473	100.0000	37586	6721	6689	0.3592	58	22.00
scaffold_28	57.2820	37178	0.3543	100.0000	37178	6699	6728	0.3708	58	21.72
scaffold_29	56.7098	36836	0.3514	100.0000	36836	6939	6903	0.3622	59	20.42
scaffold_30	55.7039	36510	0.3515	100.0000	36510	6396	6375	0.3620	55	18.84
scaffold_31	54.0564	35997	0.3503	100.0000	35997	6365	6400	0.3640	54	21.39
scaffold_32	53.0805	35750	0.3485	100.0000	35750	6238	6221	0.3618	54	20.77
scaffold_33	53.6835	35390	0.3507	100.0000	35390	6187	6168	0.3654	55	22.04
scaffold_34	56.8052	35167	0.3491	100.0000	35167	6486	6527	0.3628	57	25.35
scaffold_35	56.4734	35019	0.3592	100.0000	35019	6580	6547	0.3731	58	22.12
scaffold_36	53.6685	34792	0.3565	100.0000	34792	6045	6018	0.3673	54	18.38
scaffold_37	53.0782	34723	0.3483	100.0000	34723	6081	6079	0.3620	53	20.47
scaffold_38	65.1770	34613	0.3559	100.0000	34613	7328	7454	0.3653	58	80.14
scaffold_39	54.5759	34204	0.3545	100.0000	34204	6122	6160	0.3680	53	23.72
scaffold_40	57.8550	33843	0.3652	100.0000	33843	6511	6523	0.3795	58	21.58
scaffold_41	55.8303	33776	0.3521	100.0000	33776	6173	6192	0.3622	57	21.80
scaffold_42	54.4960	33532	0.3528	100.0000	33532	6104	6032	0.3684	54	20.75
scaffold_43	57.5598	33488	0.3523	100.0000	33488	6184	6239	0.3686	56	22.96
scaffold_44	56.1456	33411	0.3587	100.0000	33411	6265	6242	0.3734	56	22.72
scaffold_45	58.6471	33214	0.3571	99.9729	33205	6400	6370	0.3677	59	31.12
scaffold_46	57.0150	33210	0.3582	100.0000	33210	6195	6171	0.3746	57	21.68
scaffold_47	60.7211	33129	0.3668	100.0000	33129	6687	6716	0.3770	62	18.72
scaffold_48	53.3686	33124	0.3521	100.0000	33124	5774	5815	0.3648	54	19.80
scaffold_49	53.2998	32954	0.3475	100.0000	32954	5653	5646	0.3596	55	19.80
scaffold_50	55.0912	32676	0.3484	99.9296	32653	5986	6004	0.3587	54	18.63
scaffold_51	54.5134	32525	0.3521	100.0000	32525	5902	5905	0.3675	55	22.42
scaffold_52	57.2487	32458	0.3566	100.0000	32458	6057	6082	0.3694	56	20.78
scaffold_53	56.7592	32434	0.3541	100.0000	32434	5916	5889	0.3656	57	19.12
scaffold_54	57.0690	32133	0.3561	100.0000	32133	5980	5880	0.3686	58	20.92
scaffold_55	56.5658	32061	0.3583	100.0000	32061	5999	6056	0.3688	59	19.02
scaffold_56	53.4870	32012	0.3497	100.0000	32012	5656	5672	0.3603	53	18.64
scaffold_57	52.3437	31934	0.3524	100.0000	31934	5570	5533	0.3666	55	20.11
scaffold_58	58.5203	31850	0.3614	100.0000	31850	6193	6233	0.3722	58	21.35
scaffold_59	53.2585	31577	0.3507	100.0000	31577	5576	5591	0.3638	53	20.88
scaffold_60	53.8115	31554	0.3524	100.0000	31554	5556	5599	0.3681	55	20.63
scaffold_61	56.1865	31547	0.3461	100.0000	31547	5895	5888	0.3634	56	24.74
scaffold_62	52.2369	31293	0.3502	100.0000	31293	5410	5402	0.3644	54	21.19
scaffold_63	63.2049	31229	0.3532	100.0000	31229	6359	6295	0.3702	59	57.12
scaffold_64	56.1971	31159	0.3521	100.0000	31159	5766	5758	0.3641	56	21.31
scaffold_65	60.3761	31117	0.3646	100.0000	31117	6169	6205	0.3783	61	21.77
scaffold_66	63.1466	30940	0.3709	100.0000	30940	6394	6409	0.3821	66	20.51
scaffold_67	49.0601	30878	0.3458	100.0000	30878	4935	4954	0.3568	50	17.42
scaffold_68	56.0761	30845	0.3564	100.0000	30845	5572	5560	0.3691	59	21.03
scaffold_69	59.4213	30824	0.3638	100.0000	30824	6080	6020	0.3739	60	19.75
scaffold_70	56.0268	30707	0.3520	100.0000	30707	5714	5711	0.3632	58	20.37
scaffold_71	66.6377	30697	0.3424	100.0000	30697	6587	6883	0.3644	51	90.31
scaffold_72	52.9738	30612	0.3464	100.0000	30612	5146	5087	0.3594	52	21.31
scaffold_73	54.7706	30430	0.3541	100.0000	30430	5469	5496	0.3736	59	23.89
scaffold_74	55.5748	30407	0.3585	100.0000	30407	5445	5513	0.3775	54	21.53
scaffold_75	57.9427	30395	0.3602	100.0000	30395	5868	5834	0.3719	57	20.45
scaffold_76	55.6918	30261	0.3524	100.0000	30261	5530	5557	0.3670	58	22.05
scaffold_77	55.5739	30239	0.3493	100.0000	30239	5517	5516	0.3614	58	21.05
scaffold_78	55.5010	30081	0.3516	100.0000	30081	5518	5575	0.3643	55	20.68
scaffold_79	50.2780	30000	0.3411	100.0000	30000	5002	4967	0.3627	48	41.71
scaffold_80	58.0678	29861	0.3660	100.0000	29861	5718	5766	0.3821	61	23.41
scaffold_81	74.8583	29755	0.3496	99.9664	29745	6309	6711	0.3869	64	126.20
scaffold_82	50.1925	29749	0.3459	100.0000	29749	4955	4936	0.3588	52	19.65
scaffold_83	55.6475	29571	0.3544	100.0000	29571	5504	5464	0.3654	56	18.87
scaffold_84	52.0141	29499	0.3437	100.0000	29499	4453	4473	0.3604	52	19.91
scaffold_85	51.8510	29203	0.3506	100.0000	29203	5068	5021	0.3622	53	19.46
scaffold_86	56.8557	29185	0.3568	100.0000	29185	5388	5334	0.3718	60	23.08
scaffold_87	60.1637	29108	0.3430	100.0000	29108	5588	5519	0.3517	58	35.11
scaffold_88	56.3045	29087	0.3606	100.0000	29087	5426	5479	0.3747	56	19.89
