#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	91.7348	148418	0.3576	100.0000	148418	44957	44836	0.3693	92	36.01
scaffold_2	88.9189	143404	0.3515	100.0000	143404	42296	42233	0.3620	90	32.13
scaffold_3	94.5988	138496	0.3526	100.0000	138496	43248	43109	0.3617	90	106.20
scaffold_4	89.8522	132287	0.3568	100.0000	132287	39442	39458	0.3673	92	31.23
scaffold_5	98.5694	129857	0.3556	100.0000	129857	42193	42203	0.3673	96	57.84
scaffold_6	85.8085	122825	0.3507	100.0000	122825	35077	34991	0.3651	88	34.74
scaffold_7	88.2966	116832	0.3521	100.0000	116832	34068	34068	0.3634	90	31.67
scaffold_8	86.8250	111874	0.3556	100.0000	111874	32179	32184	0.3688	90	33.12
scaffold_9	88.8267	109663	0.3536	100.0000	109663	32288	32333	0.3681	92	34.67
scaffold_10	87.1583	107883	0.3464	99.9620	107842	30928	30930	0.3572	89	31.58
scaffold_11	107.7872	107769	0.3413	99.9638	107730	37968	38221	0.3700	84	213.24
scaffold_12	93.0869	105805	0.3571	100.0000	105805	32756	32852	0.3685	95	34.80
scaffold_13	87.0166	105480	0.3545	100.0000	105480	30246	30285	0.3670	90	34.25
scaffold_14	86.3660	103881	0.3469	100.0000	103881	29705	29606	0.3608	88	35.84
scaffold_15	91.9645	100587	0.3546	100.0000	100587	30501	30514	0.3669	95	35.26
scaffold_16	87.6078	96481	0.3486	100.0000	96481	28048	28014	0.3604	87	30.87
scaffold_17	87.8528	94393	0.3536	100.0000	94393	27472	27471	0.3651	91	31.46
scaffold_18	87.6268	93172	0.3530	100.0000	93172	27013	27050	0.3654	88	33.27
scaffold_19	91.5898	90142	0.3572	100.0000	90142	27215	27152	0.3684	93	31.97
scaffold_20	87.5874	87661	0.3536	100.0000	87661	24953	25017	0.3671	87	35.52
scaffold_21	88.4323	87591	0.3529	100.0000	87591	25706	25698	0.3633	88	30.59
scaffold_22	95.3245	87057	0.3528	100.0000	87057	27493	27543	0.3642	100	33.43
scaffold_23	93.7083	86030	0.3522	100.0000	86030	26611	26760	0.3660	96	49.17
scaffold_24	93.6907	85782	0.3545	100.0000	85782	26675	26636	0.3705	94	39.21
scaffold_25	92.9583	85129	0.3562	100.0000	85129	26310	26193	0.3692	93	41.80
scaffold_26	89.3684	84222	0.3524	100.0000	84222	24969	24944	0.3637	93	33.99
scaffold_27	79.9616	84202	0.3422	99.9228	84137	22393	22429	0.3559	82	32.48
scaffold_28	93.0487	83208	0.3626	100.0000	83208	25628	25658	0.3731	96	31.69
scaffold_29	86.9726	82455	0.3482	99.9903	82447	23749	23785	0.3591	89	32.80
scaffold_30	92.0571	80431	0.3550	100.0000	80431	24604	24554	0.3679	94	35.09
scaffold_31	89.8405	79241	0.3567	100.0000	79241	23589	23582	0.3678	91	32.53
scaffold_32	86.6529	75969	0.3504	100.0000	75969	21650	21684	0.3648	87	33.73
scaffold_33	86.7706	75247	0.3513	100.0000	75247	21590	21573	0.3648	89	33.64
scaffold_34	93.0455	75116	0.3554	100.0000	75116	23012	23080	0.3696	96	36.66
scaffold_35	87.3878	72127	0.3480	100.0000	72127	21005	21028	0.3606	89	34.10
scaffold_36	88.5936	71609	0.3484	100.0000	71609	20969	20921	0.3615	91	34.67
scaffold_37	100.2993	70348	0.3554	100.0000	70348	23454	23173	0.3814	88	282.71
scaffold_38	92.7715	69921	0.3527	100.0000	69921	21439	21469	0.3647	97	34.88
scaffold_39	87.8180	69495	0.3484	100.0000	69495	20169	20216	0.3600	88	31.99
scaffold_40	81.0632	69398	0.3414	100.0000	69398	18696	18660	0.3514	82	29.57
scaffold_41	85.8349	69274	0.3542	100.0000	69274	19496	19640	0.3659	87	31.39
scaffold_42	93.2513	69017	0.3597	100.0000	69017	21374	21398	0.3703	96	39.46
scaffold_43	89.6344	68006	0.3478	100.0000	68006	20252	20354	0.3618	90	36.97
scaffold_44	89.7389	66813	0.3540	100.0000	66813	19698	19755	0.3692	89	37.68
scaffold_45	81.0239	66624	0.3422	100.0000	66624	18019	17942	0.3532	83	28.94
scaffold_46	93.9395	65848	0.3575	100.0000	65848	20513	20565	0.3665	95	30.25
scaffold_47	86.3518	65289	0.3443	100.0000	65289	18681	18729	0.3577	88	32.73
scaffold_48	89.7756	65250	0.3491	100.0000	65250	19422	19381	0.3602	93	32.35
scaffold_49	83.2781	64872	0.3492	100.0000	64872	17647	17722	0.3613	83	31.60
scaffold_50	85.7402	64777	0.3531	100.0000	64777	18521	18493	0.3664	88	32.57
scaffold_51	91.3476	64560	0.3522	100.0000	64560	19601	19629	0.3642	93	46.04
scaffold_52	83.6660	64033	0.3481	99.9875	64025	17847	17834	0.3589	84	30.86
scaffold_53	87.2043	63793	0.3515	100.0000	63793	18182	18238	0.3632	87	35.04
scaffold_54	88.6459	63613	0.3543	100.0000	63613	18624	18671	0.3704	90	35.98
scaffold_55	85.8920	63077	0.3464	100.0000	63077	18020	17993	0.3593	86	32.29
scaffold_56	88.3337	63030	0.3526	100.0000	63030	18422	18453	0.3653	91	33.13
scaffold_57	90.7984	62894	0.3538	100.0000	62894	18903	18934	0.3646	90	32.22
scaffold_58	86.9309	62890	0.3561	100.0000	62890	18125	18084	0.3707	89	33.24
scaffold_59	89.1537	62560	0.3519	100.0000	62560	18359	18321	0.3625	91	31.66
scaffold_60	89.8129	62480	0.3495	100.0000	62480	18649	18690	0.3624	92	35.08
scaffold_61	96.3940	61852	0.3628	100.0000	61852	19832	19787	0.3800	97	37.58
scaffold_62	90.6299	61616	0.3594	100.0000	61616	18538	18570	0.3699	93	30.29
scaffold_63	95.5780	61442	0.3712	100.0000	61442	19441	19501	0.3849	99	36.00
scaffold_64	87.0438	61307	0.3483	100.0000	61307	17460	17410	0.3617	87	32.64
scaffold_65	94.4911	61199	0.3570	100.0000	61199	19407	18870	0.3706	98	53.87
scaffold_66	88.3618	61106	0.3502	100.0000	61106	17898	17911	0.3628	90	36.16
scaffold_67	90.2830	60774	0.3521	100.0000	60774	18117	18221	0.3613	92	30.85
scaffold_68	85.9715	60671	0.3507	100.0000	60671	17165	17233	0.3623	88	33.04
scaffold_69	100.7965	60423	0.3606	100.0000	60423	20016	20316	0.3777	94	175.63
scaffold_70	80.5746	60211	0.3497	100.0000	60211	16104	16100	0.3603	81	29.67
scaffold_71	82.9210	59991	0.3489	99.9867	59983	16616	16549	0.3607	85	31.02
scaffold_72	87.6478	59952	0.3496	100.0000	59952	17508	17425	0.3641	89	34.30
scaffold_73	84.7561	59887	0.3494	100.0000	59887	16805	16847	0.3607	85	33.17
scaffold_74	88.0694	59850	0.3501	100.0000	59850	17447	17502	0.3591	89	32.12
scaffold_75	86.1485	58969	0.3504	100.0000	58969	16905	16953	0.3641	86	33.71
scaffold_76	81.4536	58557	0.3512	99.9983	58556	15781	15737	0.3664	82	33.22
scaffold_77	91.9488	58246	0.3530	100.0000	58246	17783	17808	0.3692	93	38.53
scaffold_78	89.1715	58073	0.3492	100.0000	58073	17209	17302	0.3619	93	34.85
scaffold_79	77.3891	57732	0.3447	100.0000	57732	14725	14742	0.3588	80	32.69
scaffold_80	85.1054	57433	0.3505	100.0000	57433	16222	16227	0.3624	88	31.26
scaffold_81	90.5971	57038	0.3541	100.0000	57038	17153	17168	0.3646	91	31.78
scaffold_82	85.4841	56829	0.3542	100.0000	56829	16179	16070	0.3691	86	33.83
scaffold_83	92.7001	56616	0.3526	100.0000	56616	17242	17273	0.3629	93	33.53
scaffold_84	82.2100	56598	0.3440	100.0000	56598	15488	15525	0.3550	83	31.86
scaffold_85	87.0109	55843	0.3474	100.0000	55843	15950	15897	0.3582	88	31.80
scaffold_86	89.6009	55289	0.3536	99.9204	55245	16370	16341	0.3628	92	32.42
scaffold_87	82.0637	55176	0.3469	99.9619	55155	14931	14925	0.3585	82	32.01
scaffold_88	89.3627	54994	0.3484	100.0000	54994	16370	16389	0.3560	89	29.55
scaffold_89	85.1569	54267	0.3535	100.0000	54267	15291	15358	0.3659	85	32.19
scaffold_90	90.6873	54067	0.3535	100.0000	54067	16277	16326	0.3655	91	31.79
scaffold_91	88.8539	53932	0.3508	100.0000	53932	15794	15797	0.3648	91	34.32
scaffold_92	88.6979	53915	0.3600	100.0000	53915	15895	15805	0.3730	92	31.87
scaffold_93	103.5537	53779	0.3640	100.0000	53779	18457	18395	0.3763	102	44.39
scaffold_94	88.1127	53669	0.3530	99.9907	53664	15642	15705	0.3644	90	32.08
scaffold_95	88.4280	53228	0.3555	99.8704	53159	15564	15600	0.3649	87	30.49
scaffold_96	84.9832	53219	0.3454	100.0000	53219	15057	15049	0.3547	87	29.94
scaffold_97	91.2940	53191	0.3573	100.0000	53191	16143	16181	0.3678	95	33.22
scaffold_98	88.4686	52922	0.3574	100.0000	52922	15566	15568	0.3708	87	32.61
scaffold_99	84.6992	52850	0.3517	100.0000	52850	14915	14879	0.3629	90	31.89
