#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	62.2859	154235	0.3632	100.0000	154235	31885	31921	0.3745	63	21.63
scaffold_2	66.7514	146116	0.3675	100.0000	146116	32149	32258	0.3785	68	21.51
scaffold_3	69.3576	142015	0.3652	100.0000	142015	32790	32686	0.3728	66	58.57
scaffold_4	65.0108	141307	0.3657	100.0000	141307	30436	30753	0.3762	65	28.63
scaffold_5	64.5777	132040	0.3623	100.0000	132040	28256	28354	0.3737	65	20.90
scaffold_6	68.4661	129453	0.3690	99.9985	129451	29292	29317	0.3775	70	20.32
scaffold_7	68.9314	118189	0.3740	100.0000	118189	27077	27017	0.3883	69	38.25
scaffold_8	65.3042	116430	0.3649	100.0000	116430	25108	25277	0.3759	67	27.62
scaffold_9	62.7204	113135	0.3587	100.0000	113135	23576	23612	0.3704	64	21.85
scaffold_10	61.9529	107187	0.3611	100.0000	107187	21938	22001	0.3726	64	21.27
scaffold_11	63.8734	106965	0.3635	100.0000	106965	22686	22631	0.3740	65	21.53
scaffold_12	62.9142	106715	0.3578	100.0000	106715	22280	22174	0.3692	64	22.03
scaffold_13	62.2025	104023	0.3649	100.0000	104023	21495	21473	0.3800	64	22.09
scaffold_14	68.0790	103936	0.3743	100.0000	103936	23551	23494	0.3841	69	19.99
scaffold_15	67.4654	101224	0.3738	100.0000	101224	22720	22785	0.3837	69	21.00
scaffold_16	71.5304	100106	0.3772	100.0000	100106	23883	23696	0.3887	71	38.19
scaffold_17	64.2048	95637	0.3622	100.0000	95637	20298	20262	0.3721	66	20.10
scaffold_18	60.8416	94689	0.3554	100.0000	94689	19168	19085	0.3645	60	20.12
scaffold_19	69.6099	93594	0.3749	100.0000	93594	21348	21447	0.3856	71	20.72
scaffold_20	67.1853	92948	0.3645	100.0000	92948	20643	20893	0.3720	66	29.17
scaffold_21	64.9087	92208	0.3680	100.0000	92208	19815	19821	0.3791	66	19.73
scaffold_22	65.2177	92001	0.3667	100.0000	92001	19934	19831	0.3769	66	21.13
scaffold_23	65.8889	91205	0.3639	100.0000	91205	19868	19819	0.3758	68	22.35
scaffold_24	62.3926	89774	0.3627	100.0000	89774	18381	18377	0.3750	64	20.81
scaffold_25	71.6363	88412	0.3821	100.0000	88412	21027	21046	0.3934	75	22.31
