#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	72.6968	114669	0.4185	100.0000	114669	27560	27485	0.4272	74	19.28
scaffold_2	69.1552	89698	0.4197	100.0000	89698	20536	20509	0.4270	70	16.32
scaffold_3	76.8954	89370	0.4072	100.0000	89370	22812	22745	0.4160	78	20.77
scaffold_4	69.8378	85167	0.4105	100.0000	85167	19615	19615	0.4192	72	18.98
scaffold_5	72.9026	84222	0.4292	100.0000	84222	20315	20246	0.4373	74	17.32
scaffold_6	70.0661	79806	0.4178	100.0000	79806	18515	18516	0.4255	71	19.48
scaffold_7	71.9269	79598	0.4093	100.0000	79598	18948	19029	0.4174	73	17.92
scaffold_8	75.1202	79514	0.4143	100.0000	79514	19327	19466	0.4243	74	33.50
scaffold_9	76.5227	76893	0.4250	100.0000	76893	19211	19654	0.4227	70	109.83
scaffold_10	75.8077	75508	0.4186	100.0000	75508	18580	18457	0.4247	74	33.90
scaffold_11	71.6942	69520	0.4246	100.0000	69520	16443	16485	0.4320	73	17.02
scaffold_12	88.5948	69512	0.4134	100.0000	69512	19845	20502	0.4162	81	174.18
scaffold_13	72.0974	68764	0.4172	100.0000	68764	16434	16387	0.4259	73	19.93
scaffold_14	67.8095	67667	0.4061	100.0000	67667	15003	15096	0.4181	70	19.75
scaffold_15	72.6196	67538	0.4148	100.0000	67538	16226	16378	0.4174	72	27.82
scaffold_16	79.3390	67259	0.4096	100.0000	67259	17422	17601	0.4253	73	97.66
scaffold_17	71.5295	67233	0.4096	100.0000	67233	16033	15958	0.4197	72	23.19
scaffold_18	72.0395	67143	0.4142	100.0000	67143	16072	16033	0.4244	75	20.31
scaffold_19	74.7869	66935	0.4169	99.9089	66874	16304	16238	0.4262	76	19.10
scaffold_20	69.8068	65762	0.4221	100.0000	65762	15296	15314	0.4312	71	17.76
scaffold_21	69.6985	65347	0.4086	100.0000	65347	15109	15132	0.4176	71	18.16
scaffold_22	66.6814	63269	0.4134	100.0000	63269	13915	13951	0.4229	68	18.10
scaffold_23	72.9365	63172	0.4072	99.8844	63099	14523	14561	0.4172	74	23.21
scaffold_24	75.3231	62615	0.4289	99.9808	62603	15649	15427	0.4349	77	27.34
scaffold_25	69.3045	62588	0.4192	100.0000	62588	14201	14198	0.4301	71	18.90
scaffold_26	70.5934	62529	0.4131	100.0000	62529	14373	14355	0.4233	72	19.40
scaffold_27	64.2702	62028	0.3934	100.0000	62028	13042	13183	0.4016	65	18.33
scaffold_28	75.1535	59963	0.4215	100.0000	59963	14922	14895	0.4301	76	20.10
scaffold_29	71.9777	59706	0.4159	100.0000	59706	14362	14304	0.4226	74	18.63
scaffold_30	69.9093	59466	0.4105	100.0000	59466	13574	13525	0.4216	71	19.40
scaffold_31	69.9560	57567	0.4174	100.0000	57567	13385	13407	0.4292	73	21.20
scaffold_32	77.6494	57483	0.4060	100.0000	57483	13781	13750	0.4157	79	20.86
scaffold_33	70.0141	56122	0.4057	100.0000	56122	13026	12906	0.4139	70	21.46
scaffold_34	72.2404	55908	0.4089	100.0000	55908	13292	13209	0.4187	75	19.93
scaffold_35	71.6144	55398	0.4046	100.0000	55398	13029	13119	0.4138	73	20.21
scaffold_36	68.4609	55109	0.4027	100.0000	55109	12431	12489	0.4099	69	18.96
scaffold_37	74.6109	54686	0.4249	100.0000	54686	13256	13204	0.4318	76	19.80
scaffold_38	70.2836	54594	0.4152	100.0000	54594	12609	12774	0.4219	71	16.33
scaffold_39	72.8104	54221	0.4055	100.0000	54221	13002	12925	0.4136	74	19.46
scaffold_40	70.9092	53890	0.4114	100.0000	53890	12699	12737	0.4241	73	21.84
scaffold_41	72.8263	53554	0.4166	100.0000	53554	12737	12767	0.4246	74	17.88
scaffold_42	72.8418	53538	0.4189	100.0000	53538	12765	12803	0.4259	75	17.97
scaffold_43	78.2454	52342	0.4232	100.0000	52342	13406	13472	0.4417	74	53.93
scaffold_44	73.9552	52257	0.4123	100.0000	52257	12426	12482	0.4229	76	21.47
scaffold_45	95.2723	51741	0.4047	100.0000	51741	16158	16511	0.4184	71	206.95
scaffold_46	62.3954	51644	0.4081	100.0000	51644	10694	10696	0.4169	63	16.22
scaffold_47	73.2975	51600	0.4178	100.0000	51600	12572	12372	0.4273	73	36.65
scaffold_48	68.8285	51480	0.4100	100.0000	51480	11601	11587	0.4204	70	19.54
scaffold_49	77.9461	51148	0.4162	100.0000	51148	13240	13133	0.4238	78	28.31
scaffold_50	70.7058	50735	0.4178	100.0000	50735	11692	11755	0.4263	72	20.03
scaffold_51	69.4180	50613	0.4001	100.0000	50613	11579	11614	0.4076	70	18.33
