#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	44.1915	85698	0.3734	100.0000	85698	12630	12625	0.3823	45	14.52
scaffold_2	41.5792	72268	0.3724	100.0000	72268	10020	10010	0.3830	42	14.12
scaffold_3	43.5179	66684	0.3696	100.0000	66684	9493	9465	0.3784	43	13.53
scaffold_4	41.3352	66545	0.3755	100.0000	66545	9142	9080	0.3867	41	13.71
scaffold_5	41.4695	66518	0.3703	100.0000	66518	9043	9044	0.3804	41	15.11
scaffold_6	38.5018	64362	0.3683	100.0000	64362	8293	8230	0.3854	37	17.25
scaffold_7	42.6682	60703	0.3788	100.0000	60703	8648	8627	0.3883	42	13.79
scaffold_8	39.2722	60138	0.3650	100.0000	60138	7853	7898	0.3747	39	13.77
scaffold_9	45.1563	57883	0.3711	100.0000	57883	8450	9194	0.4021	43	49.65
scaffold_10	44.4594	56253	0.3775	100.0000	56253	8275	8301	0.3856	45	13.02
scaffold_11	42.2641	55091	0.3664	100.0000	55091	7775	7741	0.3766	42	14.53
scaffold_12	43.1891	54687	0.3771	100.0000	54687	7683	7667	0.3902	44	16.06
scaffold_13	42.3324	54685	0.3792	100.0000	54685	7703	7732	0.3951	41	18.90
scaffold_14	39.8790	54162	0.3709	100.0000	54162	7199	7204	0.3800	40	13.63
scaffold_15	62.8012	53804	0.3767	100.0000	53804	11037	11555	0.3833	47	212.39
scaffold_16	43.9117	53597	0.3716	100.0000	53597	7745	7742	0.3808	44	13.67
scaffold_17	44.2365	52341	0.3783	100.0000	52341	7720	7721	0.3883	44	15.00
scaffold_18	43.0585	52085	0.3752	100.0000	52085	7440	7469	0.3834	42	13.40
scaffold_19	43.4224	52065	0.3740	100.0000	52065	7374	7309	0.3865	44	15.50
scaffold_20	44.1179	51683	0.3735	100.0000	51683	7551	7455	0.3840	44	15.68
scaffold_21	39.7801	51674	0.3741	100.0000	51674	6824	6805	0.3863	39	14.44
scaffold_22	43.5387	51509	0.3652	100.0000	51509	7368	7328	0.3753	43	14.82
scaffold_23	41.0332	50989	0.3692	100.0000	50989	6968	6949	0.3779	41	12.75
scaffold_24	42.7038	50683	0.3700	100.0000	50683	7172	7169	0.3808	43	14.67
scaffold_25	36.5996	50648	0.3643	100.0000	50648	6165	6198	0.3764	37	13.17
scaffold_26	36.4613	49896	0.3598	100.0000	49896	6057	6073	0.3698	37	12.91
scaffold_27	44.9452	49633	0.3727	100.0000	49633	7243	7244	0.3848	46	15.75
scaffold_28	40.7958	48379	0.3628	100.0000	48379	6413	6459	0.3744	41	14.52
scaffold_29	41.9735	48028	0.3722	100.0000	48028	6723	6718	0.3822	42	14.56
scaffold_30	43.3496	46480	0.3788	100.0000	46480	6660	6576	0.3904	44	14.85
scaffold_31	46.6715	46077	0.3689	100.0000	46077	7171	7085	0.3755	45	24.17
scaffold_32	42.8396	45695	0.3664	100.0000	45695	6528	6525	0.3755	43	14.42
scaffold_33	42.2334	44894	0.3688	100.0000	44894	6300	6316	0.3801	41	17.25
scaffold_34	39.3340	44783	0.3626	100.0000	44783	5884	5843	0.3745	38	14.79
scaffold_35	44.3473	44733	0.3811	100.0000	44733	6661	6568	0.3928	42	29.50
scaffold_36	40.1911	43991	0.3671	99.9886	43986	5845	5822	0.3750	40	13.15
scaffold_37	39.4919	43867	0.3647	100.0000	43867	5804	5754	0.3743	40	12.51
scaffold_38	44.1386	43706	0.3668	100.0000	43706	6359	6407	0.3761	45	15.17
scaffold_39	40.1467	43521	0.3647	100.0000	43521	5714	5683	0.3764	40	14.21
scaffold_40	44.6563	43200	0.3738	100.0000	43200	6361	6386	0.3856	45	15.87
scaffold_41	42.2634	43161	0.3697	100.0000	43161	5941	5946	0.3821	43	15.10
scaffold_42	43.1727	42866	0.3708	100.0000	42866	5977	6017	0.3818	42	17.74
scaffold_43	39.8198	42851	0.3644	100.0000	42851	5551	5490	0.3758	40	14.20
scaffold_44	40.9409	42713	0.3737	100.0000	42713	5633	5589	0.3868	41	14.76
scaffold_45	43.0577	42522	0.3752	100.0000	42522	6091	6124	0.3807	43	12.06
scaffold_46	41.2807	42476	0.3804	100.0000	42476	5867	5826	0.3885	42	12.39
scaffold_47	40.3930	42328	0.3666	100.0000	42328	5724	5683	0.3774	40	15.57
scaffold_48	39.9535	41479	0.3761	100.0000	41479	5504	5539	0.3885	40	14.58
scaffold_49	43.8049	41470	0.3804	100.0000	41470	6031	6023	0.3917	44	15.34
scaffold_50	39.9900	41451	0.3746	100.0000	41451	5532	5525	0.3871	41	15.18
scaffold_51	44.8916	40552	0.3791	100.0000	40552	6079	6055	0.3906	44	16.93
scaffold_52	43.8323	40080	0.3675	100.0000	40080	5861	5856	0.3757	44	14.60
scaffold_53	42.5836	40007	0.3749	100.0000	40007	5665	5633	0.3897	43	15.89
scaffold_54	42.5189	39644	0.3648	100.0000	39644	5667	5582	0.3713	40	28.30
scaffold_55	43.4803	39398	0.3683	99.9924	39395	5664	5759	0.3752	42	20.67
scaffold_56	40.9257	39285	0.3725	100.0000	39285	5356	5368	0.3859	40	15.04
scaffold_57	43.5390	39178	0.3834	100.0000	39178	5669	5638	0.3948	44	15.11
scaffold_58	39.1589	38982	0.3735	100.0000	38982	5071	5084	0.3850	39	13.69
scaffold_59	46.5946	38868	0.3707	100.0000	38868	5907	5856	0.3797	42	27.99
scaffold_60	37.5349	38840	0.3629	100.0000	38840	4849	4866	0.3738	37	13.04
scaffold_61	40.9473	38710	0.3821	100.0000	38710	5269	5298	0.3930	40	13.37
scaffold_62	41.9176	38606	0.3681	100.0000	38606	5283	5325	0.3787	42	13.25
scaffold_63	43.4551	38527	0.3678	100.0000	38527	5533	5504	0.3777	44	13.94
scaffold_64	44.3807	38470	0.3815	100.0000	38470	5700	5680	0.3962	44	19.91
scaffold_65	36.7923	38106	0.3631	100.0000	38106	4679	4661	0.3760	37	14.16
scaffold_66	39.4049	38058	0.3680	100.0000	38058	4965	5039	0.3800	40	13.94
scaffold_67	36.2671	38023	0.3688	100.0000	38023	4548	4582	0.3820	36	13.56
scaffold_68	37.0071	38011	0.3603	100.0000	38011	4680	4704	0.3696	37	12.98
scaffold_69	40.2041	37869	0.3682	100.0000	37869	5081	5070	0.3771	41	12.86
scaffold_70	41.5199	37533	0.3718	99.9947	37531	5185	5208	0.3840	42	15.37
scaffold_71	41.4493	37328	0.3740	100.0000	37328	5302	5241	0.3843	38	50.26
scaffold_72	41.3543	37006	0.3782	100.0000	37006	5107	5101	0.3881	42	13.33
scaffold_73	41.8632	36796	0.3810	100.0000	36796	5162	5108	0.3912	41	12.99
scaffold_74	39.5911	36674	0.3622	100.0000	36674	4839	4841	0.3742	38	15.53
scaffold_75	43.8843	36610	0.3750	100.0000	36610	5362	5329	0.3856	44	16.32
scaffold_76	38.2940	36497	0.3674	100.0000	36497	4620	4634	0.3803	39	14.94
scaffold_77	40.7961	36256	0.3744	100.0000	36256	4908	4838	0.3813	41	11.66
scaffold_78	43.3368	35870	0.3720	100.0000	35870	5152	5159	0.3823	44	15.10
scaffold_79	41.7930	35846	0.3706	100.0000	35846	4959	4952	0.3844	42	16.09
scaffold_80	40.9486	35294	0.3670	100.0000	35294	4815	4823	0.3786	40	15.78
scaffold_81	42.2716	35126	0.3787	100.0000	35126	4955	4937	0.3913	44	16.84
scaffold_82	39.8509	35111	0.3713	100.0000	35111	4665	4640	0.3818	38	27.23
scaffold_83	39.0012	34989	0.3667	100.0000	34989	4516	4501	0.3770	40	13.35
scaffold_84	37.5189	34986	0.3582	100.0000	34986	4373	4373	0.3744	37	15.92
scaffold_85	41.1798	34975	0.3665	100.0000	34975	4805	4798	0.3791	41	15.57
scaffold_86	42.3827	34700	0.3701	100.0000	34700	4869	4946	0.3819	42	14.73
scaffold_87	43.9350	34432	0.3709	100.0000	34432	5071	5028	0.3842	43	14.81
scaffold_88	40.4146	34326	0.3760	100.0000	34326	4613	4602	0.3901	41	14.94
scaffold_89	40.6851	34313	0.3778	100.0000	34313	4681	4628	0.3855	40	13.64
scaffold_90	42.7943	34225	0.3813	100.0000	34225	4847	4851	0.3893	42	13.80
scaffold_91	42.8605	34133	0.3747	100.0000	34133	4859	4806	0.3867	43	14.01
scaffold_92	43.9534	34039	0.3779	100.0000	34039	4980	4954	0.3867	43	15.29
scaffold_93	38.2217	34005	0.3599	100.0000	34005	4358	4307	0.3721	38	14.62
scaffold_94	44.3179	33984	0.3721	100.0000	33984	5049	4996	0.3825	45	15.00
scaffold_95	40.4996	33911	0.3735	100.0000	33911	4569	4586	0.3854	41	14.52
scaffold_96	43.5099	33890	0.3748	100.0000	33890	4724	4775	0.3911	44	16.92
scaffold_97	43.1910	33857	0.3790	100.0000	33857	4838	4832	0.3889	44	14.00
scaffold_98	44.2663	33814	0.3697	100.0000	33814	4959	4983	0.3778	45	12.99
scaffold_99	41.3264	33811	0.3730	100.0000	33811	4591	4584	0.3829	42	14.08
scaffold_100	39.9433	33766	0.3748	100.0000	33766	4508	4487	0.3869	41	14.65
scaffold_101	43.5846	33581	0.3692	100.0000	33581	4869	4807	0.3773	44	13.73
scaffold_102	38.8355	33248	0.3749	100.0000	33248	4299	4314	0.3865	39	14.11
scaffold_103	41.2376	33235	0.3672	100.0000	33235	4571	4550	0.3752	42	12.31
scaffold_104	39.1443	33230	0.3709	100.0000	33230	4347	4323	0.3844	38	19.03
scaffold_105	44.0547	33165	0.3774	100.0000	33165	4887	4852	0.3895	45	15.10
scaffold_106	44.4820	33018	0.3828	100.0000	33018	4900	4843	0.3919	44	15.23
scaffold_107	40.5842	32979	0.3704	100.0000	32979	4377	4352	0.3761	39	16.09
scaffold_108	35.0225	32684	0.3629	100.0000	32684	3817	3812	0.3717	35	12.65
scaffold_109	43.1286	32664	0.3709	100.0000	32664	4662	4656	0.3842	42	15.79
scaffold_110	40.4047	32662	0.3787	100.0000	32662	4425	4375	0.3882	41	13.06
scaffold_111	39.8326	32515	0.3644	100.0000	32515	4282	4321	0.3772	39	15.85
scaffold_112	42.4044	32447	0.3564	100.0000	32447	4560	4564	0.3679	42	19.37
scaffold_113	42.4015	32234	0.3739	100.0000	32234	4572	4547	0.3849	43	15.65
scaffold_114	40.5847	32184	0.3649	100.0000	32184	4399	4300	0.3769	40	16.18
scaffold_115	38.0747	32153	0.3695	100.0000	32153	4085	4077	0.3815	38	13.25
scaffold_116	38.6553	31969	0.3615	100.0000	31969	4050	4114	0.3751	38	16.55
scaffold_117	40.7750	31710	0.3681	100.0000	31710	4308	4319	0.3773	42	16.00
scaffold_118	38.0359	31683	0.3727	100.0000	31683	4008	4035	0.3856	40	13.74
scaffold_119	39.8166	31661	0.3809	100.0000	31661	4193	4193	0.3882	40	12.05
scaffold_120	40.2279	31649	0.3846	100.0000	31649	4215	4258	0.3935	39	12.99
scaffold_121	43.9001	31647	0.3781	100.0000	31647	4554	4587	0.3877	42	15.45
scaffold_122	39.7518	31614	0.3685	100.0000	31614	4175	4198	0.3820	40	14.84
scaffold_123	41.9847	31528	0.3763	100.0000	31528	4364	4398	0.3869	41	14.38
scaffold_124	38.9073	31473	0.3661	100.0000	31473	4069	4061	0.3786	39	14.88
scaffold_125	38.9026	31403	0.3686	100.0000	31403	4101	4046	0.3808	38	13.60
scaffold_126	42.1497	31284	0.3597	100.0000	31284	4226	4244	0.3705	42	15.16
scaffold_127	44.3859	31227	0.3762	100.0000	31227	4586	4577	0.3856	46	15.17
scaffold_128	40.6383	31202	0.3721	100.0000	31202	4249	4206	0.3815	41	13.08
scaffold_129	43.1168	31086	0.3771	100.0000	31086	4311	4339	0.3886	42	14.98
scaffold_130	41.9020	31028	0.3803	100.0000	31028	4303	4249	0.3935	42	14.29
scaffold_131	41.2423	30982	0.3790	100.0000	30982	4259	4261	0.3882	40	13.18
scaffold_132	40.8930	30962	0.3693	100.0000	30962	4219	4223	0.3801	43	12.97
scaffold_133	39.1707	30792	0.3634	100.0000	30792	4014	4028	0.3764	40	14.73
scaffold_134	39.6570	30757	0.3698	100.0000	30757	4045	4088	0.3867	40	16.03
scaffold_135	44.1670	30681	0.3641	100.0000	30681	4434	4410	0.3737	43	18.23
scaffold_136	277.5930	30679	0.3798	100.0000	30679	29746	26888	0.4503	39	1282.38
scaffold_137	44.5256	30426	0.3695	100.0000	30426	4520	4506	0.3745	44	21.92
scaffold_138	39.0330	30344	0.3659	100.0000	30344	3964	3938	0.3736	39	11.40
scaffold_139	46.4543	30334	0.3700	100.0000	30334	4591	4561	0.3817	45	15.43
scaffold_140	39.6062	30183	0.3671	100.0000	30183	3891	3891	0.3760	39	14.11
scaffold_141	41.1331	30078	0.3796	100.0000	30078	4117	4133	0.3906	42	13.68
scaffold_142	48.1458	30048	0.3659	100.0000	30048	4786	4834	0.3862	42	51.05
scaffold_143	41.3532	29946	0.3666	100.0000	29946	4087	4102	0.3797	42	15.66
scaffold_144	44.5107	29942	0.3796	100.0000	29942	4409	4429	0.3893	45	15.40
scaffold_145	42.3406	29813	0.3890	100.0000	29813	4191	4228	0.4000	43	13.72
scaffold_146	40.8481	29785	0.3565	100.0000	29785	4036	4080	0.3713	41	16.90
scaffold_147	49.0661	29772	0.3696	99.9899	29769	4857	4816	0.3775	47	24.22
scaffold_148	44.6959	29710	0.3693	100.0000	29710	4417	4427	0.3773	41	28.45
scaffold_149	43.2027	29685	0.3735	100.0000	29685	4270	4281	0.3837	44	14.51
scaffold_150	45.6496	29554	0.3774	100.0000	29554	4511	4492	0.3862	47	13.34
scaffold_151	38.3363	29534	0.3636	100.0000	29534	3709	3775	0.3767	37	14.80
scaffold_152	38.2914	29493	0.3686	100.0000	29493	3722	3766	0.3828	38	14.67
scaffold_153	40.5123	29475	0.3779	100.0000	29475	3984	3943	0.3879	40	14.10
scaffold_154	40.6804	29406	0.3675	100.0000	29406	3976	3936	0.3754	40	13.78
scaffold_155	39.0829	29406	0.3806	100.0000	29406	3808	3786	0.3954	38	15.94
scaffold_156	40.7975	29404	0.3794	99.9830	29399	4003	3998	0.3903	40	13.84
