#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	194.0748	20909	0.4117	100.0000	20909	13306	13318	0.4135	194	33.99
scaffold_2	69.7442	18360	0.3820	99.9020	18342	4241	4302	0.3937	68	37.23
scaffold_3	93.3007	17880	0.3976	100.0000	17880	5502	5614	0.4006	85	42.64
scaffold_4	95.7774	17596	0.4436	100.0000	17596	5563	5567	0.4445	97	16.78
scaffold_5	63.3670	17340	0.3900	100.0000	17340	3665	3656	0.4014	67	19.98
scaffold_6	80.8269	17327	0.3753	100.0000	17327	4660	4676	0.3842	88	27.38
scaffold_7	67.2233	16651	0.3875	100.0000	16651	3694	3702	0.3944	69	21.35
scaffold_8	62.8605	16561	0.3636	100.0000	16561	3471	3454	0.3791	62	31.37
scaffold_9	63.0322	16549	0.3718	100.0000	16549	3485	3436	0.3901	66	26.02
scaffold_10	1280.3126	15919	0.3157	100.0000	15919	67040	67617	0.3492	1041	1037.53
scaffold_11	93.8321	15731	0.4562	100.0000	15731	4124	4369	0.4722	88	62.17
scaffold_12	107.2368	15500	0.3840	100.0000	15500	5517	5467	0.4011	85	70.53
scaffold_13	57.0980	15225	0.3580	100.0000	15225	2908	2878	0.3665	55	24.84
scaffold_14	70.5967	15181	0.3846	100.0000	15181	3277	3301	0.3977	75	22.53
scaffold_15	143.3445	14955	0.4320	100.0000	14955	7109	7017	0.4743	83	268.62
scaffold_16	57.8620	14606	0.3639	100.0000	14606	2809	2831	0.3836	55	38.52
scaffold_17	183.1674	14560	0.3519	100.0000	14560	7862	9895	0.3987	50	930.50
scaffold_18	60.8226	14502	0.3708	100.0000	14502	2942	2924	0.3902	65	26.82
scaffold_19	73.5875	14322	0.4030	100.0000	14322	3523	3505	0.4149	74	22.48
scaffold_20	65.1908	13607	0.3863	100.0000	13607	2954	2960	0.3996	64	28.09
scaffold_21	56.1005	13378	0.3631	100.0000	13378	2498	2506	0.3930	57	29.24
scaffold_22	85.1841	13219	0.3539	100.0000	13219	3696	3695	0.3598	72	52.19
scaffold_23	82.0044	13042	0.3866	100.0000	13042	3041	3083	0.3960	86	22.33
scaffold_24	99.3837	12944	0.3880	100.0000	12944	4304	4272	0.3980	77	115.06
scaffold_25	58.5538	12675	0.3658	100.0000	12675	2489	2453	0.3795	62	22.96
scaffold_26	65.7048	12646	0.3679	100.0000	12646	2758	2764	0.3778	71	24.64
scaffold_27	63.5049	12449	0.3741	100.0000	12449	2637	2629	0.3883	68	24.46
scaffold_28	73.3071	12447	0.3888	100.0000	12447	3056	3030	0.3983	72	37.92
scaffold_29	75.4057	12335	0.3955	100.0000	12335	3037	3140	0.4095	71	37.33
scaffold_30	90.2796	12246	0.3954	91.6136	11219	2638	2653	0.4021	87	57.66
scaffold_31	61.2400	12227	0.4039	100.0000	12227	2489	2474	0.4361	64	28.79
scaffold_32	75.9510	12193	0.4559	100.0000	12193	2820	2758	0.4805	77	33.75
scaffold_33	39.4940	12181	0.3205	100.0000	12181	1619	1588	0.3470	37	26.60
scaffold_34	42.8216	12113	0.3603	100.0000	12113	1407	1400	0.3677	25	42.08
scaffold_35	53.8567	12111	0.3702	100.0000	12111	2186	2162	0.3790	55	20.04
scaffold_36	71.4453	12042	0.4040	100.0000	12042	2856	2882	0.4150	74	22.93
scaffold_37	201.3591	11995	0.4726	100.0000	11995	6853	6567	0.4813	137	156.16
scaffold_38	77.1355	11950	0.3828	100.0000	11950	3081	3066	0.3881	78	17.91
scaffold_39	83.9022	11925	0.3877	100.0000	11925	3382	3290	0.4268	72	122.50
scaffold_40	72.1184	11846	0.3630	100.0000	11846	2766	2814	0.3725	73	42.12
scaffold_41	58.0777	11724	0.3495	100.0000	11724	2227	2266	0.3541	61	14.30
scaffold_42	59.9911	11625	0.3726	100.0000	11625	2211	2189	0.3959	64	27.87
scaffold_43	67.5584	11605	0.4284	100.0000	11605	2603	2625	0.4395	71	20.18
scaffold_44	92.8969	11528	0.4414	100.0000	11528	3588	3540	0.4397	80	63.79
scaffold_45	79.0456	11160	0.3965	100.0000	11160	2625	2596	0.4107	81	24.06
scaffold_46	55.4518	11089	0.3432	100.0000	11089	1940	1978	0.3663	50	49.54
scaffold_47	76.1130	11073	0.4131	100.0000	11073	2805	2816	0.4291	78	25.18
scaffold_48	69.2751	10992	0.3827	100.0000	10992	2539	2534	0.3898	74	23.83
scaffold_49	65.8565	10876	0.3778	100.0000	10876	2403	2368	0.3917	68	24.32
scaffold_50	88.0411	10854	0.3954	100.0000	10854	3165	3182	0.4034	84	37.36
scaffold_51	68.5822	10854	0.3934	100.0000	10854	2496	2467	0.4167	73	27.42
scaffold_52	76.3164	10671	0.3931	100.0000	10671	2725	2714	0.4022	80	23.88
scaffold_53	61.3639	10570	0.3607	100.0000	10570	2164	2160	0.3782	62	32.57
scaffold_54	66.0497	10554	0.3830	100.0000	10554	2347	2301	0.4012	72	24.86
scaffold_55	125.8064	10454	0.4194	100.0000	10454	4346	4370	0.4120	66	208.01
scaffold_56	65.1909	10451	0.3983	100.0000	10451	2280	2264	0.4228	72	27.40
scaffold_57	59.2534	10449	0.3901	99.7990	10428	2070	2058	0.4219	64	28.15
scaffold_58	75.0806	10399	0.3364	99.6827	10366	2597	2611	0.3557	72	40.78
scaffold_59	59.0370	10317	0.3782	100.0000	10317	2024	2030	0.3902	64	24.73
scaffold_60	70.9013	10299	0.3645	100.0000	10299	2433	2434	0.3803	80	28.13
scaffold_61	76.2490	10289	0.3778	100.0000	10289	2588	2634	0.3936	85	32.06
scaffold_62	75.4844	10270	0.3418	100.0000	10270	2484	2476	0.3545	75	37.56
scaffold_63	41.2823	10238	0.3257	100.0000	10238	1395	1424	0.3511	36	24.85
scaffold_64	65.8440	10146	0.3768	100.0000	10146	2227	2228	0.3915	67	23.97
scaffold_65	60.7189	10140	0.3932	100.0000	10140	2067	2040	0.4064	65	21.41
scaffold_66	52.9737	10138	0.3609	100.0000	10138	1785	1765	0.3841	55	24.09
scaffold_67	66.4710	10109	0.3639	100.0000	10109	2247	2232	0.3699	71	22.73
scaffold_68	69.0516	10103	0.3868	100.0000	10103	2281	2305	0.3946	72	20.01
scaffold_69	77.0176	10022	0.4112	100.0000	10022	2591	2554	0.4203	79	20.20
scaffold_70	52.7100	9986	0.3484	100.0000	9986	1758	1754	0.3648	54	23.71
scaffold_71	68.3029	9977	0.3631	100.0000	9977	2281	2264	0.3745	71	23.71
scaffold_72	76.7579	9956	0.4277	100.0000	9956	2541	2554	0.4415	78	31.22
scaffold_73	60.1570	9927	0.3770	100.0000	9927	1975	2006	0.4048	64	32.81
scaffold_74	76.7277	9909	0.4398	100.0000	9909	2501	2540	0.4494	80	22.16
scaffold_75	69.4068	9894	0.3895	99.9697	9891	2296	2285	0.4003	69	29.02
scaffold_76	93.4236	9834	0.4289	100.0000	9834	3017	3012	0.4361	87	38.33
scaffold_77	76.5942	9791	0.3998	100.0000	9791	2500	2501	0.4091	72	39.19
scaffold_78	48.7302	9731	0.3501	100.0000	9731	1562	1599	0.3874	42	33.38
scaffold_79	59.0976	9699	0.3470	100.0000	9699	1881	1939	0.3697	58	41.45
scaffold_80	67.0323	9653	0.3788	100.0000	9653	2155	2157	0.3876	69	18.65
scaffold_81	39.2423	9636	0.3263	100.0000	9636	1251	1272	0.3475	39	21.09
scaffold_82	65.8043	9634	0.3985	100.0000	9634	2114	2112	0.4122	67	19.49
scaffold_83	104.7894	9628	0.4655	100.0000	9628	3264	3351	0.4888	84	82.12
scaffold_84	77.1060	9586	0.3832	100.0000	9586	2366	2560	0.3999	74	77.23
scaffold_85	55.6940	9552	0.3421	100.0000	9552	1775	1773	0.3599	59	25.50
scaffold_86	72.8976	9533	0.3873	99.9685	9530	2293	2340	0.3939	73	21.06
scaffold_87	73.6193	9521	0.4100	100.0000	9521	2349	2325	0.4359	81	35.08
scaffold_88	87.3271	9474	0.4060	100.0000	9474	2749	2766	0.4093	87	18.65
scaffold_89	75.0788	9455	0.3792	100.0000	9455	2358	2371	0.3867	77	22.26
scaffold_90	55.1423	9435	0.3630	100.0000	9435	1749	1718	0.3714	56	18.16
scaffold_91	90.7232	9434	0.4839	100.0000	9434	2602	2439	0.4928	88	37.39
scaffold_92	56.7499	9434	0.3422	99.9894	9433	1799	1768	0.3534	60	23.32
scaffold_93	47.0315	9406	0.3311	100.0000	9406	1460	1488	0.3629	37	35.23
scaffold_94	119.2995	9363	0.3946	100.0000	9363	3690	3729	0.4166	128	42.71
scaffold_95	53.7676	9356	0.3429	100.0000	9356	1684	1674	0.3579	52	26.51
scaffold_96	260.1852	9304	0.3629	100.0000	9304	8085	7977	0.4072	76	270.94
scaffold_97	75.9741	9302	0.4431	100.0000	9302	2367	2348	0.4678	86	28.29
scaffold_98	74.1805	9284	0.3734	100.0000	9284	2303	2288	0.3787	77	21.21
scaffold_99	44.7367	9283	0.3317	100.0000	9283	1388	1383	0.3480	43	22.20
scaffold_100	58.6882	9254	0.3669	100.0000	9254	1854	1787	0.3903	64	27.75
scaffold_101	51.6339	9209	0.3481	100.0000	9209	1598	1572	0.3656	55	24.43
scaffold_102	54.1731	9207	0.3300	100.0000	9207	1608	1720	0.3557	47	43.19
scaffold_103	44.1714	9129	0.3454	100.0000	9129	1349	1339	0.3682	44	20.09
scaffold_104	70.3200	9122	0.3960	100.0000	9122	2133	2144	0.4118	75	25.08
scaffold_105	69.7953	9113	0.3738	100.0000	9113	2118	2126	0.3942	76	29.42
scaffold_106	38.3296	9109	0.3084	100.0000	9109	1162	1167	0.3257	38	19.41
scaffold_107	71.2627	9105	0.3473	99.9341	9099	2178	2145	0.3757	70	46.22
scaffold_108	70.2998	9086	0.3804	100.0000	9086	2125	2131	0.4048	77	31.94
scaffold_109	63.0401	9074	0.3598	100.0000	9074	1915	1902	0.3862	71	30.87
scaffold_110	61.9341	9063	0.3776	100.0000	9063	1864	1857	0.3877	63	23.77
scaffold_111	47.9859	9027	0.3395	100.0000	9027	1427	1440	0.3594	45	28.21
scaffold_112	49.2008	9014	0.3505	100.0000	9014	1441	1535	0.3756	48	23.03
scaffold_113	90.1949	8952	0.4262	100.0000	8952	2706	2681	0.4309	95	20.56
scaffold_114	70.0237	8931	0.3401	100.0000	8931	2089	2075	0.3750	65	43.52
scaffold_115	77.8529	8893	0.3868	100.0000	8893	2291	2324	0.3914	80	18.66
scaffold_116	66.4113	8892	0.3767	100.0000	8892	1975	1960	0.3946	66	30.13
scaffold_117	54.0667	8864	0.3458	100.0000	8864	1614	1575	0.3698	49	35.70
scaffold_118	65.8308	8860	0.3796	100.0000	8860	1922	1965	0.3961	66	30.84
scaffold_119	52.8454	8856	0.3544	100.0000	8856	1552	1534	0.3701	53	19.97
scaffold_120	50.4646	8786	0.3633	100.0000	8786	1468	1439	0.3856	50	24.07
scaffold_121	44.2690	8778	0.3521	100.0000	8778	1253	1264	0.3719	48	20.76
scaffold_122	72.1215	8772	0.3803	100.0000	8772	2114	2104	0.4045	83	33.67
scaffold_123	69.4289	8766	0.4233	100.0000	8766	1983	2040	0.4401	66	32.03
scaffold_124	58.2570	8752	0.3414	100.0000	8752	1713	1684	0.3603	59	31.56
scaffold_125	61.0105	8735	0.3624	100.0000	8735	1780	1772	0.3771	65	22.90
scaffold_126	70.1904	8722	0.4043	100.0000	8722	2038	2038	0.4196	74	23.00
scaffold_127	51.8405	8698	0.3384	100.0000	8698	1508	1479	0.3680	52	34.51
scaffold_128	71.9918	8686	0.3483	100.0000	8686	2121	2042	0.3671	50	63.43
scaffold_129	57.2097	8669	0.3675	100.0000	8669	1650	1658	0.3932	64	28.73
scaffold_130	89.7095	8668	0.3766	100.0000	8668	2619	2561	0.4043	78	80.18
scaffold_131	60.3837	8651	0.3779	100.0000	8651	1727	1733	0.3970	65	23.57
scaffold_132	73.2389	8641	0.3794	100.0000	8641	2064	2093	0.3917	82	27.78
