#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	61.5419	92049	0.3656	100.0000	92049	18740	18812	0.3764	61	19.88
scaffold_2	61.4810	85474	0.3703	100.0000	85474	17356	17337	0.3823	62	21.57
scaffold_3	61.8560	84881	0.3741	100.0000	84881	17395	17398	0.3851	63	20.82
scaffold_4	62.0572	84413	0.3706	100.0000	84413	17164	17126	0.3838	61	20.58
scaffold_5	64.4658	83889	0.3770	100.0000	83889	17796	17925	0.3877	64	21.01
scaffold_6	63.0784	80525	0.3751	100.0000	80525	16834	16866	0.3871	63	20.97
scaffold_7	65.1970	79029	0.3742	100.0000	79029	17206	17132	0.3877	65	22.04
scaffold_8	61.7660	77758	0.3780	100.0000	77758	15866	15836	0.3914	60	21.77
scaffold_9	64.9239	75122	0.3745	100.0000	75122	16171	16139	0.3897	65	24.42
scaffold_10	63.9236	74564	0.3764	99.9772	74547	15892	15865	0.3891	63	22.34
scaffold_11	65.9608	73470	0.3848	100.0000	73470	16001	16036	0.3996	65	26.54
scaffold_12	66.5670	73367	0.3820	100.0000	73367	16142	16206	0.3971	67	24.05
scaffold_13	61.5360	71695	0.3713	100.0000	71695	14636	14700	0.3825	62	20.76
scaffold_14	62.0669	71055	0.3787	100.0000	71055	14590	14581	0.3929	62	22.05
scaffold_15	64.7609	70963	0.3815	100.0000	70963	15012	14975	0.3968	63	23.23
scaffold_16	62.4171	69894	0.3743	100.0000	69894	14274	14269	0.3897	61	23.23
scaffold_17	70.8481	69442	0.3899	100.0000	69442	16239	16239	0.4058	72	24.65
scaffold_18	68.8741	68199	0.3747	100.0000	68199	15356	15537	0.3936	65	38.03
scaffold_19	62.5812	67832	0.3697	100.0000	67832	14200	14105	0.3831	60	41.99
scaffold_20	64.4159	67598	0.3790	100.0000	67598	14387	14428	0.3927	61	33.53
scaffold_21	60.6522	67039	0.3607	100.0000	67039	13337	13347	0.3690	59	30.46
scaffold_22	62.2645	66516	0.3698	100.0000	66516	13731	13733	0.3816	63	23.28
scaffold_23	64.3183	65779	0.3814	100.0000	65779	14040	14028	0.3934	66	22.18
scaffold_24	64.0281	65031	0.3823	100.0000	65031	13712	13740	0.3959	62	23.30
scaffold_25	64.0783	64042	0.3755	100.0000	64042	13561	13542	0.3882	64	22.60
scaffold_26	72.4288	64001	0.3852	100.0000	64001	15321	15320	0.4040	69	59.97
scaffold_27	62.2483	62486	0.3714	99.9984	62485	12651	12690	0.3812	63	19.95
scaffold_28	141.4797	62308	0.3737	100.0000	62308	29859	28593	0.4165	64	513.39
scaffold_29	71.5891	61786	0.3738	100.0000	61786	14356	14349	0.3864	74	23.36
scaffold_30	64.5715	61542	0.3722	100.0000	61542	13008	12999	0.3830	65	20.79
scaffold_31	64.9807	61142	0.3733	100.0000	61142	13080	13142	0.3880	65	22.89
