#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	49.9208	145235	0.3432	95.4804	138671	18841	18964	0.3565	45	47.89
scaffold_2	83.6845	144698	0.3491	100.0000	144698	39730	39885	0.3640	82	36.05
scaffold_3	48.8575	144579	0.3486	95.2912	137771	19386	19403	0.3663	38	48.50
scaffold_4	93.7011	134587	0.3526	100.0000	134587	42091	41317	0.3628	87	158.91
scaffold_5	81.0897	122045	0.3483	100.0000	122045	32565	32524	0.3618	80	31.53
scaffold_6	81.6611	116587	0.3449	100.0000	116587	31260	31234	0.3579	83	31.77
scaffold_7	83.5626	115995	0.3459	100.0000	115995	31746	32359	0.3656	78	75.59
scaffold_8	83.2316	104362	0.3486	100.0000	104362	28701	28694	0.3624	82	32.25
scaffold_9	82.6977	104218	0.3452	100.0000	104218	28324	28338	0.3593	82	33.06
scaffold_10	80.0419	101515	0.3460	100.0000	101515	26315	26285	0.3593	79	31.63
scaffold_11	86.4289	97063	0.3473	100.0000	97063	27442	27433	0.3616	86	34.60
scaffold_12	81.5477	96351	0.3495	100.0000	96351	25639	25646	0.3608	82	30.30
scaffold_13	90.6033	95399	0.3552	100.0000	95399	28433	28475	0.3679	90	35.47
scaffold_14	84.5871	94824	0.3486	100.0000	94824	26249	26285	0.3663	83	37.32
scaffold_15	73.0802	92888	0.3362	100.0000	92888	22268	22342	0.3514	70	33.43
scaffold_16	82.3546	91886	0.3494	100.0000	91886	24465	24677	0.3653	84	34.48
scaffold_17	82.7846	91329	0.3484	99.9672	91299	24707	24792	0.3623	82	32.96
scaffold_18	83.5800	91284	0.3426	99.9638	91251	25129	25196	0.3573	83	34.71
scaffold_19	82.3748	90738	0.3474	100.0000	90738	24648	24684	0.3595	82	30.67
scaffold_20	86.7472	90092	0.3530	100.0000	90092	25649	25602	0.3673	86	34.09
scaffold_21	80.8347	89743	0.3458	100.0000	89743	23754	23818	0.3574	82	31.44
scaffold_22	81.6941	89246	0.3521	100.0000	89246	23969	24083	0.3652	82	31.07
scaffold_23	81.9820	89164	0.3485	100.0000	89164	24156	24220	0.3592	83	29.25
scaffold_24	77.0309	88192	0.3436	100.0000	88192	22502	22564	0.3579	76	32.56
scaffold_25	86.8498	87137	0.3481	100.0000	87137	24809	24960	0.3655	83	45.59
scaffold_26	89.8348	85396	0.3560	100.0000	85396	25217	25212	0.3696	89	33.38
scaffold_27	82.3014	85272	0.3469	100.0000	85272	23191	23171	0.3637	82	35.19
scaffold_28	83.4228	84281	0.3457	100.0000	84281	22743	22803	0.3657	79	46.11
scaffold_29	80.9117	83584	0.3492	100.0000	83584	22315	22310	0.3665	79	33.77
scaffold_30	82.6761	83548	0.3473	100.0000	83548	22798	22768	0.3610	83	33.37
scaffold_31	76.2838	83441	0.3469	100.0000	83441	20779	20802	0.3589	78	29.70
scaffold_32	82.8005	81760	0.3465	100.0000	81760	22319	22305	0.3622	83	33.63
scaffold_33	84.7346	81749	0.3530	100.0000	81749	22870	22883	0.3653	84	31.97
scaffold_34	82.6851	79866	0.3480	100.0000	79866	21879	21809	0.3635	85	35.49
scaffold_35	85.0020	79513	0.3516	100.0000	79513	22261	22225	0.3650	85	33.79
scaffold_36	83.2584	78723	0.3468	100.0000	78723	21533	21490	0.3586	82	32.69
scaffold_37	83.3743	78403	0.3465	100.0000	78403	21449	21380	0.3597	84	34.04
