#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	8047.0436	12954	0.3766	100.0000	12954	344546	344421	0.4296	6636	7882.15
scaffold_2	909.5808	9117	0.3425	100.0000	9117	26863	26403	0.3587	1181	650.86
scaffold_3	1214.1583	8349	0.3308	100.0000	8349	29519	29999	0.3377	1408	1052.53
scaffold_4	936.4966	7858	0.3482	100.0000	7858	25897	21223	0.3852	537	1571.15
scaffold_5	1541.1721	7204	0.3722	100.0000	7204	22953	22842	0.4097	2081	1024.32
scaffold_6	677.7114	6390	0.3238	100.0000	6390	15023	13526	0.3350	718	479.72
scaffold_7	665.4576	6182	0.3060	100.0000	6182	12882	13332	0.3147	520	415.41
scaffold_8	1066.8570	5935	0.3525	100.0000	5935	20032	21643	0.3462	1035	689.36
scaffold_9	747.1176	5917	0.3282	100.0000	5917	14446	14700	0.3369	733	453.58
scaffold_10	1348.1334	5877	0.3793	100.0000	5877	25487	26243	0.3835	1324	441.31
scaffold_11	1121.5526	5360	0.3757	100.0000	5360	20093	19958	0.3813	1146	207.43
scaffold_12	1913.5238	5340	0.3320	100.0000	5340	33120	34044	0.3282	1974	916.79
scaffold_13	652.1778	5214	0.4083	100.0000	5214	11457	11121	0.4123	671	149.33
scaffold_14	1664.7323	4674	0.5396	100.0000	4674	23609	24148	0.5172	1480	952.76
scaffold_15	1086.2454	4450	0.3849	100.0000	4450	16049	15960	0.3858	858	898.98
scaffold_16	2294.9170	4314	0.4803	100.0000	4314	32163	33407	0.4783	2173	1397.69
scaffold_17	3459.8802	3539	0.3394	100.0000	3539	41198	39952	0.3400	3583	545.13
scaffold_18	1395.3028	3405	0.3565	100.0000	3405	14427	16820	0.3519	1314	782.84
scaffold_19	920.9658	3394	0.3282	100.0000	3394	10552	10276	0.3378	918	317.97
scaffold_20	2362.2087	2698	0.3736	100.0000	2698	20242	21745	0.3674	2321	1134.59
scaffold_21	1593.0624	2563	0.3593	100.0000	2563	13789	13438	0.3729	1680	564.03
scaffold_22	619.9800	1601	0.3398	100.0000	1601	3207	3426	0.3611	603	275.91
scaffold_23	6517.8838	1248	0.4191	100.0000	1248	26744	25792	0.4387	7184	2674.28
scaffold_24	1415.8709	1077	0.4011	100.0000	1077	4828	4852	0.4048	1587	816.88
scaffold_25	2898.2613	727	0.4017	100.0000	727	6830	6843	0.4065	2923	1632.93
scaffold_26	5302.1178	611	0.4059	100.0000	611	10377	11501	0.3981	5615	956.86
