#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	82.9037	67434	0.3616	100.0000	67434	18463	18559	0.3739	84	29.03
scaffold_2	132.0565	63382	0.3698	100.0000	63382	27734	27722	0.3835	134	45.68
scaffold_3	85.4394	57609	0.3721	100.0000	57609	16401	16381	0.3887	84	32.97
scaffold_4	89.2421	53555	0.3711	100.0000	53555	15829	15829	0.3817	90	28.32
scaffold_5	87.8499	52252	0.3673	100.0000	52252	15154	15293	0.3846	89	33.49
scaffold_6	91.8070	52162	0.3709	100.0000	52162	15879	15802	0.3852	94	34.04
scaffold_7	92.3443	49691	0.3676	100.0000	49691	15150	15062	0.3796	92	38.22
scaffold_8	84.8822	48315	0.3566	100.0000	48315	13598	13526	0.3693	84	32.62
scaffold_9	91.7123	45957	0.3622	100.0000	45957	13927	13887	0.3738	93	32.02
scaffold_10	99.6767	45172	0.3741	100.0000	45172	14838	15195	0.3854	93	75.06
scaffold_11	94.2046	44545	0.3735	100.0000	44545	14035	13942	0.3911	99	36.26
scaffold_12	82.6165	44472	0.3565	100.0000	44472	12156	12187	0.3672	84	27.31
scaffold_13	82.0159	44007	0.3584	100.0000	44007	11975	11906	0.3675	84	26.13
scaffold_14	87.4875	43754	0.3639	100.0000	43754	12602	12580	0.3767	90	32.04
scaffold_15	93.0606	42056	0.3856	100.0000	42056	12893	12919	0.3988	93	33.32
scaffold_16	92.5004	41766	0.3696	100.0000	41766	12728	12785	0.3839	93	32.24
scaffold_17	85.1640	41022	0.3636	100.0000	41022	11576	11593	0.3734	85	31.71
scaffold_18	87.4010	40565	0.3603	100.0000	40565	11901	11691	0.3779	86	45.60
scaffold_19	132.1007	40455	0.3686	100.0000	40455	17677	17728	0.3836	132	46.13
scaffold_20	86.1977	40253	0.3611	100.0000	40253	11543	11468	0.3709	86	27.24
scaffold_21	82.7686	39708	0.3599	100.0000	39708	10829	10856	0.3706	79	34.21
scaffold_22	86.7082	39655	0.3564	100.0000	39655	11414	11373	0.3701	87	32.27
scaffold_23	99.8914	39510	0.3866	100.0000	39510	13024	12983	0.3967	99	34.75
scaffold_24	88.3062	38941	0.3623	100.0000	38941	11470	11454	0.3770	86	33.17
scaffold_25	87.5448	38545	0.3729	100.0000	38545	11209	11207	0.3831	88	28.99
scaffold_26	82.1223	38132	0.3578	100.0000	38132	10462	10424	0.3764	82	36.21
scaffold_27	91.5964	37937	0.3775	100.0000	37937	11472	11566	0.3938	92	33.84
scaffold_28	82.3748	37801	0.3520	100.0000	37801	10323	10327	0.3628	82	29.01
scaffold_29	90.7787	37567	0.3747	100.0000	37567	11393	11345	0.3825	95	26.35
scaffold_30	84.4500	36861	0.3664	100.0000	36861	10258	10291	0.3765	86	28.25
scaffold_31	85.4894	36534	0.3581	100.0000	36534	10387	10434	0.3720	83	32.10
scaffold_32	79.0278	36137	0.3599	100.0000	36137	9344	9400	0.3734	79	29.13
scaffold_33	83.6338	35978	0.3610	99.8138	35911	9986	9994	0.3694	86	26.71
scaffold_34	90.1079	35875	0.3582	100.0000	35875	10663	10844	0.3701	87	74.16
scaffold_35	93.4816	35408	0.3686	100.0000	35408	11039	11048	0.3800	90	32.95
scaffold_36	85.3384	35274	0.3666	100.0000	35274	10055	9998	0.3780	84	30.04
scaffold_37	94.8114	35095	0.3807	100.0000	35095	10786	10859	0.3950	96	32.69
scaffold_38	79.9526	35059	0.3603	99.8574	35009	9242	9376	0.3743	82	29.96
scaffold_39	74.9059	34988	0.3452	100.0000	34988	8551	8572	0.3609	75	32.03
scaffold_40	91.7330	34787	0.3774	100.0000	34787	10660	10619	0.3913	91	30.12
scaffold_41	116.2384	34666	0.3843	100.0000	34666	13306	13462	0.3813	104	172.32
scaffold_42	86.9907	34009	0.3658	100.0000	34009	9851	9836	0.3723	84	25.92
scaffold_43	87.9713	33885	0.3694	100.0000	33885	9907	9959	0.3777	89	28.54
scaffold_44	85.5070	33873	0.3557	100.0000	33873	9596	9559	0.3654	86	26.75
scaffold_45	79.9856	33755	0.3559	100.0000	33755	8967	8967	0.3708	82	31.05
scaffold_46	79.3647	33683	0.3531	100.0000	33683	8593	8629	0.3615	81	24.28
scaffold_47	127.7726	33378	0.3634	100.0000	33378	14044	14013	0.3753	131	43.94
scaffold_48	96.7593	33138	0.3709	99.9909	33135	10637	10646	0.3844	95	34.87
scaffold_49	81.8484	33126	0.3674	100.0000	33126	9027	8910	0.3770	85	26.91
scaffold_50	90.8515	33073	0.3760	100.0000	33073	10003	10039	0.3914	91	32.70
scaffold_51	81.1130	32694	0.3542	100.0000	32694	8712	8777	0.3710	77	32.33
scaffold_52	87.4275	31952	0.3592	100.0000	31952	9247	9167	0.3693	87	31.92
scaffold_53	97.2829	31880	0.3741	100.0000	31880	10317	10320	0.3826	98	29.50
scaffold_54	85.1435	31793	0.3604	100.0000	31793	9027	9022	0.3692	86	27.84
scaffold_55	76.6700	31417	0.3549	100.0000	31417	7991	7974	0.3664	75	29.60
scaffold_56	80.9094	31174	0.3677	99.7755	31104	8393	8422	0.3776	80	27.42
scaffold_57	91.8662	30965	0.3649	100.0000	30965	9480	9478	0.3764	94	30.41
scaffold_58	83.6392	30863	0.3582	100.0000	30863	8569	8563	0.3700	82	31.10
scaffold_59	105.0887	30766	0.3935	100.0000	30766	10653	10693	0.4044	105	31.91
