#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	40.3630	35772	0.3661	100.0000	35772	4828	4800	0.3827	41	14.70
scaffold_2	31.5784	33017	0.3324	100.0000	33017	3453	3493	0.3465	30	13.19
scaffold_3	111.2219	32307	0.3417	100.0000	32307	11842	11881	0.3679	119	51.98
scaffold_4	45.7450	30636	0.3693	100.0000	30636	4672	4676	0.3763	46	13.15
scaffold_5	147.1329	29652	0.3451	100.0000	29652	12237	12296	0.3608	145	83.62
scaffold_6	1429.1894	28664	0.3601	100.0000	28664	130118	130590	0.3790	1341	842.18
scaffold_7	40.6885	28440	0.3595	100.0000	28440	3807	3808	0.3741	42	14.72
scaffold_8	36.5157	28201	0.3314	100.0000	28201	3436	3403	0.3436	36	14.01
scaffold_9	39.1540	27098	0.3399	100.0000	27098	3526	3544	0.3518	40	15.05
scaffold_10	38.1547	25897	0.3384	100.0000	25897	3178	3188	0.3496	39	13.81
scaffold_11	31.3787	24935	0.3256	100.0000	24935	2571	2646	0.3459	31	18.71
scaffold_12	94.4645	24446	0.3306	99.7873	24394	7585	7734	0.3358	96	47.09
scaffold_13	122.8407	24362	0.3399	100.0000	24362	9964	9947	0.3504	132	40.15
scaffold_14	40.2612	23824	0.3367	100.0000	23824	3185	3205	0.3475	40	15.10
scaffold_15	37.3527	23337	0.3389	100.0000	23337	2872	2912	0.3543	37	15.65
scaffold_16	39.8847	22471	0.3697	100.0000	22471	2965	2976	0.3845	41	14.67
scaffold_17	139.2499	22401	0.3995	99.8527	22368	10330	10372	0.4158	145	42.57
scaffold_18	37.3368	22222	0.3408	100.0000	22222	2776	2759	0.3526	37	12.69
scaffold_19	34.8005	21670	0.3335	100.0000	21670	2504	2522	0.3421	35	11.32
scaffold_20	1485.5985	21193	0.4000	100.0000	21193	96519	95591	0.3910	1437	707.86
scaffold_21	114.0896	21139	0.3436	100.0000	21139	8048	8028	0.3612	116	45.29
scaffold_22	39.2896	20710	0.3747	100.0000	20710	2724	2713	0.3862	40	13.39
scaffold_23	127.3746	20387	0.3879	100.0000	20387	8683	8629	0.4003	134	35.47
scaffold_24	42.8639	20220	0.3451	100.0000	20220	2893	2888	0.3592	42	17.03
scaffold_25	40.7132	20077	0.3666	100.0000	20077	2725	2722	0.3809	42	13.90
scaffold_26	35.9182	19679	0.3272	100.0000	19679	2335	2324	0.3369	36	11.73
scaffold_27	39.0292	19673	0.3501	100.0000	19673	2555	2562	0.3617	41	13.85
scaffold_28	45.7878	19450	0.4072	100.0000	19450	2977	2962	0.4222	47	13.79
scaffold_29	39.6268	19124	0.3376	100.0000	19124	2525	2502	0.3540	39	16.36
scaffold_30	91.0669	18964	0.3062	99.7522	18917	5734	5783	0.3215	89	42.24
scaffold_31	73.6512	18217	0.3553	99.8573	18191	4452	4504	0.3688	77	27.71
scaffold_32	102.0897	18154	0.3312	99.5373	18070	6159	6196	0.3474	103	42.47
scaffold_33	33.2992	18069	0.3303	100.0000	18069	1994	2009	0.3442	33	13.62
scaffold_34	121.6965	17902	0.3486	99.8324	17872	7256	7270	0.3703	130	55.39
scaffold_35	71.0547	17838	0.3229	99.7982	17802	4212	4252	0.3344	69	27.05
scaffold_36	45.2604	17816	0.3883	100.0000	17816	2642	2667	0.4003	45	13.85
scaffold_37	39.3165	17781	0.3518	100.0000	17781	2330	2333	0.3676	37	20.27
scaffold_38	32.0778	17605	0.3326	100.0000	17605	1885	1879	0.3461	32	13.23
scaffold_39	108.2810	17297	0.3446	100.0000	17297	6260	6227	0.3592	117	42.22
scaffold_40	75.1132	17045	0.3663	99.7477	17002	4203	4324	0.3918	72	41.49
scaffold_41	39.0314	16916	0.3707	100.0000	16916	2201	2202	0.3824	42	14.14
scaffold_42	77.8595	16297	0.3457	100.0000	16297	4225	4244	0.3596	80	31.79
scaffold_43	33.1910	16295	0.3289	100.0000	16295	1821	1784	0.3372	33	11.07
scaffold_44	134.5062	16198	0.3618	100.0000	16198	7227	7235	0.3698	137	39.35
scaffold_45	120.6724	16180	0.3662	99.6230	16119	6519	6506	0.3829	128	40.72
scaffold_46	78.4706	16165	0.3693	99.7092	16118	4229	4211	0.3876	83	29.76
scaffold_47	68.2970	15871	0.3312	100.0000	15871	3559	3623	0.3463	69	30.44
