ID,status,superkingdom,phylum,class,order,family,genus,species,strain
NODE_1_length_62727_cov_23.314466,nomatch,,,,,,,,
NODE_2_length_54974_cov_23.645208,nomatch,,,,,,,,
NODE_3_length_54470_cov_22.063721,nomatch,,,,,,,,
NODE_4_length_52373_cov_23.493556,nomatch,,,,,,,,
NODE_5_length_51176_cov_23.942818,nomatch,,,,,,,,
NODE_6_length_50767_cov_22.286033,nomatch,,,,,,,,
NODE_7_length_50566_cov_23.081443,nomatch,,,,,,,,
NODE_8_length_50033_cov_21.709854,nomatch,,,,,,,,
NODE_9_length_45207_cov_25.005119,nomatch,,,,,,,,
NODE_10_length_45102_cov_24.032071,nomatch,,,,,,,,
NODE_11_length_44585_cov_22.562955,nomatch,,,,,,,,
NODE_12_length_43153_cov_24.020940,nomatch,,,,,,,,
split1_NODE_13_length_39789_cov_20.659901,nomatch,,,,,,,,
split2_NODE_13_length_39789_cov_20.659901,nomatch,,,,,,,,
NODE_14_length_39580_cov_24.361922,nomatch,,,,,,,,
NODE_15_length_37465_cov_21.819381,nomatch,,,,,,,,
NODE_16_length_37460_cov_23.346040,nomatch,,,,,,,,
NODE_17_length_37392_cov_22.502050,nomatch,,,,,,,,
NODE_18_length_37150_cov_22.713484,nomatch,,,,,,,,
NODE_19_length_36871_cov_22.556939,nomatch,,,,,,,,
NODE_20_length_35798_cov_22.985135,nomatch,,,,,,,,
NODE_21_length_35333_cov_22.736045,nomatch,,,,,,,,
NODE_22_length_34075_cov_23.015295,nomatch,,,,,,,,
NODE_23_length_33879_cov_28.840246,nomatch,,,,,,,,
NODE_24_length_33450_cov_23.770533,nomatch,,,,,,,,
NODE_25_length_33417_cov_25.838632,nomatch,,,,,,,,
NODE_26_length_33213_cov_21.047924,nomatch,,,,,,,,
NODE_27_length_33176_cov_22.651802,nomatch,,,,,,,,
NODE_28_length_32766_cov_24.545963,nomatch,,,,,,,,
NODE_29_length_32740_cov_21.032606,nomatch,,,,,,,,
NODE_30_length_31701_cov_25.470276,nomatch,,,,,,,,
NODE_31_length_31617_cov_21.211192,nomatch,,,,,,,,
NODE_32_length_31566_cov_23.733526,nomatch,,,,,,,,
NODE_33_length_31513_cov_22.289509,nomatch,,,,,,,,
NODE_34_length_31493_cov_20.750159,nomatch,,,,,,,,
NODE_35_length_31455_cov_22.862993,nomatch,,,,,,,,
NODE_36_length_31139_cov_23.540242,nomatch,,,,,,,,
NODE_37_length_30875_cov_23.288655,nomatch,,,,,,,,
NODE_38_length_30861_cov_23.245127,nomatch,,,,,,,,
NODE_39_length_30456_cov_21.921755,nomatch,,,,,,,,
NODE_40_length_30378_cov_22.799439,nomatch,,,,,,,,
NODE_41_length_30346_cov_21.759259,nomatch,,,,,,,,
NODE_42_length_30092_cov_24.564185,nomatch,,,,,,,,
NODE_43_length_29937_cov_24.326792,nomatch,,,,,,,,
NODE_44_length_29823_cov_22.776743,nomatch,,,,,,,,
NODE_45_length_29434_cov_24.724904,nomatch,,,,,,,,
NODE_46_length_29216_cov_21.589705,nomatch,,,,,,,,
NODE_47_length_29104_cov_22.921797,nomatch,,,,,,,,
