ID,status,superkingdom,phylum,class,order,family,genus,species,strain
NODE_1_length_132053_cov_41.007691,nomatch,,,,,,,,
NODE_2_length_122322_cov_43.321881,nomatch,,,,,,,,
NODE_3_length_110649_cov_39.461573,nomatch,,,,,,,,
NODE_4_length_105803_cov_42.659516,nomatch,,,,,,,,
NODE_5_length_101538_cov_39.774682,nomatch,,,,,,,,
NODE_6_length_98628_cov_39.951212,nomatch,,,,,,,,
NODE_7_length_98447_cov_41.814019,nomatch,,,,,,,,
NODE_8_length_97520_cov_38.886467,nomatch,,,,,,,,
NODE_9_length_96832_cov_39.938308,nomatch,,,,,,,,
NODE_10_length_95738_cov_40.620033,nomatch,,,,,,,,
NODE_11_length_92824_cov_37.704799,nomatch,,,,,,,,
NODE_12_length_89084_cov_38.680969,nomatch,,,,,,,,
NODE_13_length_87689_cov_43.206593,nomatch,,,,,,,,
NODE_14_length_87091_cov_40.991036,nomatch,,,,,,,,
NODE_15_length_84764_cov_39.060670,nomatch,,,,,,,,
NODE_16_length_83471_cov_41.030578,nomatch,,,,,,,,
NODE_17_length_79332_cov_40.349404,nomatch,,,,,,,,
NODE_18_length_79068_cov_40.913813,nomatch,,,,,,,,
NODE_19_length_78377_cov_39.383091,nomatch,,,,,,,,
NODE_20_length_78305_cov_39.571343,nomatch,,,,,,,,
NODE_21_length_76892_cov_38.656760,nomatch,,,,,,,,
NODE_22_length_75578_cov_39.251679,nomatch,,,,,,,,
NODE_23_length_74261_cov_39.636471,nomatch,,,,,,,,
NODE_24_length_72241_cov_38.762319,nomatch,,,,,,,,
NODE_25_length_70058_cov_41.102599,nomatch,,,,,,,,
NODE_26_length_69936_cov_41.238362,nomatch,,,,,,,,
NODE_27_length_69807_cov_39.505507,nomatch,,,,,,,,
NODE_28_length_69386_cov_42.939907,nomatch,,,,,,,,
NODE_29_length_68200_cov_39.182464,nomatch,,,,,,,,
NODE_30_length_67682_cov_42.446195,nomatch,,,,,,,,
NODE_31_length_67253_cov_39.529371,nomatch,,,,,,,,
NODE_32_length_66911_cov_42.638657,nomatch,,,,,,,,
NODE_33_length_66364_cov_39.297781,nomatch,,,,,,,,
NODE_34_length_66312_cov_38.035148,nomatch,,,,,,,,
NODE_35_length_66261_cov_37.545691,nomatch,,,,,,,,
NODE_36_length_65594_cov_42.340522,nomatch,,,,,,,,
NODE_37_length_65275_cov_39.409460,nomatch,,,,,,,,
NODE_38_length_65267_cov_41.573385,nomatch,,,,,,,,
NODE_39_length_64569_cov_39.421231,nomatch,,,,,,,,
NODE_40_length_63923_cov_39.719450,nomatch,,,,,,,,
NODE_41_length_63895_cov_39.633928,nomatch,,,,,,,,
NODE_42_length_63799_cov_38.859766,nomatch,,,,,,,,
NODE_43_length_63519_cov_42.578733,nomatch,,,,,,,,
NODE_44_length_62939_cov_39.178391,nomatch,,,,,,,,
NODE_45_length_62755_cov_41.191168,nomatch,,,,,,,,
NODE_46_length_62518_cov_40.540654,nomatch,,,,,,,,
NODE_47_length_62507_cov_39.083162,nomatch,,,,,,,,
