ID,status,superkingdom,phylum,class,order,family,genus,species,strain
NODE_1_length_38783_cov_32.842763,nomatch,,,,,,,,
NODE_2_length_37069_cov_36.158088,nomatch,,,,,,,,
NODE_3_length_31176_cov_33.040162,nomatch,,,,,,,,
NODE_4_length_30767_cov_26.492196,nomatch,,,,,,,,
NODE_5_length_30002_cov_33.028538,nomatch,,,,,,,,
NODE_6_length_29721_cov_31.864661,nomatch,,,,,,,,
NODE_7_length_29331_cov_34.213065,nomatch,,,,,,,,
NODE_8_length_28236_cov_26.944352,nomatch,,,,,,,,
NODE_9_length_26968_cov_24.980588,nomatch,,,,,,,,
NODE_10_length_26686_cov_22.730505,nomatch,,,,,,,,
NODE_11_length_26237_cov_33.257072,nomatch,,,,,,,,
NODE_12_length_26016_cov_28.881607,nomatch,,,,,,,,
NODE_13_length_25297_cov_33.290841,nomatch,,,,,,,,
NODE_14_length_25219_cov_27.251362,nomatch,,,,,,,,
NODE_15_length_25101_cov_32.472387,nomatch,,,,,,,,
NODE_16_length_24750_cov_28.494711,nomatch,,,,,,,,
NODE_17_length_24596_cov_28.582440,nomatch,,,,,,,,
NODE_18_length_24396_cov_28.104733,nomatch,,,,,,,,
NODE_19_length_24351_cov_25.642292,nomatch,,,,,,,,
NODE_20_length_23847_cov_30.018173,nomatch,,,,,,,,
NODE_21_length_23697_cov_29.145851,nomatch,,,,,,,,
NODE_22_length_23621_cov_28.553602,nomatch,,,,,,,,
NODE_23_length_23561_cov_23.719511,nomatch,,,,,,,,
NODE_24_length_23494_cov_32.125678,nomatch,,,,,,,,
NODE_25_length_23447_cov_27.874369,nomatch,,,,,,,,
NODE_26_length_23318_cov_32.363409,nomatch,,,,,,,,
NODE_27_length_23021_cov_29.225452,nomatch,,,,,,,,
NODE_28_length_23014_cov_37.526398,nomatch,,,,,,,,
NODE_29_length_22993_cov_28.177125,nomatch,,,,,,,,
NODE_30_length_22841_cov_26.537779,nomatch,,,,,,,,
NODE_31_length_22836_cov_29.516741,nomatch,,,,,,,,
NODE_32_length_22475_cov_26.757434,nomatch,,,,,,,,
NODE_33_length_22245_cov_28.034780,nomatch,,,,,,,,
NODE_34_length_22219_cov_25.044051,nomatch,,,,,,,,
NODE_35_length_22146_cov_31.624179,nomatch,,,,,,,,
NODE_36_length_22135_cov_33.454121,nomatch,,,,,,,,
NODE_37_length_21883_cov_26.874157,nomatch,,,,,,,,
NODE_38_length_21629_cov_27.977125,nomatch,,,,,,,,
NODE_39_length_21520_cov_26.401809,nomatch,,,,,,,,
NODE_40_length_21466_cov_34.044696,nomatch,,,,,,,,
NODE_41_length_21248_cov_39.687057,nomatch,,,,,,,,
NODE_42_length_21236_cov_29.718890,nomatch,,,,,,,,
NODE_43_length_21159_cov_31.363723,nomatch,,,,,,,,
NODE_44_length_21089_cov_26.318247,nomatch,,,,,,,,
NODE_45_length_20954_cov_36.748910,nomatch,,,,,,,,
NODE_46_length_20946_cov_27.310700,nomatch,,,,,,,,
NODE_47_length_20878_cov_30.015865,nomatch,,,,,,,,
NODE_48_length_20875_cov_30.674969,nomatch,,,,,,,,
NODE_49_length_20830_cov_25.778597,nomatch,,,,,,,,
NODE_50_length_20762_cov_24.106889,nomatch,,,,,,,,
NODE_51_length_20625_cov_31.495571,nomatch,,,,,,,,
NODE_52_length_20545_cov_53.882890,nomatch,,,,,,,,
NODE_53_length_20541_cov_31.882525,nomatch,,,,,,,,
NODE_54_length_20401_cov_22.641852,nomatch,,,,,,,,
NODE_55_length_20289_cov_32.377795,nomatch,,,,,,,,
NODE_56_length_20247_cov_32.345711,nomatch,,,,,,,,
NODE_57_length_20122_cov_30.685408,nomatch,,,,,,,,
NODE_58_length_20104_cov_28.835073,nomatch,,,,,,,,
NODE_59_length_19926_cov_28.798982,nomatch,,,,,,,,
NODE_60_length_19869_cov_27.799667,nomatch,,,,,,,,
NODE_61_length_19834_cov_32.437921,nomatch,,,,,,,,
NODE_62_length_19541_cov_29.342992,nomatch,,,,,,,,
NODE_63_length_19288_cov_29.409973,nomatch,,,,,,,,
NODE_64_length_19164_cov_30.416282,nomatch,,,,,,,,
NODE_65_length_19160_cov_31.727401,nomatch,,,,,,,,
NODE_66_length_19102_cov_23.000263,nomatch,,,,,,,,
NODE_67_length_19081_cov_21.203747,nomatch,,,,,,,,
NODE_68_length_18862_cov_52.141123,nomatch,,,,,,,,
NODE_69_length_18822_cov_28.210990,nomatch,,,,,,,,
NODE_70_length_18778_cov_23.198332,nomatch,,,,,,,,
NODE_71_length_18645_cov_28.194614,nomatch,,,,,,,,
NODE_72_length_18497_cov_27.572313,nomatch,,,,,,,,
NODE_73_length_18414_cov_31.109124,nomatch,,,,,,,,
NODE_74_length_18237_cov_24.875165,nomatch,,,,,,,,
NODE_75_length_18125_cov_25.212766,nomatch,,,,,,,,
NODE_76_length_18060_cov_29.865373,nomatch,,,,,,,,
NODE_77_length_18053_cov_35.584223,nomatch,,,,,,,,
NODE_78_length_17931_cov_36.404589,nomatch,,,,,,,,
NODE_79_length_17932_cov_34.808905,nomatch,,,,,,,,
NODE_80_length_17925_cov_31.199406,nomatch,,,,,,,,
NODE_81_length_17919_cov_25.885103,nomatch,,,,,,,,
NODE_82_length_17911_cov_28.297634,nomatch,,,,,,,,
NODE_83_length_17891_cov_31.716178,nomatch,,,,,,,,
NODE_84_length_17824_cov_25.843072,nomatch,,,,,,,,
NODE_85_length_17766_cov_30.557578,nomatch,,,,,,,,
NODE_86_length_17762_cov_35.402940,nomatch,,,,,,,,
NODE_87_length_17754_cov_27.182497,nomatch,,,,,,,,
NODE_88_length_17711_cov_30.875071,nomatch,,,,,,,,
NODE_89_length_17636_cov_31.606811,nomatch,,,,,,,,
NODE_90_length_17623_cov_32.514932,nomatch,,,,,,,,
NODE_91_length_17613_cov_27.886576,nomatch,,,,,,,,
NODE_92_length_17610_cov_26.793646,nomatch,,,,,,,,
NODE_93_length_17570_cov_28.667010,nomatch,,,,,,,,
NODE_94_length_17556_cov_28.847989,nomatch,,,,,,,,
NODE_95_length_17535_cov_34.359090,nomatch,,,,,,,,
NODE_96_length_17521_cov_33.306180,nomatch,,,,,,,,
NODE_97_length_17504_cov_28.960521,nomatch,,,,,,,,
NODE_98_length_17493_cov_37.269120,nomatch,,,,,,,,
NODE_99_length_17408_cov_26.400612,nomatch,,,,,,,,
NODE_100_length_17386_cov_28.971171,nomatch,,,,,,,,
NODE_101_length_17369_cov_26.396137,nomatch,,,,,,,,
NODE_102_length_17355_cov_28.505816,nomatch,,,,,,,,
NODE_103_length_17309_cov_38.293001,nomatch,,,,,,,,
NODE_104_length_17265_cov_25.867089,nomatch,,,,,,,,
NODE_105_length_17263_cov_25.233097,nomatch,,,,,,,,
NODE_106_length_17260_cov_29.963394,nomatch,,,,,,,,
NODE_107_length_17218_cov_32.728896,nomatch,,,,,,,,
NODE_108_length_17185_cov_32.005378,nomatch,,,,,,,,
NODE_109_length_17182_cov_37.851973,nomatch,,,,,,,,
NODE_110_length_17179_cov_24.020290,nomatch,,,,,,,,
NODE_111_length_17157_cov_27.656440,nomatch,,,,,,,,
NODE_112_length_17092_cov_31.455010,nomatch,,,,,,,,
NODE_113_length_17090_cov_30.504320,nomatch,,,,,,,,
NODE_114_length_17068_cov_33.649991,nomatch,,,,,,,,
NODE_115_length_17059_cov_23.259098,nomatch,,,,,,,,
NODE_116_length_17057_cov_26.382038,nomatch,,,,,,,,
NODE_117_length_17014_cov_26.475232,nomatch,,,,,,,,
NODE_118_length_16997_cov_29.407270,nomatch,,,,,,,,
NODE_119_length_16952_cov_28.450311,nomatch,,,,,,,,
NODE_120_length_16871_cov_31.254377,nomatch,,,,,,,,
NODE_121_length_16785_cov_27.377783,nomatch,,,,,,,,
NODE_122_length_16779_cov_30.906059,nomatch,,,,,,,,
NODE_123_length_16769_cov_30.580578,nomatch,,,,,,,,
NODE_124_length_16728_cov_29.399015,nomatch,,,,,,,,
NODE_125_length_16689_cov_31.002167,nomatch,,,,,,,,
NODE_126_length_16649_cov_35.753259,nomatch,,,,,,,,
NODE_127_length_16646_cov_23.613797,nomatch,,,,,,,,
NODE_128_length_16600_cov_32.255841,nomatch,,,,,,,,
NODE_129_length_16542_cov_33.606316,nomatch,,,,,,,,
NODE_130_length_16542_cov_26.304100,nomatch,,,,,,,,
NODE_131_length_16524_cov_27.555481,nomatch,,,,,,,,
NODE_132_length_16492_cov_26.317575,nomatch,,,,,,,,
NODE_133_length_16439_cov_30.309192,nomatch,,,,,,,,
NODE_134_length_16420_cov_34.390259,nomatch,,,,,,,,
NODE_135_length_16417_cov_22.200612,nomatch,,,,,,,,
NODE_136_length_16310_cov_29.713300,nomatch,,,,,,,,
NODE_137_length_16287_cov_31.282973,nomatch,,,,,,,,
NODE_138_length_16286_cov_24.821642,nomatch,,,,,,,,
NODE_139_length_16281_cov_27.908418,nomatch,,,,,,,,
NODE_140_length_16257_cov_29.516996,nomatch,,,,,,,,
NODE_141_length_16224_cov_32.813959,nomatch,,,,,,,,
NODE_142_length_16194_cov_30.905131,nomatch,,,,,,,,
NODE_143_length_16133_cov_32.755605,nomatch,,,,,,,,
NODE_144_length_16120_cov_32.440815,nomatch,,,,,,,,
NODE_145_length_16059_cov_19.352334,nomatch,,,,,,,,
NODE_146_length_16057_cov_27.752253,nomatch,,,,,,,,
NODE_147_length_16049_cov_38.434260,nomatch,,,,,,,,
NODE_148_length_16044_cov_32.892591,nomatch,,,,,,,,
NODE_149_length_16029_cov_25.718781,nomatch,,,,,,,,
NODE_150_length_15993_cov_36.630458,nomatch,,,,,,,,
NODE_151_length_15848_cov_28.844588,nomatch,,,,,,,,
NODE_152_length_15842_cov_33.400203,nomatch,,,,,,,,
NODE_153_length_15801_cov_28.438438,nomatch,,,,,,,,
NODE_154_length_15782_cov_26.607195,nomatch,,,,,,,,
NODE_155_length_15739_cov_37.341952,nomatch,,,,,,,,
NODE_156_length_15740_cov_28.670114,nomatch,,,,,,,,
NODE_157_length_15615_cov_26.815110,nomatch,,,,,,,,
NODE_158_length_15606_cov_25.631464,nomatch,,,,,,,,
NODE_159_length_15590_cov_41.769047,nomatch,,,,,,,,
NODE_160_length_15581_cov_30.349974,nomatch,,,,,,,,
NODE_161_length_15568_cov_28.067394,nomatch,,,,,,,,
NODE_162_length_15554_cov_33.939006,nomatch,,,,,,,,
NODE_163_length_15533_cov_24.487093,nomatch,,,,,,,,
NODE_164_length_15521_cov_25.871018,nomatch,,,,,,,,
NODE_165_length_15452_cov_41.908163,nomatch,,,,,,,,
NODE_166_length_15426_cov_27.202228,nomatch,,,,,,,,
NODE_167_length_15394_cov_28.253379,nomatch,,,,,,,,
NODE_168_length_15291_cov_32.740305,nomatch,,,,,,,,
NODE_169_length_15165_cov_27.384014,nomatch,,,,,,,,
NODE_170_length_15158_cov_28.759300,nomatch,,,,,,,,
NODE_171_length_15154_cov_29.610400,nomatch,,,,,,,,
NODE_172_length_15103_cov_33.227539,nomatch,,,,,,,,
NODE_173_length_15090_cov_33.239992,nomatch,,,,,,,,
NODE_174_length_15086_cov_26.287228,nomatch,,,,,,,,
NODE_175_length_15075_cov_25.682224,nomatch,,,,,,,,
NODE_176_length_15060_cov_27.136555,nomatch,,,,,,,,
NODE_177_length_15029_cov_26.976792,nomatch,,,,,,,,
NODE_178_length_14999_cov_23.602600,nomatch,,,,,,,,
NODE_179_length_14998_cov_21.320823,nomatch,,,,,,,,
NODE_180_length_14989_cov_27.228071,nomatch,,,,,,,,
NODE_181_length_14968_cov_34.775905,nomatch,,,,,,,,
NODE_182_length_14967_cov_25.927267,nomatch,,,,,,,,
NODE_183_length_14964_cov_22.531941,nomatch,,,,,,,,
NODE_184_length_14956_cov_28.315008,nomatch,,,,,,,,
NODE_185_length_14913_cov_24.671677,nomatch,,,,,,,,
NODE_186_length_14881_cov_27.363483,nomatch,,,,,,,,
NODE_187_length_14861_cov_31.273674,nomatch,,,,,,,,
