ID,status,superkingdom,phylum,class,order,family,genus,species,strain
NODE_1_length_65930_cov_27.036718,nomatch,,,,,,,,
NODE_2_length_63289_cov_26.385227,nomatch,,,,,,,,
NODE_3_length_57470_cov_26.678149,nomatch,,,,,,,,
NODE_4_length_54113_cov_33.841643,nomatch,,,,,,,,
NODE_5_length_53285_cov_27.622200,nomatch,,,,,,,,
NODE_6_length_52209_cov_28.217260,nomatch,,,,,,,,
NODE_7_length_51607_cov_26.985717,nomatch,,,,,,,,
NODE_8_length_51317_cov_28.004781,nomatch,,,,,,,,
NODE_9_length_50601_cov_31.330853,nomatch,,,,,,,,
NODE_10_length_49354_cov_26.096597,nomatch,,,,,,,,
NODE_11_length_49211_cov_24.520068,nomatch,,,,,,,,
NODE_12_length_48833_cov_25.053183,nomatch,,,,,,,,
NODE_13_length_48661_cov_27.608575,nomatch,,,,,,,,
NODE_14_length_48620_cov_26.468533,nomatch,,,,,,,,
NODE_15_length_48172_cov_26.121717,nomatch,,,,,,,,
NODE_16_length_47620_cov_27.566708,nomatch,,,,,,,,
NODE_17_length_47245_cov_25.913479,nomatch,,,,,,,,
NODE_18_length_47113_cov_28.479888,nomatch,,,,,,,,
NODE_19_length_46160_cov_26.403381,nomatch,,,,,,,,
NODE_20_length_46051_cov_25.282268,nomatch,,,,,,,,
NODE_21_length_46030_cov_25.496159,nomatch,,,,,,,,
NODE_22_length_45891_cov_26.653425,nomatch,,,,,,,,
NODE_23_length_45867_cov_26.105787,nomatch,,,,,,,,
NODE_24_length_45095_cov_25.161447,nomatch,,,,,,,,
NODE_25_length_44328_cov_25.817111,nomatch,,,,,,,,
NODE_26_length_44013_cov_28.091110,nomatch,,,,,,,,
NODE_27_length_43971_cov_26.054859,nomatch,,,,,,,,
NODE_28_length_43894_cov_26.352534,nomatch,,,,,,,,
NODE_29_length_43744_cov_27.350997,nomatch,,,,,,,,
NODE_30_length_43184_cov_26.870578,nomatch,,,,,,,,
NODE_31_length_41221_cov_25.861705,nomatch,,,,,,,,
NODE_32_length_41018_cov_28.733641,nomatch,,,,,,,,
NODE_33_length_40743_cov_25.953966,nomatch,,,,,,,,
NODE_34_length_40399_cov_25.784832,nomatch,,,,,,,,
NODE_35_length_40197_cov_27.245688,nomatch,,,,,,,,
NODE_36_length_40143_cov_25.930115,nomatch,,,,,,,,
NODE_37_length_40104_cov_26.373473,nomatch,,,,,,,,
NODE_38_length_39981_cov_25.463989,nomatch,,,,,,,,
NODE_39_length_39765_cov_29.198171,nomatch,,,,,,,,
NODE_40_length_39656_cov_25.979080,nomatch,,,,,,,,
NODE_41_length_39506_cov_26.634355,nomatch,,,,,,,,
NODE_42_length_39359_cov_26.331730,nomatch,,,,,,,,
NODE_43_length_39175_cov_25.710215,nomatch,,,,,,,,
NODE_44_length_38776_cov_27.343084,nomatch,,,,,,,,
NODE_45_length_38650_cov_27.306665,nomatch,,,,,,,,
NODE_46_length_38289_cov_26.683607,nomatch,,,,,,,,
NODE_47_length_37895_cov_27.183907,nomatch,,,,,,,,
NODE_48_length_37372_cov_24.220485,nomatch,,,,,,,,
NODE_49_length_37340_cov_27.908998,nomatch,,,,,,,,
NODE_50_length_37203_cov_23.894791,nomatch,,,,,,,,
NODE_51_length_36971_cov_23.223722,nomatch,,,,,,,,
NODE_52_length_36610_cov_27.839542,nomatch,,,,,,,,
NODE_53_length_36073_cov_26.575425,nomatch,,,,,,,,
NODE_54_length_35909_cov_27.029192,nomatch,,,,,,,,
NODE_55_length_35867_cov_24.238642,nomatch,,,,,,,,
NODE_56_length_35779_cov_26.772954,nomatch,,,,,,,,
NODE_57_length_35762_cov_26.228387,nomatch,,,,,,,,
NODE_58_length_35698_cov_24.172398,nomatch,,,,,,,,
NODE_59_length_35675_cov_26.426625,nomatch,,,,,,,,
NODE_60_length_35602_cov_28.765911,nomatch,,,,,,,,
NODE_61_length_35539_cov_24.651542,nomatch,,,,,,,,
NODE_62_length_35395_cov_25.692197,nomatch,,,,,,,,
NODE_63_length_35305_cov_29.362325,nomatch,,,,,,,,
NODE_64_length_35304_cov_25.887586,nomatch,,,,,,,,
NODE_65_length_35120_cov_25.252861,nomatch,,,,,,,,
NODE_66_length_34770_cov_23.921166,nomatch,,,,,,,,
NODE_67_length_34477_cov_25.880930,nomatch,,,,,,,,
NODE_68_length_34293_cov_23.044102,nomatch,,,,,,,,
NODE_69_length_34015_cov_26.195121,nomatch,,,,,,,,
NODE_70_length_33946_cov_24.933213,nomatch,,,,,,,,
NODE_71_length_33656_cov_26.503380,nomatch,,,,,,,,
NODE_72_length_33605_cov_27.059622,nomatch,,,,,,,,
NODE_73_length_33288_cov_27.562404,nomatch,,,,,,,,
NODE_74_length_33176_cov_25.717303,nomatch,,,,,,,,
NODE_75_length_32913_cov_26.130345,nomatch,,,,,,,,
NODE_76_length_32747_cov_25.798163,nomatch,,,,,,,,
NODE_77_length_32595_cov_27.695123,nomatch,,,,,,,,
NODE_78_length_32548_cov_25.959318,nomatch,,,,,,,,
NODE_79_length_32536_cov_27.106011,nomatch,,,,,,,,
NODE_80_length_32280_cov_23.153619,nomatch,,,,,,,,
NODE_81_length_32166_cov_28.286640,nomatch,,,,,,,,
NODE_82_length_32087_cov_26.203780,nomatch,,,,,,,,
NODE_83_length_32019_cov_25.861092,nomatch,,,,,,,,
NODE_84_length_31971_cov_30.277732,nomatch,,,,,,,,
NODE_85_length_31920_cov_22.698301,nomatch,,,,,,,,
NODE_86_length_31916_cov_27.465435,nomatch,,,,,,,,
NODE_87_length_31885_cov_25.318379,nomatch,,,,,,,,
NODE_88_length_31833_cov_24.454024,nomatch,,,,,,,,
