ID,status,superkingdom,phylum,class,order,family,genus,species,strain
NODE_1_length_24197_cov_34.770771,nomatch,,,,,,,,
NODE_2_length_21864_cov_24.154542,nomatch,,,,,,,,
NODE_3_length_21808_cov_21.304036,nomatch,,,,,,,,
NODE_4_length_21461_cov_34.525673,nomatch,,,,,,,,
NODE_5_length_20798_cov_26.379615,nomatch,,,,,,,,
NODE_6_length_20668_cov_27.227575,nomatch,,,,,,,,
NODE_7_length_20658_cov_49.469997,nomatch,,,,,,,,
NODE_8_length_20022_cov_25.402557,nomatch,,,,,,,,
NODE_9_length_19981_cov_21.660822,nomatch,,,,,,,,
NODE_10_length_19718_cov_28.174176,nomatch,,,,,,,,
NODE_11_length_19538_cov_30.976466,nomatch,,,,,,,,
NODE_12_length_19373_cov_24.778814,nomatch,,,,,,,,
NODE_13_length_19290_cov_35.344715,nomatch,,,,,,,,
NODE_14_length_19271_cov_23.796759,nomatch,,,,,,,,
NODE_15_length_19183_cov_45.321051,nomatch,,,,,,,,
NODE_16_length_19167_cov_23.669827,nomatch,,,,,,,,
NODE_17_length_19073_cov_27.484576,nomatch,,,,,,,,
NODE_18_length_18894_cov_23.528299,nomatch,,,,,,,,
NODE_19_length_18608_cov_32.388475,nomatch,,,,,,,,
NODE_20_length_18510_cov_28.059838,nomatch,,,,,,,,
NODE_21_length_18369_cov_30.400722,nomatch,,,,,,,,
NODE_22_length_17703_cov_25.489731,nomatch,,,,,,,,
NODE_23_length_17044_cov_32.694937,nomatch,,,,,,,,
NODE_24_length_16790_cov_24.814695,nomatch,,,,,,,,
NODE_25_length_16685_cov_28.145472,nomatch,,,,,,,,
NODE_26_length_16646_cov_21.437504,nomatch,,,,,,,,
NODE_27_length_16601_cov_31.119281,nomatch,,,,,,,,
NODE_28_length_16576_cov_25.286502,nomatch,,,,,,,,
NODE_29_length_16547_cov_36.632726,nomatch,,,,,,,,
NODE_30_length_16372_cov_82.468643,nomatch,,,,,,,,
NODE_31_length_16324_cov_24.527974,nomatch,,,,,,,,
NODE_32_length_16281_cov_25.147186,nomatch,,,,,,,,
NODE_33_length_16234_cov_22.850777,nomatch,,,,,,,,
NODE_34_length_16102_cov_33.190764,nomatch,,,,,,,,
NODE_35_length_16075_cov_29.558132,nomatch,,,,,,,,
NODE_36_length_16056_cov_29.231992,nomatch,,,,,,,,
NODE_37_length_15692_cov_26.818892,nomatch,,,,,,,,
NODE_38_length_15684_cov_23.865765,nomatch,,,,,,,,
NODE_39_length_15395_cov_26.721178,nomatch,,,,,,,,
NODE_40_length_15339_cov_51.806972,nomatch,,,,,,,,
NODE_41_length_15318_cov_28.929073,nomatch,,,,,,,,
NODE_42_length_15287_cov_23.964431,nomatch,,,,,,,,
NODE_43_length_15287_cov_23.575477,nomatch,,,,,,,,
NODE_44_length_15244_cov_19.668820,nomatch,,,,,,,,
NODE_45_length_15237_cov_28.904617,nomatch,,,,,,,,
NODE_46_length_15226_cov_20.562149,nomatch,,,,,,,,
NODE_47_length_15055_cov_39.392576,nomatch,,,,,,,,
NODE_48_length_15041_cov_162.540564,nomatch,,,,,,,,
NODE_49_length_14857_cov_29.742625,nomatch,,,,,,,,
NODE_50_length_14789_cov_25.529160,nomatch,,,,,,,,
NODE_51_length_14697_cov_25.290834,nomatch,,,,,,,,
NODE_52_length_14542_cov_28.217145,nomatch,,,,,,,,
NODE_53_length_14509_cov_21.621535,nomatch,,,,,,,,
NODE_54_length_14463_cov_21.663075,nomatch,,,,,,,,
NODE_55_length_14437_cov_30.121927,nomatch,,,,,,,,
NODE_56_length_14409_cov_33.118825,nomatch,,,,,,,,
NODE_57_length_14290_cov_20.558925,nomatch,,,,,,,,
NODE_58_length_14263_cov_27.291555,nomatch,,,,,,,,
NODE_59_length_14255_cov_30.679362,nomatch,,,,,,,,
NODE_60_length_14231_cov_25.000212,nomatch,,,,,,,,
NODE_61_length_14133_cov_21.429852,nomatch,,,,,,,,
NODE_62_length_14034_cov_32.444150,nomatch,,,,,,,,
NODE_63_length_14027_cov_22.128172,nomatch,,,,,,,,
NODE_64_length_14004_cov_30.046313,nomatch,,,,,,,,
NODE_65_length_13983_cov_24.824824,nomatch,,,,,,,,
NODE_66_length_13919_cov_22.182344,nomatch,,,,,,,,
NODE_67_length_13907_cov_22.561027,nomatch,,,,,,,,
NODE_68_length_13881_cov_22.853883,nomatch,,,,,,,,
NODE_69_length_13790_cov_28.000729,nomatch,,,,,,,,
NODE_70_length_13748_cov_27.862263,nomatch,,,,,,,,
NODE_71_length_13701_cov_31.321638,nomatch,,,,,,,,
NODE_72_length_13675_cov_23.991837,nomatch,,,,,,,,
NODE_73_length_13638_cov_26.562422,nomatch,,,,,,,,
NODE_74_length_13613_cov_24.417258,nomatch,,,,,,,,
NODE_75_length_13605_cov_21.041765,nomatch,,,,,,,,
NODE_76_length_13552_cov_30.631911,nomatch,,,,,,,,
NODE_77_length_13525_cov_28.763013,nomatch,,,,,,,,
NODE_78_length_13456_cov_29.092085,nomatch,,,,,,,,
NODE_79_length_13397_cov_24.265766,nomatch,,,,,,,,
NODE_80_length_13377_cov_33.866316,nomatch,,,,,,,,
NODE_81_length_13359_cov_26.309291,nomatch,,,,,,,,
NODE_82_length_13325_cov_33.845109,nomatch,,,,,,,,
NODE_83_length_13278_cov_27.403454,nomatch,,,,,,,,
NODE_84_length_13230_cov_40.208241,nomatch,,,,,,,,
NODE_85_length_13205_cov_17.241392,nomatch,,,,,,,,
NODE_86_length_13176_cov_27.839911,nomatch,,,,,,,,
NODE_87_length_13174_cov_33.583340,nomatch,,,,,,,,
NODE_88_length_13170_cov_26.217063,nomatch,,,,,,,,
NODE_89_length_13089_cov_22.136182,nomatch,,,,,,,,
NODE_90_length_13067_cov_31.211162,nomatch,,,,,,,,
NODE_91_length_13050_cov_26.932629,nomatch,,,,,,,,
NODE_92_length_12993_cov_28.650511,nomatch,,,,,,,,
NODE_93_length_12903_cov_29.350772,nomatch,,,,,,,,
NODE_94_length_12887_cov_30.859407,nomatch,,,,,,,,
NODE_95_length_12864_cov_27.127473,nomatch,,,,,,,,
NODE_96_length_12849_cov_26.746477,nomatch,,,,,,,,
NODE_97_length_12847_cov_22.485826,nomatch,,,,,,,,
NODE_98_length_12792_cov_26.106000,nomatch,,,,,,,,
NODE_99_length_12749_cov_25.273359,nomatch,,,,,,,,
NODE_100_length_12744_cov_20.560906,nomatch,,,,,,,,
NODE_101_length_12734_cov_25.357273,nomatch,,,,,,,,
NODE_102_length_12710_cov_22.069026,nomatch,,,,,,,,
NODE_103_length_12697_cov_21.683677,nomatch,,,,,,,,
NODE_104_length_12665_cov_29.975373,nomatch,,,,,,,,
NODE_105_length_12641_cov_18.373846,nomatch,,,,,,,,
NODE_106_length_12637_cov_30.434475,nomatch,,,,,,,,
NODE_107_length_12627_cov_23.617291,nomatch,,,,,,,,
NODE_108_length_12618_cov_34.028865,nomatch,,,,,,,,
NODE_109_length_12604_cov_30.566616,nomatch,,,,,,,,
NODE_110_length_12570_cov_34.739854,nomatch,,,,,,,,
NODE_111_length_12540_cov_20.861911,nomatch,,,,,,,,
NODE_112_length_12522_cov_33.158939,nomatch,,,,,,,,
NODE_113_length_12513_cov_22.023882,nomatch,,,,,,,,
NODE_114_length_12501_cov_30.942450,nomatch,,,,,,,,
NODE_115_length_12501_cov_26.865905,nomatch,,,,,,,,
NODE_116_length_12500_cov_29.911374,nomatch,,,,,,,,
NODE_117_length_12460_cov_18.058952,nomatch,,,,,,,,
NODE_118_length_12428_cov_24.477694,nomatch,,,,,,,,
NODE_119_length_12409_cov_24.136312,nomatch,,,,,,,,
NODE_120_length_12405_cov_22.721285,nomatch,,,,,,,,
NODE_121_length_12402_cov_28.473590,nomatch,,,,,,,,
NODE_122_length_12388_cov_29.661279,nomatch,,,,,,,,
NODE_123_length_12386_cov_25.027866,nomatch,,,,,,,,
NODE_124_length_12360_cov_25.393715,nomatch,,,,,,,,
NODE_125_length_12353_cov_28.372841,nomatch,,,,,,,,
NODE_126_length_12302_cov_32.921063,nomatch,,,,,,,,
NODE_127_length_12261_cov_25.555236,nomatch,,,,,,,,
NODE_128_length_12238_cov_21.366746,nomatch,,,,,,,,
NODE_129_length_12236_cov_29.738383,nomatch,,,,,,,,
NODE_130_length_12226_cov_26.678081,nomatch,,,,,,,,
NODE_131_length_12219_cov_35.820458,nomatch,,,,,,,,
NODE_132_length_12206_cov_29.501195,nomatch,,,,,,,,
NODE_133_length_12141_cov_27.175895,nomatch,,,,,,,,
NODE_134_length_12123_cov_28.693764,nomatch,,,,,,,,
NODE_135_length_12107_cov_18.402294,nomatch,,,,,,,,
NODE_136_length_12101_cov_23.493347,nomatch,,,,,,,,
NODE_137_length_12081_cov_19.707931,nomatch,,,,,,,,
NODE_138_length_12067_cov_30.381234,nomatch,,,,,,,,
NODE_139_length_12043_cov_46.107220,nomatch,,,,,,,,
NODE_140_length_12034_cov_29.263193,nomatch,,,,,,,,
NODE_141_length_12027_cov_25.075565,nomatch,,,,,,,,
NODE_142_length_12015_cov_27.033842,nomatch,,,,,,,,
NODE_143_length_11984_cov_29.456286,nomatch,,,,,,,,
NODE_144_length_11977_cov_24.233006,nomatch,,,,,,,,
NODE_145_length_11936_cov_43.497934,nomatch,,,,,,,,
NODE_146_length_11903_cov_34.299679,nomatch,,,,,,,,
NODE_147_length_11898_cov_24.580528,nomatch,,,,,,,,
NODE_148_length_11868_cov_22.611907,nomatch,,,,,,,,
NODE_149_length_11845_cov_27.633158,nomatch,,,,,,,,
NODE_150_length_11842_cov_23.267233,nomatch,,,,,,,,
NODE_151_length_11837_cov_30.333333,nomatch,,,,,,,,
NODE_152_length_11832_cov_25.347597,nomatch,,,,,,,,
NODE_153_length_11829_cov_26.477110,nomatch,,,,,,,,
NODE_154_length_11819_cov_30.019162,nomatch,,,,,,,,
NODE_155_length_11813_cov_29.091599,nomatch,,,,,,,,
NODE_156_length_11760_cov_24.014637,nomatch,,,,,,,,
NODE_157_length_11758_cov_20.958223,nomatch,,,,,,,,
NODE_158_length_11746_cov_19.546491,nomatch,,,,,,,,
NODE_159_length_11729_cov_30.442671,nomatch,,,,,,,,
NODE_160_length_11728_cov_36.087031,nomatch,,,,,,,,
NODE_161_length_11728_cov_30.426487,nomatch,,,,,,,,
NODE_162_length_11718_cov_33.165622,nomatch,,,,,,,,
NODE_163_length_11692_cov_29.854757,nomatch,,,,,,,,
NODE_164_length_11690_cov_24.697839,nomatch,,,,,,,,
NODE_165_length_11685_cov_24.765507,nomatch,,,,,,,,
NODE_166_length_11674_cov_23.919548,nomatch,,,,,,,,
NODE_167_length_11650_cov_16.238984,nomatch,,,,,,,,
NODE_168_length_11610_cov_19.061823,nomatch,,,,,,,,
