ID,status,superkingdom,phylum,class,order,family,genus,species,strain
NODE_1_length_92255_cov_18.478585,nomatch,,,,,,,,
NODE_2_length_75812_cov_17.935367,nomatch,,,,,,,,
NODE_3_length_68373_cov_20.160258,nomatch,,,,,,,,
NODE_4_length_66665_cov_18.529330,nomatch,,,,,,,,
NODE_5_length_66625_cov_19.448038,nomatch,,,,,,,,
NODE_6_length_62309_cov_19.666297,nomatch,,,,,,,,
NODE_7_length_60608_cov_18.798186,nomatch,,,,,,,,
NODE_8_length_59672_cov_19.579763,nomatch,,,,,,,,
NODE_9_length_56263_cov_20.136119,nomatch,,,,,,,,
NODE_10_length_56188_cov_17.934666,nomatch,,,,,,,,
NODE_11_length_55083_cov_19.256554,nomatch,,,,,,,,
NODE_12_length_54085_cov_18.180584,nomatch,,,,,,,,
NODE_13_length_53901_cov_18.507023,nomatch,,,,,,,,
NODE_14_length_53462_cov_20.481352,nomatch,,,,,,,,
NODE_15_length_52407_cov_20.050793,nomatch,,,,,,,,
NODE_16_length_51695_cov_19.408813,nomatch,,,,,,,,
NODE_17_length_51457_cov_19.431763,nomatch,,,,,,,,
NODE_18_length_50488_cov_16.685981,nomatch,,,,,,,,
NODE_19_length_49921_cov_20.174585,nomatch,,,,,,,,
NODE_20_length_49586_cov_19.280232,nomatch,,,,,,,,
NODE_21_length_49284_cov_17.800496,nomatch,,,,,,,,
NODE_22_length_48619_cov_20.385357,nomatch,,,,,,,,
NODE_23_length_48411_cov_18.241983,nomatch,,,,,,,,
NODE_24_length_48384_cov_18.256692,nomatch,,,,,,,,
NODE_25_length_48088_cov_19.185103,nomatch,,,,,,,,
NODE_26_length_48034_cov_16.786183,nomatch,,,,,,,,
NODE_27_length_47945_cov_17.511197,nomatch,,,,,,,,
NODE_28_length_47376_cov_18.059172,nomatch,,,,,,,,
NODE_29_length_46490_cov_19.509771,nomatch,,,,,,,,
NODE_30_length_45691_cov_19.614022,nomatch,,,,,,,,
NODE_31_length_44257_cov_18.722480,nomatch,,,,,,,,
NODE_32_length_43987_cov_18.137395,nomatch,,,,,,,,
NODE_33_length_43657_cov_20.065581,nomatch,,,,,,,,
NODE_34_length_43617_cov_20.163252,nomatch,,,,,,,,
NODE_35_length_42969_cov_17.964003,nomatch,,,,,,,,
NODE_36_length_42718_cov_17.877770,nomatch,,,,,,,,
NODE_37_length_42532_cov_19.738971,nomatch,,,,,,,,
NODE_38_length_42373_cov_18.970399,nomatch,,,,,,,,
NODE_39_length_42117_cov_18.686672,nomatch,,,,,,,,
NODE_40_length_41684_cov_19.041772,nomatch,,,,,,,,
NODE_41_length_41659_cov_16.888293,nomatch,,,,,,,,
NODE_42_length_41522_cov_18.076776,nomatch,,,,,,,,
NODE_43_length_41505_cov_18.232403,nomatch,,,,,,,,
NODE_44_length_41491_cov_19.759381,nomatch,,,,,,,,
NODE_45_length_41491_cov_18.242140,nomatch,,,,,,,,
NODE_46_length_41427_cov_18.303192,nomatch,,,,,,,,
NODE_47_length_40653_cov_18.210790,nomatch,,,,,,,,
NODE_48_length_40589_cov_19.582272,nomatch,,,,,,,,
NODE_49_length_40015_cov_19.399870,nomatch,,,,,,,,
NODE_50_length_39516_cov_18.604123,nomatch,,,,,,,,
NODE_51_length_39131_cov_19.345061,nomatch,,,,,,,,
NODE_52_length_38982_cov_17.885850,nomatch,,,,,,,,
NODE_53_length_38845_cov_19.436030,nomatch,,,,,,,,
NODE_54_length_38255_cov_18.794515,nomatch,,,,,,,,
NODE_55_length_38169_cov_18.606190,nomatch,,,,,,,,
NODE_56_length_38125_cov_17.949564,nomatch,,,,,,,,
NODE_57_length_38120_cov_19.886471,nomatch,,,,,,,,
NODE_58_length_38108_cov_18.510978,nomatch,,,,,,,,
NODE_59_length_38048_cov_16.912012,nomatch,,,,,,,,
split1_NODE_60_length_37689_cov_18.657113,nomatch,,,,,,,,
NODE_61_length_37583_cov_18.160188,nomatch,,,,,,,,
NODE_62_length_37484_cov_19.169647,nomatch,,,,,,,,
NODE_63_length_36843_cov_19.641843,nomatch,,,,,,,,
NODE_64_length_36568_cov_19.024033,nomatch,,,,,,,,
NODE_65_length_36162_cov_18.382791,nomatch,,,,,,,,
NODE_66_length_36034_cov_18.486665,nomatch,,,,,,,,
NODE_67_length_35957_cov_19.133612,nomatch,,,,,,,,
NODE_68_length_35876_cov_18.098830,nomatch,,,,,,,,
NODE_69_length_35861_cov_18.703499,nomatch,,,,,,,,
NODE_70_length_35755_cov_18.132294,nomatch,,,,,,,,
NODE_71_length_35360_cov_17.254988,nomatch,,,,,,,,
NODE_72_length_35221_cov_18.033149,nomatch,,,,,,,,
NODE_73_length_35188_cov_37.225058,nomatch,,,,,,,,
NODE_74_length_35161_cov_15.866976,nomatch,,,,,,,,
NODE_75_length_35056_cov_17.215930,nomatch,,,,,,,,
NODE_76_length_35038_cov_17.862990,nomatch,,,,,,,,
NODE_77_length_34835_cov_17.774786,nomatch,,,,,,,,
NODE_78_length_34664_cov_20.035996,nomatch,,,,,,,,
NODE_79_length_34495_cov_19.311145,nomatch,,,,,,,,
NODE_80_length_34430_cov_18.020289,nomatch,,,,,,,,
split1_NODE_81_length_34376_cov_18.586460,nomatch,,,,,,,,
split2_NODE_81_length_34376_cov_18.586460,nomatch,,,,,,,,
NODE_82_length_34369_cov_20.759186,nomatch,,,,,,,,
NODE_83_length_34202_cov_17.601260,nomatch,,,,,,,,
NODE_84_length_34043_cov_18.283456,nomatch,,,,,,,,
NODE_85_length_34037_cov_19.609894,nomatch,,,,,,,,
NODE_86_length_33984_cov_20.185036,nomatch,,,,,,,,
NODE_87_length_33923_cov_19.141228,nomatch,,,,,,,,
NODE_88_length_33882_cov_18.420470,nomatch,,,,,,,,
NODE_89_length_33871_cov_18.495413,nomatch,,,,,,,,
NODE_90_length_33866_cov_17.363166,nomatch,,,,,,,,
