ID,status,superkingdom,phylum,class,order,family,genus,species,strain
NODE_1_length_38596_cov_23.956255,nomatch,,,,,,,,
NODE_2_length_35298_cov_24.332245,nomatch,,,,,,,,
NODE_3_length_29949_cov_27.856894,nomatch,,,,,,,,
NODE_4_length_28764_cov_22.806219,nomatch,,,,,,,,
NODE_5_length_28377_cov_22.812438,nomatch,,,,,,,,
NODE_6_length_27247_cov_21.903584,nomatch,,,,,,,,
NODE_7_length_27221_cov_24.608385,nomatch,,,,,,,,
NODE_8_length_27114_cov_20.088878,nomatch,,,,,,,,
NODE_9_length_26881_cov_23.462431,nomatch,,,,,,,,
NODE_10_length_26794_cov_24.502489,nomatch,,,,,,,,
NODE_11_length_25924_cov_23.237513,nomatch,,,,,,,,
NODE_12_length_25827_cov_22.057981,nomatch,,,,,,,,
NODE_13_length_25400_cov_21.969514,nomatch,,,,,,,,
NODE_14_length_25310_cov_25.336345,nomatch,,,,,,,,
NODE_15_length_24783_cov_21.421558,nomatch,,,,,,,,
NODE_16_length_24664_cov_24.579534,nomatch,,,,,,,,
NODE_17_length_23764_cov_20.919956,nomatch,,,,,,,,
NODE_18_length_23544_cov_23.341117,nomatch,,,,,,,,
NODE_19_length_23330_cov_27.734443,nomatch,,,,,,,,
NODE_20_length_23320_cov_22.188788,nomatch,,,,,,,,
NODE_21_length_23288_cov_22.138253,nomatch,,,,,,,,
NODE_22_length_23266_cov_20.378110,nomatch,,,,,,,,
NODE_23_length_23236_cov_23.149229,nomatch,,,,,,,,
NODE_24_length_23219_cov_22.544249,nomatch,,,,,,,,
NODE_25_length_23059_cov_27.489992,nomatch,,,,,,,,
NODE_26_length_23042_cov_24.322012,nomatch,,,,,,,,
NODE_27_length_22999_cov_20.863014,nomatch,,,,,,,,
NODE_28_length_22941_cov_22.553971,nomatch,,,,,,,,
NODE_29_length_22785_cov_30.737185,nomatch,,,,,,,,
NODE_30_length_22658_cov_42.515322,nomatch,,,,,,,,
NODE_31_length_22640_cov_22.700483,nomatch,,,,,,,,
NODE_32_length_22498_cov_22.288658,nomatch,,,,,,,,
NODE_33_length_22478_cov_24.312307,nomatch,,,,,,,,
NODE_34_length_22463_cov_22.712186,nomatch,,,,,,,,
NODE_35_length_22377_cov_21.670493,nomatch,,,,,,,,
