ID,status,superkingdom,phylum,class,order,family,genus,species,strain
NODE_1_length_20809_cov_87.864750,nomatch,,,,,,,,
NODE_2_length_18305_cov_33.641486,nomatch,,,,,,,,
NODE_3_length_17634_cov_29.654516,nomatch,,,,,,,,
NODE_4_length_17327_cov_37.460522,nomatch,,,,,,,,
NODE_5_length_17324_cov_44.170928,nomatch,,,,,,,,
NODE_6_length_15372_cov_36.218503,nomatch,,,,,,,,
NODE_7_length_14367_cov_43.057313,nomatch,,,,,,,,
NODE_8_length_13982_cov_34.108810,nomatch,,,,,,,,
NODE_9_length_13662_cov_29.574836,nomatch,,,,,,,,
NODE_10_length_13566_cov_30.629402,nomatch,,,,,,,,
NODE_11_length_13475_cov_33.200627,nomatch,,,,,,,,
NODE_12_length_13027_cov_43.429653,nomatch,,,,,,,,
NODE_13_length_12731_cov_68.691347,nomatch,,,,,,,,
NODE_14_length_12624_cov_26.661035,nomatch,,,,,,,,
NODE_15_length_12485_cov_29.950516,nomatch,,,,,,,,
NODE_16_length_12449_cov_29.464355,nomatch,,,,,,,,
NODE_17_length_12373_cov_30.317339,nomatch,,,,,,,,
NODE_18_length_12230_cov_30.717025,nomatch,,,,,,,,
NODE_19_length_12052_cov_30.099207,nomatch,,,,,,,,
NODE_20_length_12051_cov_32.107733,nomatch,,,,,,,,
NODE_21_length_12050_cov_91.314290,nomatch,,,,,,,,
NODE_22_length_12029_cov_34.339859,nomatch,,,,,,,,
NODE_23_length_11961_cov_36.216155,nomatch,,,,,,,,
NODE_24_length_11937_cov_63.345363,nomatch,,,,,,,,
NODE_25_length_11898_cov_33.669233,nomatch,,,,,,,,
NODE_26_length_11814_cov_25.162307,nomatch,,,,,,,,
NODE_27_length_11790_cov_25.906600,nomatch,,,,,,,,
NODE_28_length_11701_cov_31.838266,nomatch,,,,,,,,
NODE_29_length_11556_cov_27.270755,nomatch,,,,,,,,
NODE_30_length_11528_cov_26.162257,nomatch,,,,,,,,
NODE_31_length_11525_cov_26.867925,nomatch,,,,,,,,
NODE_32_length_11505_cov_32.772839,nomatch,,,,,,,,
NODE_33_length_11487_cov_27.029798,nomatch,,,,,,,,
NODE_34_length_11353_cov_19.442001,nomatch,,,,,,,,
NODE_35_length_11350_cov_26.073805,nomatch,,,,,,,,
NODE_36_length_11136_cov_28.225879,nomatch,,,,,,,,
NODE_37_length_11073_cov_35.000273,nomatch,,,,,,,,
NODE_38_length_10839_cov_32.307749,nomatch,,,,,,,,
NODE_39_length_10827_cov_31.147907,nomatch,,,,,,,,
NODE_40_length_10745_cov_20.937945,nomatch,,,,,,,,
NODE_41_length_10686_cov_21.747950,nomatch,,,,,,,,
NODE_42_length_10621_cov_30.810414,nomatch,,,,,,,,
NODE_43_length_10530_cov_16.936956,nomatch,,,,,,,,
NODE_44_length_10516_cov_27.606572,nomatch,,,,,,,,
NODE_45_length_10504_cov_32.640357,nomatch,,,,,,,,
NODE_46_length_10439_cov_31.585891,nomatch,,,,,,,,
NODE_47_length_10429_cov_26.963196,nomatch,,,,,,,,
NODE_48_length_10299_cov_32.736451,nomatch,,,,,,,,
NODE_49_length_10232_cov_25.111866,nomatch,,,,,,,,
NODE_50_length_10206_cov_26.894461,nomatch,,,,,,,,
NODE_51_length_10204_cov_33.432013,nomatch,,,,,,,,
NODE_52_length_10160_cov_35.520778,nomatch,,,,,,,,
NODE_53_length_10063_cov_23.561286,nomatch,,,,,,,,
NODE_54_length_10050_cov_31.357064,nomatch,,,,,,,,
NODE_55_length_9974_cov_31.303728,nomatch,,,,,,,,
NODE_56_length_9926_cov_18.078384,nomatch,,,,,,,,
NODE_57_length_9800_cov_29.678289,nomatch,,,,,,,,
NODE_58_length_9742_cov_36.114020,nomatch,,,,,,,,
NODE_59_length_9671_cov_33.259641,nomatch,,,,,,,,
NODE_60_length_9647_cov_28.810972,nomatch,,,,,,,,
NODE_61_length_9620_cov_20.048098,nomatch,,,,,,,,
NODE_62_length_9611_cov_31.840675,nomatch,,,,,,,,
NODE_63_length_9573_cov_24.350147,nomatch,,,,,,,,
NODE_64_length_9567_cov_16.683246,nomatch,,,,,,,,
NODE_65_length_9547_cov_25.853221,nomatch,,,,,,,,
NODE_66_length_9522_cov_35.140709,nomatch,,,,,,,,
NODE_67_length_9518_cov_37.076157,nomatch,,,,,,,,
NODE_68_length_9514_cov_40.002119,nomatch,,,,,,,,
NODE_69_length_9478_cov_34.444846,nomatch,,,,,,,,
NODE_70_length_9446_cov_17.921763,nomatch,,,,,,,,
NODE_71_length_9411_cov_24.999571,nomatch,,,,,,,,
NODE_72_length_9399_cov_25.639455,nomatch,,,,,,,,
NODE_73_length_9354_cov_19.953864,nomatch,,,,,,,,
NODE_74_length_9339_cov_35.415677,nomatch,,,,,,,,
NODE_75_length_9309_cov_34.761265,nomatch,,,,,,,,
NODE_76_length_9302_cov_29.838049,nomatch,,,,,,,,
NODE_77_length_9273_cov_30.786429,nomatch,,,,,,,,
NODE_78_length_9270_cov_16.487327,nomatch,,,,,,,,
NODE_79_length_9246_cov_24.655251,nomatch,,,,,,,,
NODE_80_length_9220_cov_30.649349,nomatch,,,,,,,,
NODE_81_length_9211_cov_22.472411,nomatch,,,,,,,,
NODE_82_length_9209_cov_25.978975,nomatch,,,,,,,,
NODE_83_length_9209_cov_24.264674,nomatch,,,,,,,,
NODE_84_length_9204_cov_26.814506,nomatch,,,,,,,,
NODE_85_length_9148_cov_27.350678,nomatch,,,,,,,,
NODE_86_length_9124_cov_25.376589,nomatch,,,,,,,,
NODE_87_length_9111_cov_17.818242,nomatch,,,,,,,,
NODE_88_length_9060_cov_29.475454,nomatch,,,,,,,,
NODE_89_length_9039_cov_20.135907,nomatch,,,,,,,,
NODE_90_length_9031_cov_36.411101,nomatch,,,,,,,,
NODE_91_length_8967_cov_35.571429,nomatch,,,,,,,,
NODE_92_length_8936_cov_33.519697,nomatch,,,,,,,,
NODE_93_length_8897_cov_23.052381,nomatch,,,,,,,,
NODE_94_length_8861_cov_32.974727,nomatch,,,,,,,,
NODE_95_length_8772_cov_33.134330,nomatch,,,,,,,,
NODE_96_length_8772_cov_17.511673,nomatch,,,,,,,,
NODE_97_length_8770_cov_26.581272,nomatch,,,,,,,,
NODE_98_length_8758_cov_33.840802,nomatch,,,,,,,,
NODE_99_length_8753_cov_15.364454,nomatch,,,,,,,,
NODE_100_length_8735_cov_30.149804,nomatch,,,,,,,,
NODE_101_length_8731_cov_24.127456,nomatch,,,,,,,,
NODE_102_length_8730_cov_24.147117,nomatch,,,,,,,,
NODE_103_length_8700_cov_40.592021,nomatch,,,,,,,,
NODE_104_length_8699_cov_25.724890,nomatch,,,,,,,,
